p,e,n,poly,factorization
8761,1,2,x^2 + x + 29,2^4 * 3 * 5 * 13 * 73 * 337
8761,1,3,x^3 + x^2 + 37,2^3 * 3^2 * 5 * 7 * 73 * 3655423
8761,1,4,x^4 + x^3 + 23,2^5 * 3 * 5 * 13 * 73 * 337 * 38377561
8761,1,5,x^5 + x^4 + 29,2^3 * 3 * 5^2 * 11 * 73 * 107127656874611
8761,1,6,x^6 + x^5 + 119,2^4 * 3^2 * 5 * 7 * 13 * 73 * 337 * 3655423 * 76746361
8761,1,7,x^7 + x^6 + 29,2^3 * 3 * 5 * 73 * 547 * 3739 * 123593 * 1789101544343
8761,1,8,x^8 + x^7 + 37,2^6 * 3 * 5 * 13 * 73 * 337 * 29009 * 38377561 * 101543462369
8761,1,9,x^9 + x^8 + 38,2^3 * 3^3 * 5 * 7 * 73 * 181 * 3655423 * 29361421 * 28362543970681
8761,1,10,x^10 + x^9 + 148,2^4 * 3 * 5^2 * 11 * 13 * 73 * 337 * 1031 * 1184731 * 4822661 * 107127656874611
8761,1,11,x^11 + x^10 + 58,2^3 * 3 * 5 * 73 * 89 * 174295859 * 171754965605830914418371532361
8761,1,12,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 109 * 337 * 3655423 * 38377561 * 76746361 * 1460785649137
8761,1,13,x^13 + x^12 + 58,2^3 * 3 * 5 * 53 * 73 * 599 * 71761 * 885223 * 32295974023 * 3139796404253560055551
8761,1,14,x^14 + x^13 + 37,2^4 * 3 * 5 * 13 * 43 * 73 * 127 * 197 * 337 * 547 * 3739 * 123593 * 1789101544343 * 420275536090840193
8761,1,15,x^15 + x^14 + 23,2^3 * 3^2 * 5^2 * 7 * 11 * 31 * 73 * 3655423 * 25733057671 * 107127656874611 * 43503758698927949641
8761,1,16,x^16 + x^15 + 161,2^7 * 3 * 5 * 13 * 17 * 73 * 337 * 29009 * 167729 * 38377561 * 392853889 * 101543462369 * 15492136368208033
8761,1,17,x^17 + x^16 + 246,2^3 * 3 * 5 * 73 * 6183241 * 513482213 * 13729733879573342302543 * 27637882220774038640126683
8761,1,18,x^18 + x^17 + 46,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 181 * 337 * 3583 * 3655423 * 29361421 * 76746361 * 28362543970681 * 6642348731941374253
8761,1,19,x^19 + x^18 + 67,2^3 * 3 * 5 * 73 * 136955733767 * 675204924531791037466729459593625568062878513373563199717037
8761,1,20,x^20 + x^19 + 164,2^5 * 3 * 5^2 * 11 * 13 * 61 * 73 * 337 * 1031 * 833821 * 1184731 * 4822661 * 38377561 * 1363975661 * 107127656874611 * 500288076658301
8761,2,2,x^4 + x^3 + 23,2^5 * 3 * 5 * 13 * 73 * 337 * 38377561
8761,2,3,x^6 + x^5 + 119,2^4 * 3^2 * 5 * 7 * 13 * 73 * 337 * 3655423 * 76746361
8761,2,4,x^8 + x^7 + 37,2^6 * 3 * 5 * 13 * 73 * 337 * 29009 * 38377561 * 101543462369
8761,2,5,x^10 + x^9 + 148,2^4 * 3 * 5^2 * 11 * 13 * 73 * 337 * 1031 * 1184731 * 4822661 * 107127656874611
8761,2,6,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 109 * 337 * 3655423 * 38377561 * 76746361 * 1460785649137
8761,2,7,x^14 + x^13 + 37,2^4 * 3 * 5 * 13 * 43 * 73 * 127 * 197 * 337 * 547 * 3739 * 123593 * 1789101544343 * 420275536090840193
8761,2,8,x^16 + x^15 + 161,2^7 * 3 * 5 * 13 * 17 * 73 * 337 * 29009 * 167729 * 38377561 * 392853889 * 101543462369 * 15492136368208033
8761,2,9,x^18 + x^17 + 46,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 181 * 337 * 3583 * 3655423 * 29361421 * 76746361 * 28362543970681 * 6642348731941374253
8761,2,10,x^20 + x^19 + 164,2^5 * 3 * 5^2 * 11 * 13 * 61 * 73 * 337 * 1031 * 833821 * 1184731 * 4822661 * 38377561 * 1363975661 * 107127656874611 * 500288076658301
8761,3,2,x^6 + x^5 + 119,2^4 * 3^2 * 5 * 7 * 13 * 73 * 337 * 3655423 * 76746361
8761,3,3,x^9 + x^8 + 38,2^3 * 3^3 * 5 * 7 * 73 * 181 * 3655423 * 29361421 * 28362543970681
8761,3,4,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 109 * 337 * 3655423 * 38377561 * 76746361 * 1460785649137
8761,3,5,x^15 + x^14 + 23,2^3 * 3^2 * 5^2 * 7 * 11 * 31 * 73 * 3655423 * 25733057671 * 107127656874611 * 43503758698927949641
8761,3,6,x^18 + x^17 + 46,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 181 * 337 * 3583 * 3655423 * 29361421 * 76746361 * 28362543970681 * 6642348731941374253
8761,4,2,x^8 + x^7 + 37,2^6 * 3 * 5 * 13 * 73 * 337 * 29009 * 38377561 * 101543462369
8761,4,3,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 109 * 337 * 3655423 * 38377561 * 76746361 * 1460785649137
8761,4,4,x^16 + x^15 + 161,2^7 * 3 * 5 * 13 * 17 * 73 * 337 * 29009 * 167729 * 38377561 * 392853889 * 101543462369 * 15492136368208033
8761,4,5,x^20 + x^19 + 164,2^5 * 3 * 5^2 * 11 * 13 * 61 * 73 * 337 * 1031 * 833821 * 1184731 * 4822661 * 38377561 * 1363975661 * 107127656874611 * 500288076658301
8761,5,2,x^10 + x^9 + 148,2^4 * 3 * 5^2 * 11 * 13 * 73 * 337 * 1031 * 1184731 * 4822661 * 107127656874611
8761,5,3,x^15 + x^14 + 23,2^3 * 3^2 * 5^2 * 7 * 11 * 31 * 73 * 3655423 * 25733057671 * 107127656874611 * 43503758698927949641
8761,5,4,x^20 + x^19 + 164,2^5 * 3 * 5^2 * 11 * 13 * 61 * 73 * 337 * 1031 * 833821 * 1184731 * 4822661 * 38377561 * 1363975661 * 107127656874611 * 500288076658301
8761,6,2,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 109 * 337 * 3655423 * 38377561 * 76746361 * 1460785649137
8761,6,3,x^18 + x^17 + 46,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 181 * 337 * 3583 * 3655423 * 29361421 * 76746361 * 28362543970681 * 6642348731941374253
8761,7,2,x^14 + x^13 + 37,2^4 * 3 * 5 * 13 * 43 * 73 * 127 * 197 * 337 * 547 * 3739 * 123593 * 1789101544343 * 420275536090840193
8761,8,2,x^16 + x^15 + 161,2^7 * 3 * 5 * 13 * 17 * 73 * 337 * 29009 * 167729 * 38377561 * 392853889 * 101543462369 * 15492136368208033
8761,9,2,x^18 + x^17 + 46,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 181 * 337 * 3583 * 3655423 * 29361421 * 76746361 * 28362543970681 * 6642348731941374253
8761,10,2,x^20 + x^19 + 164,2^5 * 3 * 5^2 * 11 * 13 * 61 * 73 * 337 * 1031 * 833821 * 1184731 * 4822661 * 38377561 * 1363975661 * 107127656874611 * 500288076658301
