p,n,poly,factorization
3373,2,x^2 + x + 5,2^3 * 3 * 7 * 241 * 281
3373,3,x^3 + x^2 + 13,2^2 * 3^2 * 31 * 79 * 281 * 1549
3373,4,x^4 + x^3 + 17,2^4 * 3 * 5 * 7 * 37 * 97 * 241 * 281 * 317
3373,5,x^5 + x^4 + 33,2^2 * 3 * 281 * 189311 * 683940451
3373,6,x^6 + x^5 + 20,2^3 * 3^2 * 7 * 31 * 79 * 241 * 281 * 1549 * 1783 * 6379
3373,7,x^7 + x^6 + 15,2^2 * 3 * 281 * 1473081659424175185043
3373,8,x^8 + x^7 + 51,2^5 * 3 * 5 * 7 * 37 * 97 * 241 * 281 * 317 * 1433 * 1777 * 3449 * 7369
3373,9,x^9 + x^8 + 51,2^2 * 3^3 * 31 * 79 * 281 * 1549 * 490881644007091391269
3373,10,x^10 + x^9 + 15,2^3 * 3 * 7 * 11 * 241 * 281 * 189311 * 683940451 * 11763700054571
3373,11,x^11 + x^10 + 33,2^2 * 3 * 281 * 661 * 288463406365787122882452430581203
3373,12,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 31 * 37 * 79 * 97 * 241 * 281 * 317 * 1549 * 1783 * 6379 * 9956850223501
3373,13,x^13 + x^12 + 11,2^2 * 3 * 281 * 461196924917 * 740458497597859 * 6352398654290027
3373,14,x^14 + x^13 + 15,2^3 * 3 * 7^2 * 29 * 241 * 281 * 4663 * 6287 * 158663 * 1559153 * 1473081659424175185043
3373,15,x^15 + x^14 + 5,2^2 * 3^2 * 31 * 79 * 281 * 1549 * 189311 * 10540261 * 683940451 * 834163381 * 1905019688041
3373,16,x^16 + x^15 + 5,2^6 * 3 * 5 * 7 * 17 * 37 * 97 * 241 * 257 * 281 * 317 * 673 * 1433 * 1777 * 3449 * 7369 * 63521 * 44852463187095233
3373,17,x^17 + x^16 + 44,2^2 * 3 * 281 * 11969 * 23563 * 23971 * 2073298553680306867471 * 20033359631951988949183
3373,18,x^18 + x^17 + 170,2^3 * 3^3 * 7 * 19 * 31 * 79 * 241 * 281 * 1549 * 1783 * 6379 * 9433 * 8216646665650399 * 490881644007091391269
3373,19,x^19 + x^18 + 17,2^2 * 3 * 281 * 457 * 2281 * 11569177 * 1795168170977310871039 * 147561759945123168384133376113
3373,20,x^20 + x^19 + 210,2^4 * 3 * 5^2 * 7 * 11 * 37 * 97 * 241 * 281 * 317 * 461 * 6521 * 189311 * 683940451 * 1095360041 * 1017627108721 * 11763700054571
3373,21,x^21 + x^20 + 53,2^2 * 3^2 * 31 * 79 * 281 * 1549 * 7603 * 11467 * 112070533 * 264882913 * 837697336905816661 * 1473081659424175185043
3373,22,x^22 + x^21 + 208,2^3 * 3 * 7 * 23 * 241 * 281 * 661 * 30652931 * 270293020314436270296060169 * 288463406365787122882452430581203
