p,n,poly,factorization
7639,2,x^2 + x + 11,2^4 * 3 * 5 * 19 * 67 * 191
7639,3,x^3 + x^2 + 21,2 * 3^2 * 7 * 19 * 67 * 79 * 127 * 277
7639,4,x^4 + x^3 + 26,2^5 * 3 * 5 * 13 * 19 * 29 * 67 * 191 * 193 * 401
7639,5,x^5 + x^4 + 20,2 * 3 * 11 * 19 * 67 * 501731 * 617076881
7639,6,x^6 + x^5 + 30,2^4 * 3^2 * 5 * 7 * 19 * 61 * 67 * 79 * 127 * 191 * 277 * 956503
7639,7,x^7 + x^6 + 45,2 * 3 * 19 * 67 * 198735712494254126391481
7639,8,x^8 + x^7 + 44,2^6 * 3 * 5 * 13 * 19 * 29 * 67 * 191 * 193 * 401 * 653929 * 2603667049
7639,9,x^9 + x^8 + 39,2 * 3^3 * 7 * 19 * 67 * 79 * 127 * 277 * 66236565520553224425427
7639,10,x^10 + x^9 + 116,2^4 * 3 * 5^2 * 11 * 19 * 67 * 191 * 501731 * 617076881 * 680956213811921
7639,11,x^11 + x^10 + 77,2 * 3 * 19 * 23 * 67 * 29423485660992092709526186279389022687
7639,12,x^12 + x^11 + 15,2^5 * 3^2 * 5 * 7 * 13 * 19 * 29 * 61 * 67 * 79 * 127 * 191 * 193 * 277 * 401 * 956503 * 1133893 * 3003128797
7639,13,x^13 + x^12 + 39,2 * 3 * 19 * 67 * 199457405495921 * 197990708980807877298404367687041
7639,14,x^14 + x^13 + 303,2^4 * 3 * 5 * 19 * 67 * 191 * 967 * 34350919 * 5981324674879 * 198735712494254126391481
7639,15,x^15 + x^14 + 10,2 * 3^2 * 7 * 11 * 19 * 67 * 79 * 127 * 277 * 501731 * 617076881 * 11594051475599650349320775953441
7639,16,x^16 + x^15 + 17,2^7 * 3 * 5 * 13 * 17 * 19 * 29 * 67 * 191 * 193 * 401 * 653929 * 3366049 * 2603667049 * 5476592929 * 18500448972113
7639,17,x^17 + x^16 + 21,2 * 3 * 19 * 67 * 5407 * 251057 * 99063190696048365323801576238214702754632535787037519
7639,18,x^18 + x^17 + 41,2^4 * 3^3 * 5 * 7 * 19 * 61 * 67 * 79 * 127 * 191 * 277 * 42751 * 160903 * 956503 * 28887412352131 * 66236565520553224425427
7639,19,x^19 + x^18 + 45,2 * 3 * 19^2 * 67 * 26452425535899863 * 15613308287772962765782063806478212119262286778276453
7639,20,x^20 + x^19 + 99,2^5 * 3 * 5^2 * 11 * 13 * 19 * 29 * 67 * 191 * 193 * 401 * 13121 * 501731 * 617076881 * 53200964581 * 680956213811921 * 16611376846692941
