p,r,n,poly,factorization
5869,1,2,x^2 + x + 2,2^3 * 3^2 * 5 * 163 * 587
5869,1,3,x^3 + x^2 + 11,2^2 * 3^3 * 61 * 79 * 163 * 2383
5869,1,4,x^4 + x^3 + 10,2^4 * 3^2 * 5 * 17 * 163 * 409 * 587 * 2477
5869,1,5,x^5 + x^4 + 2,2^2 * 3^2 * 163 * 111751 * 10618887611
5869,1,6,x^6 + x^5 + 32,2^3 * 3^3 * 5 * 7 * 61 * 79 * 163 * 587 * 2383 * 4919899
5869,1,7,x^7 + x^6 + 10,2^2 * 3^2 * 43 * 113 * 163 * 281 * 29936804584620529
5869,1,8,x^8 + x^7 + 54,2^5 * 3^2 * 5 * 17 * 163 * 409 * 587 * 2477 * 593234558157961
5869,1,9,x^9 + x^8 + 24,2^2 * 3^4 * 19 * 61 * 79 * 163 * 271 * 2383 * 20521 * 128926439808193
5869,1,10,x^10 + x^9 + 18,2^3 * 3^2 * 5^2 * 11 * 163 * 587 * 7411 * 32561 * 89381 * 111751 * 10618887611
5869,1,11,x^11 + x^10 + 34,2^2 * 3^2 * 23 * 67 * 163 * 1013 * 1560019121 * 19914669067575528014407
5869,1,12,x^12 + x^11 + 29,2^4 * 3^3 * 5 * 7 * 13 * 17 * 37 * 61 * 79 * 163 * 409 * 587 * 2383 * 2477 * 34369 * 4919899 * 71770249
5869,1,13,x^13 + x^12 + 86,2^2 * 3^2 * 163 * 23557 * 70912588171409428802254551665364458484433
5869,1,14,x^14 + x^13 + 29,2^3 * 3^2 * 5 * 43 * 113 * 163 * 281 * 379 * 587 * 631 * 43331 * 3943150781123 * 29936804584620529
5869,1,15,x^15 + x^14 + 2,2^2 * 3^3 * 31 * 61 * 79 * 163 * 2383 * 111751 * 168331 * 10618887611 * 269719952486801929875661
5869,1,16,x^16 + x^15 + 176,2^6 * 3^2 * 5 * 17 * 163 * 409 * 587 * 641 * 881 * 2477 * 593234558157961 * 1246375612002637121066401
5869,1,17,x^17 + x^16 + 54,2^2 * 3^2 * 137 * 163 * 8386019841456997 * 1055152799370843697 * 1634963073379529425254277
5869,1,18,x^18 + x^17 + 90,2^3 * 3^4 * 5 * 7 * 19 * 61 * 79 * 163 * 271 * 587 * 2383 * 20521 * 4919899 * 128926439808193 * 40868119732827467058373
5869,1,19,x^19 + x^18 + 73,2^2 * 3^2 * 163 * 2238391 * 13285333 * 290531407482629 * 7901808347781637459332138025108477236233
5869,1,20,x^20 + x^19 + 35,2^4 * 3^2 * 5^2 * 11 * 17 * 163 * 409 * 587 * 2477 * 7411 * 32561 * 89381 * 111751 * 10618887611 * 1407708923103363928730934240721
5869,1,21,x^21 + x^20 + 29,2^2 * 3^3 * 43 * 61 * 79 * 113 * 163 * 281 * 1009 * 2383 * 367711 * 392239 * 29936804584620529 * 11474842907080520205831652384921
5869,2,2,x^4 + x^3 + 10,2^4 * 3^2 * 5 * 17 * 163 * 409 * 587 * 2477
5869,2,3,x^6 + x^5 + 32,2^3 * 3^3 * 5 * 7 * 61 * 79 * 163 * 587 * 2383 * 4919899
5869,2,4,x^8 + x^7 + 54,2^5 * 3^2 * 5 * 17 * 163 * 409 * 587 * 2477 * 593234558157961
5869,2,5,x^10 + x^9 + 18,2^3 * 3^2 * 5^2 * 11 * 163 * 587 * 7411 * 32561 * 89381 * 111751 * 10618887611
5869,2,6,x^12 + x^11 + 29,2^4 * 3^3 * 5 * 7 * 13 * 17 * 37 * 61 * 79 * 163 * 409 * 587 * 2383 * 2477 * 34369 * 4919899 * 71770249
5869,2,7,x^14 + x^13 + 29,2^3 * 3^2 * 5 * 43 * 113 * 163 * 281 * 379 * 587 * 631 * 43331 * 3943150781123 * 29936804584620529
5869,2,8,x^16 + x^15 + 176,2^6 * 3^2 * 5 * 17 * 163 * 409 * 587 * 641 * 881 * 2477 * 593234558157961 * 1246375612002637121066401
5869,2,9,x^18 + x^17 + 90,2^3 * 3^4 * 5 * 7 * 19 * 61 * 79 * 163 * 271 * 587 * 2383 * 20521 * 4919899 * 128926439808193 * 40868119732827467058373
5869,2,10,x^20 + x^19 + 35,2^4 * 3^2 * 5^2 * 11 * 17 * 163 * 409 * 587 * 2477 * 7411 * 32561 * 89381 * 111751 * 10618887611 * 1407708923103363928730934240721
5869,3,2,x^6 + x^5 + 32,2^3 * 3^3 * 5 * 7 * 61 * 79 * 163 * 587 * 2383 * 4919899
5869,3,3,x^9 + x^8 + 24,2^2 * 3^4 * 19 * 61 * 79 * 163 * 271 * 2383 * 20521 * 128926439808193
5869,3,4,x^12 + x^11 + 29,2^4 * 3^3 * 5 * 7 * 13 * 17 * 37 * 61 * 79 * 163 * 409 * 587 * 2383 * 2477 * 34369 * 4919899 * 71770249
5869,3,5,x^15 + x^14 + 2,2^2 * 3^3 * 31 * 61 * 79 * 163 * 2383 * 111751 * 168331 * 10618887611 * 269719952486801929875661
5869,3,6,x^18 + x^17 + 90,2^3 * 3^4 * 5 * 7 * 19 * 61 * 79 * 163 * 271 * 587 * 2383 * 20521 * 4919899 * 128926439808193 * 40868119732827467058373
5869,3,7,x^21 + x^20 + 29,2^2 * 3^3 * 43 * 61 * 79 * 113 * 163 * 281 * 1009 * 2383 * 367711 * 392239 * 29936804584620529 * 11474842907080520205831652384921
5869,4,2,x^8 + x^7 + 54,2^5 * 3^2 * 5 * 17 * 163 * 409 * 587 * 2477 * 593234558157961
