p,e,n,poly,factorization
5783,1,2,x^2 + x + 19,2^4 * 3 * 7^2 * 59 * 241
5783,1,3,x^3 + x^2 + 16,2 * 7^2 * 19 * 59 * 1760467
5783,1,4,x^4 + x^3 + 7,2^5 * 3 * 5 * 7^2 * 29 * 59 * 241 * 115321
5783,1,5,x^5 + x^4 + 37,2 * 7^2 * 59 * 11910961 * 93916321
5783,1,6,x^6 + x^5 + 57,2^4 * 3^2 * 7^2 * 19 * 37 * 59 * 241 * 301237 * 1760467
5783,1,7,x^7 + x^6 + 24,2 * 7^3 * 43 * 59 * 71 * 2381 * 14827 * 49585732309
5783,1,8,x^8 + x^7 + 7,2^6 * 3 * 5 * 7^2 * 29 * 59 * 241 * 23201 * 25673 * 115321 * 938857
5783,1,9,x^9 + x^8 + 16,2 * 7^2 * 19 * 59 * 73 * 127 * 3907 * 10009 * 20593 * 1760467 * 5010013
5783,1,10,x^10 + x^9 + 77,2^4 * 3 * 7^2 * 11 * 59 * 241 * 3271 * 11910961 * 93916321 * 31078814761
5783,1,11,x^11 + x^10 + 8,2 * 7^2 * 59 * 41841479054317853653109050661035088713
5783,1,12,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 29 * 37 * 59 * 241 * 1693 * 115321 * 301237 * 1760467 * 50817400537
5783,1,13,x^13 + x^12 + 24,2 * 7^2 * 59 * 1399308307905187814009901107962505303951760241
5783,1,14,x^14 + x^13 + 10,2^4 * 3 * 7^3 * 43 * 59 * 71 * 241 * 1429 * 2381 * 14827 * 353002217 * 49585732309 * 74136896219
5783,1,15,x^15 + x^14 + 3,2 * 7^2 * 19 * 59 * 1760467 * 11910961 * 51597841 * 93916321 * 24239234685513104182801
5783,1,16,x^16 + x^15 + 261,2^7 * 3 * 5 * 7^2 * 17 * 29 * 59 * 241 * 257 * 929 * 2801 * 23201 * 25673 * 115321 * 938857 * 55015450710347771521
5783,1,17,x^17 + x^16 + 49,2 * 7^2 * 59 * 647 * 17681 * 86877821 * 5365319647 * 293501656309738558340028215269766669
5783,1,18,x^18 + x^17 + 155,2^4 * 3^3 * 7^2 * 19 * 37 * 59 * 73 * 127 * 163 * 241 * 3907 * 10009 * 20593 * 79867 * 301237 * 1760467 * 5010013 * 13372057 * 71621713
5783,1,19,x^19 + x^18 + 33,2 * 7^2 * 59 * 2851 * 298339 * 61535441294320119346606150823719824280340257912804436820577
5783,1,20,x^20 + x^19 + 206,2^5 * 3 * 5^2 * 7^2 * 11 * 29 * 41 * 59 * 241 * 3271 * 115321 * 11910961 * 93916321 * 31078814761 * 65519298232961 * 93132750083621
5783,1,21,x^21 + x^20 + 31,2 * 7^3 * 19 * 43 * 59 * 71 * 2381 * 14827 * 1760467 * 49585732309 * 728708633773 * 1919593574683657614446098999002133
5783,2,2,x^4 + x^3 + 7,2^5 * 3 * 5 * 7^2 * 29 * 59 * 241 * 115321
5783,2,3,x^6 + x^5 + 57,2^4 * 3^2 * 7^2 * 19 * 37 * 59 * 241 * 301237 * 1760467
5783,2,4,x^8 + x^7 + 7,2^6 * 3 * 5 * 7^2 * 29 * 59 * 241 * 23201 * 25673 * 115321 * 938857
5783,2,5,x^10 + x^9 + 77,2^4 * 3 * 7^2 * 11 * 59 * 241 * 3271 * 11910961 * 93916321 * 31078814761
5783,2,6,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7^2 * 13 * 19 * 29 * 37 * 59 * 241 * 1693 * 115321 * 301237 * 1760467 * 50817400537
