p,e,n,poly,factorization
6869,1,2,x^2 + x + 13,2^3 * 3 * 5 * 17 * 101 * 229
6869,1,3,x^3 + x^2 + 10,2^2 * 7 * 17 * 101 * 6741433
6869,1,4,x^4 + x^3 + 12,2^4 * 3 * 5 * 13 * 17 * 101 * 229 * 1814737
6869,1,5,x^5 + x^4 + 12,2^2 * 11 * 17 * 101 * 191 * 1059769076761
6869,1,6,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 17 * 101 * 229 * 337 * 46663 * 6741433
6869,1,7,x^7 + x^6 + 13,2^2 * 17 * 29 * 101 * 8946584417 * 404919848887
6869,1,8,x^8 + x^7 + 12,2^5 * 3 * 5 * 13 * 17 * 101 * 229 * 1814737 * 1113125340975961
6869,1,9,x^9 + x^8 + 8,2^2 * 7 * 17 * 101 * 7723 * 18217 * 6741433 * 746617568658301
6869,1,10,x^10 + x^9 + 8,2^3 * 3 * 5^2 * 11 * 17 * 101 * 191 * 229 * 6121 * 72730816141 * 1059769076761
6869,1,11,x^11 + x^10 + 23,2^2 * 17 * 89 * 101 * 199 * 2483839980967379 * 5316571969258692979
6869,1,12,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 17 * 101 * 229 * 337 * 46663 * 1814737 * 6741433 * 2226250634768761
6869,1,13,x^13 + x^12 + 12,2^2 * 17 * 101 * 1951 * 369076189 * 213944709085433 * 71632577570721866063
6869,1,14,x^14 + x^13 + 23,2^3 * 3 * 5 * 17 * 29 * 43 * 101 * 229 * 5279 * 310919099 * 1488093979 * 8946584417 * 404919848887
6869,1,15,x^15 + x^14 + 37,2^2 * 7 * 11 * 17 * 31 * 101 * 191 * 6741433 * 1059769076761 * 159853889307694295144991407791
6869,1,16,x^16 + x^15 + 22,2^6 * 3 * 5 * 13 * 17 * 97 * 101 * 229 * 5393 * 1814737 * 25222843969 * 187811390240129 * 1113125340975961
6869,1,17,x^17 + x^16 + 12,2^2 * 17^2 * 101 * 307 * 5247906263519747 * 11507560882266378373 * 77947617364311331524469
6869,1,18,x^18 + x^17 + 84,2^3 * 3^3 * 5 * 7 * 17 * 19 * 101 * 163 * 229 * 337 * 2269 * 7723 * 18217 * 46663 * 100459 * 6741433 * 49599270793 * 746617568658301
