p,r,n,poly,factorization
67,1,2,x^2 + x + 12,2^3 * 3 * 11 * 17
67,1,3,x^3 + x^2 + 6,2 * 3^2 * 7^2 * 11 * 31
67,1,4,x^4 + x^3 + 12,2^4 * 3 * 5 * 11 * 17 * 449
67,1,5,x^5 + x^4 + 4,2 * 3 * 11 * 761 * 26881
67,1,6,x^6 + x^5 + x + 50,2^3 * 3^2 * 7^2 * 11 * 17 * 31 * 4423
67,1,7,x^7 + x^6 + 4,2 * 3 * 11 * 175897 * 522061
67,1,8,x^8 + x^7 + 31,2^5 * 3 * 5 * 11 * 17 * 449 * 937 * 10753
67,1,9,x^9 + x^8 + 6,2 * 3^3 * 7^2 * 11 * 31 * 30152894311
67,1,10,x^10 + x^9 + 18,2^3 * 3 * 11 * 17 * 421 * 761 * 26881 * 47161
67,1,11,x^11 + x^10 + 36,2 * 3 * 11^2 * 89 * 1890149702927663
67,1,12,x^12 + x^11 + 18,2^4 * 3^2 * 5 * 7^2 * 11 * 13 * 17 * 31 * 449 * 4423 * 1549741
67,1,13,x^13 + x^12 + 21,2 * 3 * 11 * 79 * 157 * 5279 * 126867415853933
67,1,14,x^14 + x^13 + 28,2^3 * 3 * 11 * 17 * 29 * 211 * 1429 * 10193 * 175897 * 522061
67,1,15,x^15 + 2*x^14 + 35,2 * 3^2 * 7^2 * 11 * 31 * 761 * 1021 * 1171 * 26881 * 334569511
67,1,16,x^16 + x^15 + 44,2^6 * 3 * 5 * 11 * 17 * 449 * 937 * 1153 * 2417 * 2593 * 10753 * 28097
67,1,17,x^17 + x^16 + 21,2 * 3 * 11 * 239 * 443 * 647 * 11070911 * 220718351121029
67,1,18,x^18 + 2*x^17 + 46,2^3 * 3^3 * 7^2 * 11 * 17 * 19 * 31 * 37 * 4423 * 128674369 * 30152894311
67,1,19,x^19 + x^18 + 21,2 * 3 * 11 * 751410597400064602523400427092397
67,1,20,x^20 + 2*x^19 + 12,2^4 * 3 * 5^2 * 11 * 17 * 421 * 449 * 761 * 26881 * 47161 * 1064941 * 76244081
67,1,21,x^21 + x^20 + 6,2 * 3^2 * 7^3 * 11 * 31 * 43 * 175897 * 522061 * 511067593 * 52399044853
67,1,22,x^22 + x^21 + 18,2^3 * 3 * 11^2 * 17 * 23 * 89 * 1890149702927663 * 78088320271718681
67,1,23,x^23 + 2*x^22 + 55,2 * 3 * 11 * 95052547721497 * 159298895525201570753486381
67,1,24,x^24 + x^23 + x + 57,2^5 * 3^2 * 5 * 7^2 * 11 * 13 * 17 * 31 * 449 * 937 * 1489 * 4423 * 10753 * 1549741 * 272711657089
67,1,25,x^25 + x^24 + 4,2 * 3 * 11 * 761 * 26881 * 64951 * 51157605951627299966057589688751
67,1,26,x^26 + x^25 + 31,2^3 * 3 * 11 * 17 * 79 * 157 * 2029 * 5279 * 126867415853933 * 3973575555985282729
67,1,27,x^27 + 2*x^26 + 16,2 * 3^4 * 7^2 * 11 * 31 * 30152894311 * 246731837952260027807871804675919
67,1,28,x^28 + x^27 + 6*x + 20,2^4 * 3 * 5 * 11 * 17 * 29 * 211 * 449 * 1429 * 4201 * 10193 * 175897 * 522061 * 624541 * 3118080052837
67,1,29,x^29 + 2*x^28 + 23,2 * 3 * 11 * 349 * 24071 * 51760361 * 3149985004300850031208705061057592899
67,1,30,x^30 + x^29 + 7,2^3 * 3^2 * 7^2 * 11 * 17 * 31 * 181 * 421 * 761 * 1021 * 1171 * 4423 * 26881 * 47161 * 296731 * 7673431 * 334569511
67,1,31,x^31 + x^30 + 49,2 * 3 * 11 * 683 * 46811 * 579949 * 4557772677741827 * 72755170215253680964233323
67,1,32,x^32 + x^31 + 2*x + 20,2^7 * 3 * 5 * 11 * 17 * 97 * 193 * 353 * 449 * 937 * 1153 * 2417 * 2593 * 10753 * 28097 * 52273153 * 238662619118369
67,1,33,x^33 + x^32 + 16,2 * 3^2 * 7^2 * 11^2 * 31 * 89 * 1890149702927663 * 25881410068524979 * 126467431119400579891
67,1,34,x^34 + x^33 + 34,2^3 * 3 * 11 * 17^2 * 239 * 443 * 613 * 647 * 92821 * 11070911 * 220718351121029 * 167960475074147217881
