p,e,n,poly,factorization
1733,1,2,x^2 + x + 3,2^3 * 3 * 17^2 * 433
1733,1,3,x^3 + x^2 + 2,2^2 * 7^3 * 433 * 8761
1733,1,4,x^4 + x^3 + 3,2^4 * 3 * 5 * 17^2 * 37 * 433 * 8117
1733,1,5,x^5 + x^4 + 21,2^2 * 433 * 3181 * 2837143201
1733,1,6,x^6 + x^5 + 98,2^3 * 3^2 * 7^3 * 13 * 17^2 * 433 * 8761 * 76963
1733,1,7,x^7 + x^6 + 2,2^2 * 433 * 97861 * 426301 * 649704763
1733,1,8,x^8 + x^7 + 41,2^5 * 3 * 5 * 17^2 * 37 * 433 * 8117 * 389569 * 11576569
1733,1,9,x^9 + x^8 + 5,2^2 * 7^3 * 19 * 433 * 8761 * 1425731599919606653
1733,1,10,x^10 + x^9 + 11,2^3 * 3 * 11 * 17^2 * 433 * 3181 * 2837143201 * 819503919931
1733,1,11,x^11 + x^10 + 80,2^2 * 23 * 433 * 10629393040554354343714474792481
1733,1,12,x^12 + x^11 + 51,2^4 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 433 * 8117 * 8761 * 76963 * 9019741814233
1733,1,13,x^13 + x^12 + 12,2^2 * 433 * 2858623 * 5516904838667 * 46556577975970020401
1733,1,14,x^14 + x^13 + 48,2^3 * 3 * 17^2 * 29 * 433 * 97861 * 426301 * 13770233 * 649704763 * 67795607881
1733,1,15,x^15 + x^14 + 38,2^2 * 7^3 * 31 * 61 * 433 * 541 * 2521 * 3181 * 8761 * 2837143201 * 31526531076206191
1733,1,16,x^16 + x^15 + 87,2^6 * 3 * 5 * 17^2 * 37 * 433 * 1697 * 8117 * 389569 * 11576569 * 660681937 * 36281416156289
1733,1,17,x^17 + x^16 + 20,2^2 * 433 * 3673 * 1803045764845857993008980726642371995387984401177
1733,1,18,x^18 + x^17 + 12,2^3 * 3^3 * 7^3 * 13 * 17^2 * 19 * 199 * 433 * 8761 * 13411 * 76963 * 544501 * 6213799 * 1425731599919606653
1733,1,19,x^19 + x^18 + 142,2^2 * 433 * 416637701 * 443681462856060617 * 107595709479502456815507396551659
1733,1,20,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 17^2 * 37 * 433 * 3181 * 8117 * 210461 * 581041 * 2837143201 * 819503919931 * 133057679316721
1733,1,21,x^21 + x^20 + 32,2^2 * 7^4 * 43 * 379 * 433 * 8761 * 97861 * 162289 * 426301 * 1096831 * 649704763 * 1057756561 * 34143799186729
1733,1,22,x^22 + x^21 + 30,2^3 * 3 * 17^2 * 23 * 67 * 433 * 3644687472357272974540875362231 * 10629393040554354343714474792481
1733,1,23,x^23 + x^22 + 3,2^2 * 139 * 433 * 1289 * 1709515021 * 585704304739613288652232598972044696141150138212506983853
1733,1,24,x^24 + x^23 + 106,2^5 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 313 * 433 * 8117 * 8761 * 76963 * 389569 * 1318033 * 11576569 * 9019741814233 * 197204981026870249
1733,2,2,x^4 + x^3 + 3,2^4 * 3 * 5 * 17^2 * 37 * 433 * 8117
1733,2,3,x^6 + x^5 + 98,2^3 * 3^2 * 7^3 * 13 * 17^2 * 433 * 8761 * 76963
1733,2,4,x^8 + x^7 + 41,2^5 * 3 * 5 * 17^2 * 37 * 433 * 8117 * 389569 * 11576569
1733,2,5,x^10 + x^9 + 11,2^3 * 3 * 11 * 17^2 * 433 * 3181 * 2837143201 * 819503919931
1733,2,6,x^12 + x^11 + 51,2^4 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 433 * 8117 * 8761 * 76963 * 9019741814233
1733,2,7,x^14 + x^13 + 48,2^3 * 3 * 17^2 * 29 * 433 * 97861 * 426301 * 13770233 * 649704763 * 67795607881
1733,2,8,x^16 + x^15 + 87,2^6 * 3 * 5 * 17^2 * 37 * 433 * 1697 * 8117 * 389569 * 11576569 * 660681937 * 36281416156289
1733,2,9,x^18 + x^17 + 12,2^3 * 3^3 * 7^3 * 13 * 17^2 * 19 * 199 * 433 * 8761 * 13411 * 76963 * 544501 * 6213799 * 1425731599919606653
1733,2,10,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 17^2 * 37 * 433 * 3181 * 8117 * 210461 * 581041 * 2837143201 * 819503919931 * 133057679316721
1733,2,11,x^22 + x^21 + 30,2^3 * 3 * 17^2 * 23 * 67 * 433 * 3644687472357272974540875362231 * 10629393040554354343714474792481
1733,2,12,x^24 + x^23 + 106,2^5 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 313 * 433 * 8117 * 8761 * 76963 * 389569 * 1318033 * 11576569 * 9019741814233 * 197204981026870249
1733,3,2,x^6 + x^5 + 98,2^3 * 3^2 * 7^3 * 13 * 17^2 * 433 * 8761 * 76963
1733,3,3,x^9 + x^8 + 5,2^2 * 7^3 * 19 * 433 * 8761 * 1425731599919606653
1733,3,4,x^12 + x^11 + 51,2^4 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 433 * 8117 * 8761 * 76963 * 9019741814233
1733,3,5,x^15 + x^14 + 38,2^2 * 7^3 * 31 * 61 * 433 * 541 * 2521 * 3181 * 8761 * 2837143201 * 31526531076206191
1733,3,6,x^18 + x^17 + 12,2^3 * 3^3 * 7^3 * 13 * 17^2 * 19 * 199 * 433 * 8761 * 13411 * 76963 * 544501 * 6213799 * 1425731599919606653
1733,3,7,x^21 + x^20 + 32,2^2 * 7^4 * 43 * 379 * 433 * 8761 * 97861 * 162289 * 426301 * 1096831 * 649704763 * 1057756561 * 34143799186729
1733,3,8,x^24 + x^23 + 106,2^5 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 313 * 433 * 8117 * 8761 * 76963 * 389569 * 1318033 * 11576569 * 9019741814233 * 197204981026870249
1733,4,2,x^8 + x^7 + 41,2^5 * 3 * 5 * 17^2 * 37 * 433 * 8117 * 389569 * 11576569
1733,4,3,x^12 + x^11 + 51,2^4 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 433 * 8117 * 8761 * 76963 * 9019741814233
1733,4,4,x^16 + x^15 + 87,2^6 * 3 * 5 * 17^2 * 37 * 433 * 1697 * 8117 * 389569 * 11576569 * 660681937 * 36281416156289
1733,4,5,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 17^2 * 37 * 433 * 3181 * 8117 * 210461 * 581041 * 2837143201 * 819503919931 * 133057679316721
1733,4,6,x^24 + x^23 + 106,2^5 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 313 * 433 * 8117 * 8761 * 76963 * 389569 * 1318033 * 11576569 * 9019741814233 * 197204981026870249
1733,5,2,x^10 + x^9 + 11,2^3 * 3 * 11 * 17^2 * 433 * 3181 * 2837143201 * 819503919931
1733,5,3,x^15 + x^14 + 38,2^2 * 7^3 * 31 * 61 * 433 * 541 * 2521 * 3181 * 8761 * 2837143201 * 31526531076206191
1733,5,4,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 17^2 * 37 * 433 * 3181 * 8117 * 210461 * 581041 * 2837143201 * 819503919931 * 133057679316721
1733,6,2,x^12 + x^11 + 51,2^4 * 3^2 * 5 * 7^3 * 13 * 17^2 * 37 * 433 * 8117 * 8761 * 76963 * 9019741814233
