p,r,n,poly,factorization
5281,1,2,x^2 + x + 23,2^6 * 3 * 5 * 11 * 19 * 139
5281,1,3,x^3 + x^2 + 28,2^5 * 3^2 * 5 * 11 * 13 * 715237
5281,1,4,x^4 + x^3 + 17,2^7 * 3 * 5 * 11 * 19 * 139 * 13944481
5281,1,5,x^5 + x^4 + 58,2^5 * 3 * 5^2 * 11 * 155588291031361
5281,1,6,x^6 + x^5 + 89,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 37 * 139 * 199 * 541 * 715237
5281,1,7,x^7 + x^6 + 61,2^5 * 3 * 5 * 11 * 43 * 6833 * 73841306733571973
5281,1,8,x^8 + x^7 + 107,2^8 * 3 * 5 * 11 * 19 * 139 * 337 * 27961 * 13944481 * 41271673
5281,1,9,x^9 + x^8 + 42,2^5 * 3^3 * 5 * 11 * 13 * 715237 * 39469336723 * 183195972667
5281,1,10,x^10 + x^9 + 63,2^6 * 3 * 5^2 * 11 * 19 * 139 * 311 * 33331 * 75019421 * 155588291031361
5281,1,11,x^11 + x^10 + 31,2^5 * 3 * 5 * 11^2 * 256922557 * 171630269801 * 34790054881216493
5281,1,12,x^12 + x^11 + 7,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 37 * 139 * 199 * 541 * 715237 * 13944481 * 777794117770561
5281,1,13,x^13 + x^12 + 136,2^5 * 3 * 5 * 11 * 79 * 70201 * 2511601 * 33787434563730803877313306217707
5281,1,14,x^14 + x^13 + 181,2^6 * 3 * 5 * 11 * 19 * 43 * 113 * 139 * 6833 * 73841306733571973 * 191927113637967827057
5281,1,15,x^15 + x^14 + 19,2^5 * 3^2 * 5^2 * 11 * 13 * 4051 * 19801 * 72931 * 715237 * 181150171 * 570751171 * 155588291031361
5281,1,16,x^16 + x^15 + 83,2^9 * 3 * 5 * 11 * 17 * 19 * 139 * 337 * 5153 * 27961 * 13944481 * 41271673 * 821422853057 * 4203620478353
5281,1,17,x^17 + x^16 + 87,2^5 * 3 * 5 * 11 * 617028556864774261 * 414132285644419318829 * 1432506401080825283713
5281,1,18,x^18 + x^17 + 115,2^6 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 139 * 199 * 541 * 715237 * 39469336723 * 51047259607 * 183195972667 * 424937024263
5281,1,19,x^19 + x^18 + 63,2^5 * 3 * 5 * 11 * 1976500069682507 * 508186893997473316343 * 10163726390321244245406979456399
5281,1,20,x^20 + x^19 + 19,2^7 * 3 * 5^2 * 11 * 19 * 41 * 139 * 311 * 6661 * 33331 * 13944481 * 75019421 * 24027536081 * 92192755565941 * 155588291031361
5281,1,21,x^21 + x^20 + 17,2^5 * 3^2 * 5 * 11 * 13 * 43 * 421 * 1597 * 6833 * 45823 * 715237 * 40036063957 * 73841306733571973 * 381408054222887072086483
5281,2,2,x^4 + x^3 + 17,2^7 * 3 * 5 * 11 * 19 * 139 * 13944481
5281,2,3,x^6 + x^5 + 89,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 37 * 139 * 199 * 541 * 715237
5281,2,4,x^8 + x^7 + 107,2^8 * 3 * 5 * 11 * 19 * 139 * 337 * 27961 * 13944481 * 41271673
5281,2,5,x^10 + x^9 + 63,2^6 * 3 * 5^2 * 11 * 19 * 139 * 311 * 33331 * 75019421 * 155588291031361
5281,2,6,x^12 + x^11 + 7,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 37 * 139 * 199 * 541 * 715237 * 13944481 * 777794117770561
5281,2,7,x^14 + x^13 + 181,2^6 * 3 * 5 * 11 * 19 * 43 * 113 * 139 * 6833 * 73841306733571973 * 191927113637967827057
5281,2,8,x^16 + x^15 + 83,2^9 * 3 * 5 * 11 * 17 * 19 * 139 * 337 * 5153 * 27961 * 13944481 * 41271673 * 821422853057 * 4203620478353
