p,n,poly,factorization
1753,2,x^2 + x + 14,2^4 * 3 * 73 * 877
1753,3,x^3 + x^2 + 15,2^3 * 3^2 * 73 * 1024921
1753,4,x^4 + x^3 + 15,2^5 * 3 * 5 * 73 * 877 * 307301
1753,5,x^5 + x^4 + 7,2^3 * 3 * 11 * 73 * 101 * 3821 * 2225791
1753,6,x^6 + x^5 + 39,2^4 * 3^2 * 7 * 73 * 541 * 811 * 877 * 1024921
1753,7,x^7 + x^6 + 15,2^3 * 3 * 73 * 29036168689106697343
1753,8,x^8 + x^7 + 7,2^6 * 3 * 5 * 17 * 73 * 313 * 877 * 307301 * 887369321
1753,9,x^9 + x^8 + 14,2^3 * 3^3 * 19 * 73 * 1024921 * 1763929 * 288626059819
1753,10,x^10 + x^9 + 14,2^4 * 3 * 11 * 41 * 73 * 101 * 151 * 691 * 877 * 1361 * 1621 * 3821 * 2225791
1753,11,x^11 + x^10 + 28,2^3 * 3 * 73 * 1453 * 188712801059683453561634349791
1753,12,x^12 + x^11 + 21,2^5 * 3^2 * 5 * 7 * 13 * 37 * 73 * 541 * 811 * 877 * 1237 * 307301 * 1024921 * 15871309
1753,13,x^13 + x^12 + 67,2^3 * 3 * 73 * 424451 * 1985195336356986308882569130663711
1753,14,x^14 + x^13 + 45,2^4 * 3 * 29 * 73 * 877 * 186668707 * 5357649599 * 29036168689106697343
1753,15,x^15 + x^14 + 86,2^3 * 3^2 * 11 * 73 * 101 * 3821 * 1024921 * 2225791 * 89126635952432578626382561
1753,16,x^16 + x^15 + 119,2^7 * 3 * 5 * 17 * 73 * 313 * 877 * 307301 * 887369321 * 44588753651715539427437281
1753,17,x^17 + x^16 + 255,2^3 * 3 * 73 * 43759 * 181840695170759803468537390390287647666016029759
1753,18,x^18 + x^17 + 110,2^4 * 3^3 * 7 * 19 * 73 * 163 * 541 * 811 * 877 * 1024921 * 1763929 * 288626059819 * 178034386394127331
1753,19,x^19 + x^18 + 154,2^3 * 3 * 73 * 6637600212682337417 * 3683928673084614131285234734570721981699
1753,20,x^20 + x^19 + 90,2^5 * 3 * 5^2 * 11 * 41 * 73 * 101 * 151 * 691 * 877 * 1361 * 1621 * 3821 * 250501 * 307301 * 2225791 * 71199299231408684681
1753,21,x^21 + x^20 + 15,2^3 * 3^2 * 73 * 25747 * 1024921 * 3813811 * 1113996714349 * 7694235397465933 * 29036168689106697343
1753,22,x^22 + x^21 + 120,2^4 * 3 * 23 * 73 * 877 * 1453 * 188712801059683453561634349791 * 11908132325972672194236672756719
1753,23,x^23 + x^22 + 157,2^3 * 3 * 47 * 73 * 515333448347 * 9533750421547979251173051503676560866161575896639132979507
1753,24,x^24 + x^23 + 117,2^6 * 3^2 * 5 * 7 * 13 * 17 * 37 * 73 * 193 * 313 * 409 * 541 * 811 * 877 * 1237 * 307301 * 1024921 * 15871309 * 887369321 * 1129730130400466643913
