p,n,poly,factorization
5813,2,x^2 + x + 2,2^3 * 3^2 * 17 * 19 * 1453
5813,3,x^3 + x^2 + 5,2^2 * 523 * 1453 * 64621
5813,4,x^4 + x^3 + 33,2^4 * 3^2 * 5 * 17 * 19 * 41 * 73 * 1129 * 1453
5813,5,x^5 + x^4 + 2,2^2 * 11 * 31 * 1453 * 45841 * 73057961
5813,6,x^6 + x^5 + 8,2^3 * 3^3 * 7^3 * 17 * 19 * 523 * 1453 * 32833 * 64621
5813,7,x^7 + x^6 + 19,2^2 * 1453 * 24851 * 1124408377 * 1381047809
5813,8,x^8 + x^7 + 5,2^5 * 3^2 * 5 * 17 * 19 * 41 * 73 * 233 * 1129 * 1453 * 2450278081457
5813,9,x^9 + x^8 + 19,2^2 * 307 * 523 * 1453 * 64621 * 13723687 * 9157833806923
5813,10,x^10 + x^9 + 23,2^3 * 3^2 * 11 * 17 * 19 * 31 * 1453 * 45841 * 17623091 * 64780531 * 73057961
5813,11,x^11 + x^10 + 32,2^2 * 1453 * 44063394110628855434045037526066576903
5813,12,x^12 + x^11 + 34,2^4 * 3^3 * 5 * 7^3 * 13 * 17 * 19 * 41 * 73 * 523 * 1129 * 1453 * 32833 * 64621 * 87833042474461
5813,13,x^13 + x^12 + 45,2^2 * 53 * 79 * 1453 * 4103513542441 * 86660214746292160315397616263
5813,14,x^14 + x^13 + 12,2^3 * 3^2 * 17 * 19 * 29 * 43 * 1453 * 24851 * 1124408377 * 1381047809 * 30935759285222213171
5813,15,x^15 + x^14 + 7,2^2 * 11 * 31 * 523 * 1453 * 45841 * 64621 * 73057961 * 128804850279601 * 10120352723512321
5813,16,x^16 + x^15 + 8,2^6 * 3^2 * 5 * 17 * 19 * 41 * 73 * 233 * 401 * 1129 * 1453 * 1489 * 118897 * 122849 * 2450278081457 * 74746523000833
5813,17,x^17 + x^16 + 45,2^2 * 137 * 1453 * 8807 * 1409065952612416023892184451421188223367865115896693679
5813,18,x^18 + x^17 + 74,2^3 * 3^4 * 7^3 * 17 * 19 * 37 * 307 * 523 * 757 * 1453 * 32833 * 64621 * 13723687 * 9157833806923 * 459180122368115719
5813,19,x^19 + x^18 + 19,2^2 * 1453 * 145258594530515210837 * 395492901319410887760296571397457622130529770979
5813,20,x^20 + x^19 + 22,2^4 * 3^2 * 5^2 * 11 * 17 * 19 * 31 * 41 * 73 * 1129 * 1453 * 45841 * 12630481 * 17623091 * 64780531 * 73057961 * 20644894913941682927981
5813,21,x^21 + x^20 + 43,2^2 * 523 * 1453 * 24851 * 64621 * 87697 * 7287043 * 11893477 * 1124408377 * 1381047809 * 195832267193603153271781687
