p,r,n,poly,factorization
7691,1,2,x^2 + x + 8,2^3 * 3 * 5 * 641 * 769
7691,1,3,x^3 + x^2 + 3,2 * 5 * 229 * 769 * 258337
7691,1,4,x^4 + x^3 + 22,2^4 * 3 * 5 * 13 * 641 * 769 * 2275057
7691,1,5,x^5 + x^4 + 19,2 * 5^2 * 401 * 769 * 169991 * 10267091
7691,1,6,x^6 + x^5 + 13,2^3 * 3^2 * 5 * 7 * 43 * 229 * 641 * 769 * 65497 * 258337
7691,1,7,x^7 + x^6 + 4,2 * 5 * 769 * 36107 * 216119 * 26525830145809
7691,1,8,x^8 + x^7 + 38,2^5 * 3 * 5 * 13 * 89 * 641 * 769 * 1321 * 2275057 * 14880188249
7691,1,9,x^9 + x^8 + 16,2 * 5 * 229 * 769 * 258337 * 206964981088737591858013
7691,1,10,x^10 + x^9 + 10,2^3 * 3 * 5^2 * 11 * 401 * 631 * 641 * 769 * 2161 * 169991 * 10267091 * 233237281
7691,1,11,x^11 + x^10 + 3,2 * 5 * 23 * 769 * 991 * 4524862211 * 7022273429634083491331407
7691,1,12,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 43 * 229 * 641 * 769 * 3697 * 65497 * 258337 * 932917 * 1014469 * 2275057
7691,1,13,x^13 + x^12 + 43,2 * 5 * 769 * 201709 * 1100009 * 8853901210181 * 21806904473437927629553
7691,1,14,x^14 + x^13 + 68,2^3 * 3 * 5 * 29 * 71 * 113 * 641 * 769 * 36107 * 216119 * 26525830145809 * 889417384349650913
7691,1,15,x^15 + x^14 + 21,2 * 5^2 * 229 * 401 * 769 * 169991 * 258337 * 851971 * 10267091 * 634269660121 * 22652037368371
7691,1,16,x^16 + x^15 + 8,2^6 * 3 * 5 * 13 * 17 * 89 * 641 * 769 * 1321 * 2275057 * 13001761 * 14880188249 * 27693726272267161159553
7691,1,17,x^17 + x^16 + 9,2 * 5 * 769 * 355625678379649 * 421491034334605836275260406942557048872663938593
7691,1,18,x^18 + x^17 + 523,2^3 * 3^3 * 5 * 7 * 19 * 43 * 163 * 229 * 641 * 769 * 65497 * 258337 * 22275856322013531781 * 206964981088737591858013
7691,1,19,x^19 + x^18 + 67,2 * 5 * 769 * 2927 * 3029174927499880493307132635231319685707883500525576546695119959467
7691,1,20,x^20 + x^19 + 106,2^4 * 3 * 5^2 * 11 * 13 * 401 * 461 * 631 * 641 * 769 * 2161 * 169991 * 427421 * 2275057 * 10267091 * 233237281 * 62130622088618836633081
7691,2,2,x^4 + x^3 + 22,2^4 * 3 * 5 * 13 * 641 * 769 * 2275057
7691,2,3,x^6 + x^5 + 13,2^3 * 3^2 * 5 * 7 * 43 * 229 * 641 * 769 * 65497 * 258337
7691,2,4,x^8 + x^7 + 38,2^5 * 3 * 5 * 13 * 89 * 641 * 769 * 1321 * 2275057 * 14880188249
7691,2,5,x^10 + x^9 + 10,2^3 * 3 * 5^2 * 11 * 401 * 631 * 641 * 769 * 2161 * 169991 * 10267091 * 233237281
7691,2,6,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 43 * 229 * 641 * 769 * 3697 * 65497 * 258337 * 932917 * 1014469 * 2275057
7691,2,7,x^14 + x^13 + 68,2^3 * 3 * 5 * 29 * 71 * 113 * 641 * 769 * 36107 * 216119 * 26525830145809 * 889417384349650913
7691,2,8,x^16 + x^15 + 8,2^6 * 3 * 5 * 13 * 17 * 89 * 641 * 769 * 1321 * 2275057 * 13001761 * 14880188249 * 27693726272267161159553
7691,2,9,x^18 + x^17 + 523,2^3 * 3^3 * 5 * 7 * 19 * 43 * 163 * 229 * 641 * 769 * 65497 * 258337 * 22275856322013531781 * 206964981088737591858013
7691,2,10,x^20 + x^19 + 106,2^4 * 3 * 5^2 * 11 * 13 * 401 * 461 * 631 * 641 * 769 * 2161 * 169991 * 427421 * 2275057 * 10267091 * 233237281 * 62130622088618836633081
7691,3,2,x^6 + x^5 + 13,2^3 * 3^2 * 5 * 7 * 43 * 229 * 641 * 769 * 65497 * 258337
7691,3,3,x^9 + x^8 + 16,2 * 5 * 229 * 769 * 258337 * 206964981088737591858013
7691,3,4,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 43 * 229 * 641 * 769 * 3697 * 65497 * 258337 * 932917 * 1014469 * 2275057
7691,3,5,x^15 + x^14 + 21,2 * 5^2 * 229 * 401 * 769 * 169991 * 258337 * 851971 * 10267091 * 634269660121 * 22652037368371
7691,3,6,x^18 + x^17 + 523,2^3 * 3^3 * 5 * 7 * 19 * 43 * 163 * 229 * 641 * 769 * 65497 * 258337 * 22275856322013531781 * 206964981088737591858013
7691,4,2,x^8 + x^7 + 38,2^5 * 3 * 5 * 13 * 89 * 641 * 769 * 1321 * 2275057 * 14880188249
7691,4,3,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 43 * 229 * 641 * 769 * 3697 * 65497 * 258337 * 932917 * 1014469 * 2275057
7691,4,4,x^16 + x^15 + 8,2^6 * 3 * 5 * 13 * 17 * 89 * 641 * 769 * 1321 * 2275057 * 13001761 * 14880188249 * 27693726272267161159553
7691,4,5,x^20 + x^19 + 106,2^4 * 3 * 5^2 * 11 * 13 * 401 * 461 * 631 * 641 * 769 * 2161 * 169991 * 427421 * 2275057 * 10267091 * 233237281 * 62130622088618836633081
7691,5,2,x^10 + x^9 + 10,2^3 * 3 * 5^2 * 11 * 401 * 631 * 641 * 769 * 2161 * 169991 * 10267091 * 233237281
7691,5,3,x^15 + x^14 + 21,2 * 5^2 * 229 * 401 * 769 * 169991 * 258337 * 851971 * 10267091 * 634269660121 * 22652037368371
7691,5,4,x^20 + x^19 + 106,2^4 * 3 * 5^2 * 11 * 13 * 401 * 461 * 631 * 641 * 769 * 2161 * 169991 * 427421 * 2275057 * 10267091 * 233237281 * 62130622088618836633081
7691,6,2,x^12 + x^11 + 52,2^4 * 3^2 * 5 * 7 * 13 * 43 * 229 * 641 * 769 * 3697 * 65497 * 258337 * 932917 * 1014469 * 2275057
7691,6,3,x^18 + x^17 + 523,2^3 * 3^3 * 5 * 7 * 19 * 43 * 163 * 229 * 641 * 769 * 65497 * 258337 * 22275856322013531781 * 206964981088737591858013
7691,7,2,x^14 + x^13 + 68,2^3 * 3 * 5 * 29 * 71 * 113 * 641 * 769 * 36107 * 216119 * 26525830145809 * 889417384349650913
7691,8,2,x^16 + x^15 + 8,2^6 * 3 * 5 * 13 * 17 * 89 * 641 * 769 * 1321 * 2275057 * 13001761 * 14880188249 * 27693726272267161159553
7691,9,2,x^18 + x^17 + 523,2^3 * 3^3 * 5 * 7 * 19 * 43 * 163 * 229 * 641 * 769 * 65497 * 258337 * 22275856322013531781 * 206964981088737591858013
7691,10,2,x^20 + x^19 + 106,2^4 * 3 * 5^2 * 11 * 13 * 401 * 461 * 631 * 641 * 769 * 2161 * 169991 * 427421 * 2275057 * 10267091 * 233237281 * 62130622088618836633081
