p,e,n,poly,factorization
1669,1,2,x^2 + x + 13,2^3 * 3 * 5 * 139 * 167
1669,1,3,x^3 + x^2 + 6,2^2 * 3^2 * 139 * 929077
1669,1,4,x^4 + x^3 + 7,2^4 * 3 * 5 * 13 * 139 * 167 * 107137
1669,1,5,x^5 + x^4 + 7,2^2 * 3 * 139 * 151 * 51417231611
1669,1,6,x^6 + x^5 + 21,2^3 * 3^2 * 5 * 7 * 31 * 139 * 167 * 12829 * 929077
1669,1,7,x^7 + x^6 + 18,2^2 * 3 * 29 * 43 * 139 * 17343304812060053
1669,1,8,x^8 + x^7 + 31,2^5 * 3 * 5 * 13 * 73 * 139 * 167 * 617 * 1777 * 48473 * 107137
1669,1,9,x^9 + x^8 + 7,2^2 * 3^3 * 19 * 139 * 8101 * 48907 * 929077 * 957091609
1669,1,10,x^10 + x^9 + 32,2^3 * 3 * 5^2 * 11 * 139 * 151 * 167 * 51417231611 * 140994613951
1669,1,11,x^11 + x^10 + 32,2^2 * 3 * 23 * 89 * 139 * 81979603691994124639683717833
1669,1,12,x^12 + x^11 + 250,2^4 * 3^2 * 5 * 7 * 13 * 31 * 139 * 167 * 12829 * 107137 * 929077 * 7759347299161
1669,1,13,x^13 + x^12 + 6,2^2 * 3 * 79 * 139 * 157 * 37688563691141160155178570365843527
1669,1,14,x^14 + x^13 + 33,2^3 * 3 * 5 * 29 * 43 * 139 * 167 * 197 * 13259 * 23087 * 358206437 * 17343304812060053
1669,1,15,x^15 + x^14 + 13,2^2 * 3^2 * 61 * 139 * 151 * 211231 * 929077 * 51417231611 * 4669849809020869531
1669,1,16,x^16 + x^15 + 32,2^6 * 3 * 5 * 13 * 17^2 * 73 * 139 * 167 * 617 * 1777 * 48473 * 107137 * 104165248680380259303889
1669,1,17,x^17 + x^16 + 184,2^2 * 3 * 139 * 8804947 * 158322592753227169 * 2601908606569285639285704587
1669,1,18,x^18 + x^17 + 6,2^3 * 3^3 * 5 * 7 * 19 * 31 * 37^2 * 109 * 139 * 167 * 1657 * 8101 * 12829 * 48907 * 929077 * 957091609 * 87414920209
1669,1,19,x^19 + x^18 + 51,2^2 * 3 * 139 * 117497 * 85989925464891522576631484760409689065834314232609543
1669,1,20,x^20 + x^19 + 2,2^4 * 3 * 5^2 * 11 * 13 * 139 * 151 * 167 * 541 * 107137 * 28622981 * 51417231611 * 140994613951 * 3888108808544801
