p,n,poly,factorization
1657,2,x^2 + x + 21,2^4 * 3^2 * 23 * 829
1657,3,x^3 + x^2 + 11,2^3 * 3^3 * 23 * 915769
1657,4,x^4 + x^3 + 11,2^5 * 3^2 * 5^2 * 23 * 89 * 617 * 829
1657,5,x^5 + x^4 + 74,2^3 * 3^2 * 23 * 7543140718901
1657,6,x^6 + x^5 + 22,2^4 * 3^3 * 7 * 23 * 829 * 391999 * 915769
1657,7,x^7 + x^6 + 42,2^3 * 3^2 * 23 * 1289 * 21211 * 757500920933
1657,8,x^8 + x^7 + 42,2^6 * 3^2 * 5^2 * 17 * 23 * 73 * 89 * 241 * 617 * 761 * 829 * 16561
1657,9,x^9 + x^8 + 37,2^3 * 3^4 * 19 * 23 * 915769 * 26292601 * 13811048299
1657,10,x^10 + x^9 + 15,2^4 * 3^2 * 11 * 23 * 829 * 9931 * 68967161 * 7543140718901
1657,11,x^11 + x^10 + 37,2^3 * 3^2 * 23 * 4802793293 * 32508233061683681669599
1657,12,x^12 + x^11 + 60,2^5 * 3^3 * 5^2 * 7 * 13 * 23 * 37 * 89 * 617 * 829 * 391999 * 915769 * 15672735313
1657,13,x^13 + x^12 + 11,2^3 * 3^2 * 23 * 599 * 715657875092377095479249874846422699
1657,14,x^14 + x^13 + 73,2^4 * 3^2 * 23 * 29 * 829 * 1289 * 21211 * 757500920933 * 713304616570680317
1657,15,x^15 + x^14 + 90,2^3 * 3^3 * 23 * 31 * 915769 * 7543140718901 * 1832129626933790640351871
1657,16,x^16 + x^15 + 221,2^7 * 3^2 * 5^2 * 17 * 23 * 73 * 89 * 97 * 241 * 593 * 617 * 761 * 829 * 16561 * 493996240808031452081
1657,17,x^17 + x^16 + 101,2^3 * 3^2 * 23 * 103 * 6427 * 13499 * 361638940924225164561922698666105890732479
1657,18,x^18 + x^17 + 157,2^4 * 3^4 * 7 * 19 * 23 * 829 * 1801 * 391999 * 915769 * 19936981 * 26292601 * 576450397 * 13811048299
1657,19,x^19 + x^18 + 15,2^3 * 3^2 * 23 * 10831 * 430579 * 1902593141625490420978556401679724775057900022743
1657,20,x^20 + x^19 + 41,2^5 * 3^2 * 5^3 * 11 * 23 * 89 * 101 * 617 * 829 * 9931 * 10477981 * 68967161 * 7543140718901 * 10740164283601021
1657,21,x^21 + x^20 + 21,2^3 * 3^3 * 23 * 43 * 211 * 1289 * 21211 * 25873 * 621769 * 915769 * 3076921 * 757500920933 * 953377316395833169
1657,22,x^22 + x^21 + 90,2^4 * 3^2 * 23 * 829 * 859 * 4802793293 * 32508233061683681669599 * 181538984844770520401069516827
1657,23,x^23 + x^22 + 99,2^3 * 3^2 * 23^2 * 47 * 61877344471500262250449421222066796727895378190401620308682944867047
1657,24,x^24 + x^23 + 283,2^6 * 3^3 * 5^2 * 7 * 13 * 17 * 23 * 37 * 73 * 89 * 241 * 617 * 761 * 829 * 1009 * 4129 * 16561 * 391999 * 915769 * 30306817 * 15672735313 * 450094485073
