p,n,poly,factorization
1913,2,x^2 + x + 5,2^4 * 3 * 11 * 29 * 239
1913,3,x^3 + x^2 + 3,2^3 * 7 * 37 * 67 * 211 * 239
1913,4,x^4 + x^3 + 21,2^5 * 3 * 5 * 11 * 29 * 239 * 293 * 1249
1913,5,x^5 + x^4 + 10,2^3 * 101 * 239 * 132667818641
1913,6,x^6 + x^5 + 11,2^4 * 3^2 * 7 * 11 * 29 * 37 * 67 * 211 * 239 * 241 * 5059
1913,7,x^7 + x^6 + 5,2^3 * 43 * 127 * 239 * 8979346397366563
1913,8,x^8 + x^7 + 87,2^6 * 3 * 5 * 11 * 17^2 * 29 * 41 * 239 * 293 * 1249 * 565129769
1913,9,x^9 + x^8 + 20,2^3 * 7 * 37 * 67 * 211 * 239 * 3313 * 6967 * 2123354827117
1913,10,x^10 + x^9 + 11,2^4 * 3 * 11 * 29 * 101 * 239 * 3461 * 3867508861 * 132667818641
1913,11,x^11 + x^10 + 5,2^3 * 23 * 239 * 28552815979082912639458134370661
1913,12,x^12 + x^11 + 111,2^5 * 3^2 * 5 * 7 * 11 * 13 * 29 * 37 * 67 * 211 * 239 * 241 * 293 * 1249 * 5059 * 1030187815861
1913,13,x^13 + x^12 + 6,2^3 * 239 * 2403293005054398937076590802836226619421
1913,14,x^14 + x^13 + 27,2^4 * 3 * 11 * 29 * 43 * 127 * 239 * 617 * 1009 * 78684017531729 * 8979346397366563
1913,15,x^15 + x^14 + 19,2^3 * 7 * 37 * 61 * 67 * 101 * 211 * 239 * 185971 * 520684231 * 30348916561 * 132667818641
1913,16,x^16 + x^15 + 44,2^7 * 3 * 5 * 11 * 17^2 * 29 * 41 * 97 * 239 * 293 * 1249 * 565129769 * 924523660806207329478913
1913,17,x^17 + x^16 + 21,2^3 * 239 * 6198411779288397517831 * 5192615652823309244004032310631
1913,18,x^18 + x^17 + 378,2^4 * 3^3 * 7 * 11 * 19 * 29 * 37 * 67 * 211 * 239 * 241 * 3313 * 5059 * 6967 * 16111 * 1683037 * 31710187 * 2123354827117
1913,19,x^19 + x^18 + 3,2^3 * 239 * 2735013977 * 5366477451644553240581797 * 8025048828679960005776567
1913,20,x^20 + x^19 + 70,2^5 * 3 * 5^2 * 11 * 29 * 101 * 239 * 293 * 1249 * 3461 * 221621 * 3867508861 * 132667818641 * 161859698481497769241
1913,21,x^21 + x^20 + 11,2^3 * 7^2 * 37 * 43 * 67 * 127 * 211 * 239 * 421 * 13448947219 * 8979346397366563 * 60573704317585928188480153
1913,22,x^22 + x^21 + 75,2^4 * 3 * 11^2 * 23 * 29 * 89 * 239 * 193264237 * 3467277078433041899279 * 28552815979082912639458134370661
1913,23,x^23 + x^22 + 19,2^3 * 139 * 239 * 1657 * 388793 * 1377129196811 * 233870225510749918061 * 54695431958943567112919759507
1913,24,x^24 + x^23 + 158,2^6 * 3^2 * 5 * 7 * 11 * 13 * 17^2 * 29 * 37 * 41 * 67 * 211 * 239 * 241 * 293 * 1153 * 1249 * 5059 * 565129769 * 1030187815861 * 155557320205022401971937
