p,n,poly,factorization
7247,2,x^2 + x + 5,2^5 * 3 * 151 * 3623
7247,3,x^3 + x^2 + 6,2 * 7 * 3623 * 7503751
7247,4,x^4 + x^3 + 47,2^6 * 3 * 5 * 113 * 151 * 3623 * 46477
7247,5,x^5 + x^4 + 2,2 * 11 * 71 * 251 * 3623 * 14072401631
7247,6,x^6 + x^5 + 23,2^5 * 3^2 * 7 * 19 * 151 * 3623 * 921259 * 7503751
7247,7,x^7 + x^6 + 19,2 * 127 * 3623 * 18397 * 5343983 * 11603625461
7247,8,x^8 + x^7 + 37,2^7 * 3 * 5 * 113 * 151 * 3623 * 46477 * 1379123153171041
7247,9,x^9 + x^8 + 6,2 * 7 * 541 * 3623 * 7503751 * 267764071326020544133
7247,10,x^10 + x^9 + 23,2^5 * 3 * 11 * 41 * 71 * 131 * 151 * 251 * 401 * 701 * 3623 * 1826651 * 14072401631
7247,11,x^11 + x^10 + 24,2 * 23 * 353 * 3623 * 49219817990594782386427356157683223
7247,12,x^12 + x^11 + 56,2^6 * 3^2 * 5 * 7 * 13 * 19 * 113 * 151 * 181 * 1237 * 3623 * 4153 * 46477 * 228181 * 921259 * 7503751
7247,13,x^13 + x^12 + 8,2 * 313 * 3623 * 67052462184761715775513581223142689346410537
7247,14,x^14 + x^13 + 66,2^5 * 3 * 127 * 151 * 281 * 3623 * 18397 * 5343983 * 11603625461 * 515446179124128831503
7247,15,x^15 + x^14 + 62,2 * 7 * 11 * 71 * 251 * 3623 * 7503751 * 14072401631 * 1310045202001 * 5806572835657196401
7247,16,x^16 + x^15 + 7,2^8 * 3 * 5 * 17 * 113 * 151 * 3623 * 27953 * 46477 * 326665792081 * 24505021662001 * 1379123153171041
7247,17,x^17 + x^16 + 4,2 * 137 * 3623 * 422543616975603747831225331954418280959404083991340009735993
7247,18,x^18 + x^17 + 21,2^5 * 3^3 * 7 * 19 * 151 * 541 * 3623 * 921259 * 1041841 * 7503751 * 69776299 * 664230691 * 267764071326020544133
7247,19,x^19 + x^18 + 8,2 * 191 * 2699 * 3623 * 970490465103093176922847 * 6076886299945567592465971559582503071379
7247,20,x^20 + x^19 + 34,2^6 * 3 * 5^2 * 11 * 41 * 71 * 113 * 131 * 151 * 251 * 401 * 521 * 701 * 3623 * 46477 * 1826651 * 14072401631 * 2920507693508396589855023461
