p,r,n,poly,factorization
3413,1,2,x^2 + x + 8,2^3 * 3 * 569 * 853
3413,1,3,x^3 + x^2 + 2,2^2 * 7 * 853 * 1664569
3413,1,4,x^4 + x^3 + 34,2^4 * 3 * 5 * 17 * 569 * 853 * 68521
3413,1,5,x^5 + x^4 + 12,2^2 * 11 * 41^2 * 61 * 71 * 853 * 1694821
3413,1,6,x^6 + x^5 + 3,2^3 * 3^2 * 7 * 19 * 569 * 853 * 204301 * 1664569
3413,1,7,x^7 + x^6 + 2,2^2 * 29 * 43 * 853 * 210064583 * 6035673043
3413,1,8,x^8 + x^7 + 59,2^5 * 3 * 5 * 17 * 569 * 853 * 68521 * 67844579873881
3413,1,9,x^9 + x^8 + 13,2^2 * 7 * 37 * 73 * 853 * 14149 * 14779 * 1664569 * 2798480917
3413,1,10,x^10 + x^9 + 8,2^3 * 3 * 11 * 41^2 * 61 * 71 * 569 * 853 * 1694821 * 135649414826921
3413,1,11,x^11 + x^10 + 21,2^2 * 23 * 683 * 853 * 4973 * 13487 * 234653 * 867724143030449189
3413,1,12,x^12 + x^11 + 12,2^4 * 3^2 * 5 * 7 * 13 * 17 * 19 * 181 * 569 * 853 * 68521 * 204301 * 1664569 * 57666446281
3413,1,13,x^13 + x^12 + 12,2^2 * 853 * 2887 * 554087 * 2787409 * 560450527719744947924419301
3413,1,14,x^14 + x^13 + 198,2^3 * 3 * 29 * 43 * 127 * 569 * 853 * 210064583 * 6035673043 * 12441902113551278131
3413,1,15,x^15 + x^14 + 27,2^2 * 7 * 11 * 41^2 * 61 * 71 * 853 * 1664569 * 1694821 * 1598998411 * 11511051800839961011
3413,1,16,x^16 + x^15 + 74,2^6 * 3 * 5 * 17 * 97 * 569 * 853 * 3457 * 68521 * 76956038129 * 356735636321 * 67844579873881
3413,1,17,x^17 + x^16 + 27,2^2 * 103 * 239 * 853 * 110603783981 * 42615733659941611759 * 2922353829036848674627
