p,r,n,poly,factorization
5563,1,2,x^2 + x + 2,2^3 * 3^3 * 13 * 103 * 107
5563,1,3,x^3 + x^2 + 25,2 * 3^4 * 103 * 10317511
5563,1,4,x^4 + x^3 + 35,2^4 * 3^3 * 5 * 13 * 17 * 103 * 107 * 182041
5563,1,5,x^5 + x^4 + 17,2 * 3^3 * 71 * 103 * 131 * 22381 * 4601561
5563,1,6,x^6 + x^5 + 12,2^3 * 3^4 * 7 * 13 * 103 * 107 * 181 * 24421 * 10317511
5563,1,7,x^7 + x^6 + 4,2 * 3^3 * 29 * 43 * 103 * 50500129 * 470731752611
5563,1,8,x^8 + x^7 + 14,2^5 * 3^3 * 5 * 13 * 17 * 103 * 107 * 1033 * 182041 * 463559966257
5563,1,9,x^9 + x^8 + 10,2 * 3^5 * 103 * 1279 * 4987 * 10317511 * 1548899331157603
5563,1,10,x^10 + x^9 + 26,2^3 * 3^3 * 11^2 * 13 * 71 * 103 * 107 * 131 * 331 * 12911 * 22381 * 1851761 * 4601561
5563,1,11,x^11 + x^10 + 61,2 * 3^3 * 89 * 103 * 5743 * 585718079 * 94831194841386596018141
5563,1,12,x^12 + x^11 + 84,2^4 * 3^4 * 5 * 7 * 13 * 17 * 103 * 107 * 181 * 6529 * 24421 * 89533 * 182041 * 1638349 * 10317511
5563,1,13,x^13 + x^12 + 62,2 * 3^3 * 103 * 878591090068834983686817596966630803599223321
5563,1,14,x^14 + x^13 + 2,2^3 * 3^3 * 13 * 29 * 43 * 103 * 107 * 1640017 * 50500129 * 470731752611 * 18068743318000411
5563,1,15,x^15 + x^14 + 117,2 * 3^4 * 31 * 61 * 71 * 103 * 131 * 22381 * 4601561 * 10317511 * 484956601170586589941554331
5563,1,16,x^16 + x^15 + 14,2^6 * 3^3 * 5 * 13 * 17 * 103 * 107 * 1033 * 182041 * 246209 * 135598753 * 463559966257 * 13736714243362193
5563,1,17,x^17 + x^16 + 17,2 * 3^3 * 103 * 13397 * 33083 * 3390719 * 559910732589365773614169870107122730214808569
