p,n,poly,factorization
6047,2,x^2 + x + 26,2^6 * 3^3 * 7 * 3023
6047,3,x^3 + x^2 + 2,2 * 3023 * 36572257
6047,4,x^4 + x^3 + 15,2^7 * 3^3 * 5 * 7 * 3023 * 3656621
6047,5,x^5 + x^4 + 11,2 * 31 * 3023 * 5821 * 21031 * 352381
6047,6,x^6 + x^5 + 29,2^6 * 3^4 * 7 * 3023 * 12186721 * 36572257
6047,7,x^7 + x^6 + 25,2 * 883 * 2129 * 3023 * 26012091462464171
6047,8,x^8 + x^7 + 20,2^8 * 3^3 * 5 * 7 * 97 * 3023 * 266801 * 3656621 * 25832753
6047,9,x^9 + x^8 + 47,2 * 19 * 37 * 3023 * 3457 * 11503 * 36572257 * 1748936281681
6047,10,x^10 + x^9 + 68,2^6 * 3^3 * 7 * 11^2 * 31 * 3023 * 5821 * 21031 * 324791 * 352381 * 34017211
6047,11,x^11 + x^10 + 8,2 * 3023 * 369491 * 176956959442130613403011173283707
6047,12,x^12 + x^11 + 26,2^7 * 3^4 * 5 * 7 * 13 * 3023 * 9949 * 3656621 * 12186721 * 36572257 * 10338013129
6047,13,x^13 + x^12 + 7,2 * 911 * 3023 * 39521 * 66405667581396859627771171042058033551
6047,14,x^14 + x^13 + 40,2^6 * 3^3 * 7^2 * 43 * 883 * 2129 * 3023 * 26012091462464171 * 162405787662985385443
6047,15,x^15 + x^14 + 14,2 * 31 * 3023 * 5821 * 21031 * 352381 * 36572257 * 1787507707446739841122116950401
6047,16,x^16 + x^15 + 124,2^9 * 3^3 * 5 * 7 * 17 * 97 * 193 * 3023 * 266801 * 3656621 * 7238897 * 25832753 * 37636664316560164033
6047,17,x^17 + x^16 + 4,2 * 3023 * 14059115488611912744503 * 227380556470390692478245543905813261447
6047,18,x^18 + x^17 + 38,2^6 * 3^5 * 7 * 19 * 37 * 307 * 757 * 3023 * 3457 * 11503 * 12186721 * 36572257 * 1748936281681 * 70126845236617231
6047,19,x^19 + x^18 + 3,2 * 3023 * 16307438538505488594489127337 * 7168124013211889412828118434392023266041
6047,20,x^20 + x^19 + 19,2^7 * 3^3 * 5^2 * 7 * 11^2 * 31 * 41 * 61 * 181 * 761 * 3023 * 5821 * 21031 * 324791 * 352381 * 3656621 * 34017211 * 14386441921 * 72147188621
6047,21,x^21 + x^20 + 92,2 * 883 * 2129 * 3023 * 36572257 * 369258667 * 26012091462464171 * 6472575126207955616413488227115431107
