p,n,poly,factorization
6073,2,x^2 + x + 10,2^4 * 3 * 11 * 23 * 3037
6073,3,x^3 + x^2 + 10,2^3 * 3^2 * 7 * 11 * 23 * 139 * 12637
6073,4,x^4 + x^3 + 19,2^5 * 3 * 5 * 11 * 17 * 23 * 29 * 3037 * 7481
6073,5,x^5 + x^4 + 10,2^3 * 3 * 11 * 23 * 61 * 1909811 * 11677891
6073,6,x^6 + x^5 + 26,2^4 * 3^2 * 7 * 11 * 19 * 23 * 139 * 151 * 3037 * 12637 * 12853
6073,7,x^7 + x^6 + 38,2^3 * 3 * 11 * 23 * 239 * 2591 * 81026278242304207
6073,8,x^8 + x^7 + 39,2^6 * 3 * 5 * 11 * 17 * 23 * 29 * 3037 * 7481 * 23369 * 29103351209
6073,9,x^9 + x^8 + 74,2^3 * 3^3 * 7 * 11 * 23 * 139 * 937 * 12637 * 11684269 * 1527415854373
6073,10,x^10 + x^9 + 19,2^4 * 3 * 11 * 23 * 61 * 191 * 3037 * 1909811 * 11677891 * 7120463274191
6073,11,x^11 + x^10 + 38,2^3 * 3 * 11^2 * 23 * 199 * 3925100671823 * 7943424422055923083889
6073,12,x^12 + x^11 + 193,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 19 * 23 * 29 * 139 * 151 * 157 * 673 * 997 * 3037 * 7481 * 12637 * 12853 * 993253
6073,13,x^13 + x^12 + 67,2^3 * 3 * 11 * 23 * 280099 * 1910331582415162583 * 4704251994340686405593
6073,14,x^14 + x^13 + 133,2^4 * 3 * 11 * 23 * 239 * 281 * 2591 * 3037 * 16927 * 270271 * 39017767601 * 81026278242304207
6073,15,x^15 + x^14 + 39,2^3 * 3^2 * 7 * 11 * 23 * 31 * 61 * 139 * 1321 * 12637 * 21751 * 1909811 * 11677891 * 2076878023687942552081
6073,16,x^16 + x^15 + 59,2^7 * 3 * 5 * 11 * 17 * 23 * 29 * 2161 * 3037 * 7481 * 13217 * 23369 * 29103351209 * 32389824618269508307793
6073,17,x^17 + x^16 + 10,2^3 * 3 * 11 * 23 * 1711153 * 80408084080272840349 * 24884874742081054574018995803588053
6073,18,x^18 + x^17 + 45,2^4 * 3^3 * 7 * 11 * 19 * 23 * 139 * 151 * 937 * 1747 * 3037 * 9613 * 12637 * 12853 * 51481 * 11684269 * 58025763703 * 1527415854373
6073,19,x^19 + x^18 + 39,2^3 * 3 * 11 * 23 * 4418900065929682250746040969 * 28576984443556240831585274637632083550627
6073,20,x^20 + x^19 + 70,2^5 * 3 * 5^2 * 11 * 17 * 23 * 29 * 41 * 61 * 191 * 3037 * 7481 * 1909811 * 11677891 * 7120463274191 * 9025522976629010378422736101
6073,21,x^21 + x^20 + 212,2^3 * 3^2 * 7^2 * 11 * 23 * 43 * 139 * 239 * 1429 * 2591 * 12637 * 114442811323 * 81026278242304207 * 51118795607927994291096069907
