p,r,n,poly,factorization
6247,1,2,x^2 + x + 5,2^4 * 3^2 * 11 * 71 * 347
6247,1,3,x^3 + x^2 + 7,2 * 3^3 * 347 * 13010419
6247,1,4,x^4 + x^3 + 5,2^5 * 3^2 * 5 * 11 * 29 * 37 * 71 * 347 * 3637
6247,1,5,x^5 + x^4 + 7,2 * 3^2 * 31 * 347 * 521 * 811 * 5861 * 19841
6247,1,6,x^6 + x^5 + 54,2^4 * 3^3 * 7 * 11 * 71 * 347 * 5574109 * 13010419
6247,1,7,x^7 + x^6 + 16,2 * 3^2 * 347 * 8191 * 3569231 * 2033232202457
6247,1,8,x^8 + x^7 + 5,2^6 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 17767824713
6247,1,9,x^9 + x^8 + 18,2 * 3^4 * 163 * 347 * 13010419 * 121540264336493143777
6247,1,10,x^10 + x^9 + 10,2^4 * 3^2 * 11 * 31 * 71 * 347 * 521 * 761 * 811 * 5861 * 19841 * 2000929799261
6247,1,11,x^11 + x^10 + 23,2 * 3^2 * 347 * 90528345969838835242895532042530900537
6247,1,12,x^12 + x^11 + 10,2^5 * 3^3 * 5 * 7 * 11 * 13 * 29 * 37 * 71 * 347 * 3637 * 5574109 * 13010419 * 117150099109621
6247,1,13,x^13 + x^12 + 16,2 * 3^2 * 53 * 347 * 269231 * 7287047 * 550423771 * 59367665579 * 1039747630429
6247,1,14,x^14 + x^13 + 237,2^4 * 3^2 * 11 * 71 * 347 * 911 * 8191 * 121507 * 375341 * 3569231 * 1430256199 * 2033232202457
6247,1,15,x^15 + x^14 + 87,2 * 3^3 * 31 * 61 * 347 * 521 * 811 * 5861 * 19841 * 13010419 * 38016548633740444151945741941
6247,1,16,x^16 + x^15 + 5,2^7 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 158881 * 5606369 * 17767824713 * 1301932320567423329
6247,1,17,x^17 + x^16 + 2,2 * 3^2 * 347 * 5380388319447471194829368029953187046868274921192989549135041
6247,1,18,x^18 + x^17 + 445,2^4 * 3^4 * 7 * 11 * 19 * 71 * 109 * 127 * 163 * 347 * 3673 * 5574109 * 13010419 * 61521127681627 * 121540264336493143777
6247,1,19,x^19 + x^18 + 4,2 * 3^2 * 347 * 2053 * 4681259560547 * 3634856640257483 * 6010597894123452765331226704335651589
6247,1,20,x^20 + x^19 + 73,2^5 * 3^2 * 5^2 * 11 * 29 * 31 * 37 * 71 * 347 * 521 * 761 * 811 * 1381 * 3637 * 5861 * 19841 * 838441 * 165834421 * 2000929799261 * 2415801059741
6247,1,21,x^21 + x^20 + 23,2 * 3^3 * 347 * 8191 * 9829 * 3569231 * 13010419 * 2033232202457 * 359318195708247016936925364684121500609661
6247,2,2,x^4 + x^3 + 5,2^5 * 3^2 * 5 * 11 * 29 * 37 * 71 * 347 * 3637
6247,2,3,x^6 + x^5 + 54,2^4 * 3^3 * 7 * 11 * 71 * 347 * 5574109 * 13010419
6247,2,4,x^8 + x^7 + 5,2^6 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 17767824713
6247,2,5,x^10 + x^9 + 10,2^4 * 3^2 * 11 * 31 * 71 * 347 * 521 * 761 * 811 * 5861 * 19841 * 2000929799261
6247,2,6,x^12 + x^11 + 10,2^5 * 3^3 * 5 * 7 * 11 * 13 * 29 * 37 * 71 * 347 * 3637 * 5574109 * 13010419 * 117150099109621
6247,2,7,x^14 + x^13 + 237,2^4 * 3^2 * 11 * 71 * 347 * 911 * 8191 * 121507 * 375341 * 3569231 * 1430256199 * 2033232202457
6247,2,8,x^16 + x^15 + 5,2^7 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 158881 * 5606369 * 17767824713 * 1301932320567423329
6247,2,9,x^18 + x^17 + 445,2^4 * 3^4 * 7 * 11 * 19 * 71 * 109 * 127 * 163 * 347 * 3673 * 5574109 * 13010419 * 61521127681627 * 121540264336493143777
6247,2,10,x^20 + x^19 + 73,2^5 * 3^2 * 5^2 * 11 * 29 * 31 * 37 * 71 * 347 * 521 * 761 * 811 * 1381 * 3637 * 5861 * 19841 * 838441 * 165834421 * 2000929799261 * 2415801059741
6247,3,2,x^6 + x^5 + 54,2^4 * 3^3 * 7 * 11 * 71 * 347 * 5574109 * 13010419
6247,3,3,x^9 + x^8 + 18,2 * 3^4 * 163 * 347 * 13010419 * 121540264336493143777
6247,3,4,x^12 + x^11 + 10,2^5 * 3^3 * 5 * 7 * 11 * 13 * 29 * 37 * 71 * 347 * 3637 * 5574109 * 13010419 * 117150099109621
6247,3,5,x^15 + x^14 + 87,2 * 3^3 * 31 * 61 * 347 * 521 * 811 * 5861 * 19841 * 13010419 * 38016548633740444151945741941
6247,3,6,x^18 + x^17 + 445,2^4 * 3^4 * 7 * 11 * 19 * 71 * 109 * 127 * 163 * 347 * 3673 * 5574109 * 13010419 * 61521127681627 * 121540264336493143777
6247,3,7,x^21 + x^20 + 23,2 * 3^3 * 347 * 8191 * 9829 * 3569231 * 13010419 * 2033232202457 * 359318195708247016936925364684121500609661
6247,4,2,x^8 + x^7 + 5,2^6 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 17767824713
6247,4,3,x^12 + x^11 + 10,2^5 * 3^3 * 5 * 7 * 11 * 13 * 29 * 37 * 71 * 347 * 3637 * 5574109 * 13010419 * 117150099109621
6247,4,4,x^16 + x^15 + 5,2^7 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 158881 * 5606369 * 17767824713 * 1301932320567423329
6247,4,5,x^20 + x^19 + 73,2^5 * 3^2 * 5^2 * 11 * 29 * 31 * 37 * 71 * 347 * 521 * 761 * 811 * 1381 * 3637 * 5861 * 19841 * 838441 * 165834421 * 2000929799261 * 2415801059741
6247,5,2,x^10 + x^9 + 10,2^4 * 3^2 * 11 * 31 * 71 * 347 * 521 * 761 * 811 * 5861 * 19841 * 2000929799261
6247,5,3,x^15 + x^14 + 87,2 * 3^3 * 31 * 61 * 347 * 521 * 811 * 5861 * 19841 * 13010419 * 38016548633740444151945741941
6247,5,4,x^20 + x^19 + 73,2^5 * 3^2 * 5^2 * 11 * 29 * 31 * 37 * 71 * 347 * 521 * 761 * 811 * 1381 * 3637 * 5861 * 19841 * 838441 * 165834421 * 2000929799261 * 2415801059741
6247,6,2,x^12 + x^11 + 10,2^5 * 3^3 * 5 * 7 * 11 * 13 * 29 * 37 * 71 * 347 * 3637 * 5574109 * 13010419 * 117150099109621
6247,6,3,x^18 + x^17 + 445,2^4 * 3^4 * 7 * 11 * 19 * 71 * 109 * 127 * 163 * 347 * 3673 * 5574109 * 13010419 * 61521127681627 * 121540264336493143777
6247,7,2,x^14 + x^13 + 237,2^4 * 3^2 * 11 * 71 * 347 * 911 * 8191 * 121507 * 375341 * 3569231 * 1430256199 * 2033232202457
6247,7,3,x^21 + x^20 + 23,2 * 3^3 * 347 * 8191 * 9829 * 3569231 * 13010419 * 2033232202457 * 359318195708247016936925364684121500609661
6247,8,2,x^16 + x^15 + 5,2^7 * 3^2 * 5 * 11 * 17 * 29 * 37 * 71 * 347 * 2521 * 3637 * 158881 * 5606369 * 17767824713 * 1301932320567423329
6247,9,2,x^18 + x^17 + 445,2^4 * 3^4 * 7 * 11 * 19 * 71 * 109 * 127 * 163 * 347 * 3673 * 5574109 * 13010419 * 61521127681627 * 121540264336493143777
6247,10,2,x^20 + x^19 + 73,2^5 * 3^2 * 5^2 * 11 * 29 * 31 * 37 * 71 * 347 * 521 * 761 * 811 * 1381 * 3637 * 5861 * 19841 * 838441 * 165834421 * 2000929799261 * 2415801059741
