p,r,n,poly,factorization
3929,1,2,x^2 + x + 3,2^4 * 3 * 5 * 131 * 491
3929,1,3,x^3 + x^2 + 15,2^3 * 7 * 13 * 491 * 169681
3929,1,4,x^4 + x^3 + 38,2^5 * 3 * 5 * 101 * 131 * 491 * 76421
3929,1,5,x^5 + x^4 + 30,2^3 * 191 * 491 * 5431 * 229787021
3929,1,6,x^6 + x^5 + 15,2^4 * 3^2 * 5 * 7 * 13 * 131 * 491 * 169681 * 5144371
3929,1,7,x^7 + x^6 + 42,2^3 * 43 * 491 * 1877 * 45590042217214601
3929,1,8,x^8 + x^7 + 96,2^6 * 3 * 5 * 17 * 101 * 131 * 491 * 76421 * 7008889259873
3929,1,9,x^9 + x^8 + 11,2^3 * 7 * 13 * 37 * 491 * 169681 * 988489 * 100581615779527
3929,1,10,x^10 + x^9 + 31,2^4 * 3 * 5^2 * 11 * 31 * 131 * 191 * 491 * 2281 * 5431 * 61258721 * 229787021
3929,1,11,x^11 + x^10 + 6,2^3 * 463 * 491 * 381019 * 4970535889333218725285782183
3929,1,12,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 101 * 131 * 491 * 76421 * 169681 * 197257 * 5144371 * 1208079913
3929,1,13,x^13 + x^12 + 76,2^3 * 491 * 599 * 63783319424315595859 * 354291681798375635081
3929,1,14,x^14 + x^13 + 67,2^4 * 3 * 5 * 43 * 127 * 131 * 491 * 1877 * 17599 * 38782927 * 42427687 * 45590042217214601
3929,1,15,x^15 + x^14 + 48,2^3 * 7 * 13 * 61 * 191 * 491 * 5431 * 169681 * 229787021 * 752949811 * 1236089214997789111
3929,1,16,x^16 + x^15 + 310,2^7 * 3 * 5 * 17 * 101 * 131 * 491 * 76421 * 69312563009 * 7008889259873 * 409651242591522209
3929,1,17,x^17 + x^16 + 3,2^3 * 491 * 3323945843 * 970440854282980300069849572996389378074696038827
3929,1,18,x^18 + x^17 + 750,2^4 * 3^3 * 5 * 7 * 13 * 19 * 37 * 131 * 491 * 169681 * 988489 * 3357667 * 5144371 * 19221164469307 * 100581615779527
3929,1,19,x^19 + x^18 + 46,2^3 * 491 * 1103 * 4523 * 9981250796136909764596837370057273282569392028383226709599
3929,1,20,x^20 + x^19 + 127,2^5 * 3 * 5^2 * 11 * 31 * 101 * 131 * 191 * 491 * 2281 * 5431 * 76421 * 61258721 * 143043581 * 229787021 * 396997551739136926901
3929,1,21,x^21 + x^20 + 75,2^3 * 7^2 * 13 * 43 * 491 * 1877 * 51283 * 97231 * 169681 * 91167133 * 215404309 * 19738079615446963 * 45590042217214601
3929,1,22,x^22 + x^21 + 115,2^4 * 3 * 5 * 23 * 67^2 * 131 * 463 * 491 * 3301 * 381019 * 2571501611414029471758659563 * 4970535889333218725285782183
3929,2,2,x^4 + x^3 + 38,2^5 * 3 * 5 * 101 * 131 * 491 * 76421
3929,2,3,x^6 + x^5 + 15,2^4 * 3^2 * 5 * 7 * 13 * 131 * 491 * 169681 * 5144371
3929,2,4,x^8 + x^7 + 96,2^6 * 3 * 5 * 17 * 101 * 131 * 491 * 76421 * 7008889259873
3929,2,5,x^10 + x^9 + 31,2^4 * 3 * 5^2 * 11 * 31 * 131 * 191 * 491 * 2281 * 5431 * 61258721 * 229787021
3929,2,6,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 101 * 131 * 491 * 76421 * 169681 * 197257 * 5144371 * 1208079913
3929,2,7,x^14 + x^13 + 67,2^4 * 3 * 5 * 43 * 127 * 131 * 491 * 1877 * 17599 * 38782927 * 42427687 * 45590042217214601
3929,2,8,x^16 + x^15 + 310,2^7 * 3 * 5 * 17 * 101 * 131 * 491 * 76421 * 69312563009 * 7008889259873 * 409651242591522209
3929,2,9,x^18 + x^17 + 750,2^4 * 3^3 * 5 * 7 * 13 * 19 * 37 * 131 * 491 * 169681 * 988489 * 3357667 * 5144371 * 19221164469307 * 100581615779527
3929,2,10,x^20 + x^19 + 127,2^5 * 3 * 5^2 * 11 * 31 * 101 * 131 * 191 * 491 * 2281 * 5431 * 76421 * 61258721 * 143043581 * 229787021 * 396997551739136926901
3929,2,11,x^22 + x^21 + 115,2^4 * 3 * 5 * 23 * 67^2 * 131 * 463 * 491 * 3301 * 381019 * 2571501611414029471758659563 * 4970535889333218725285782183
3929,3,2,x^6 + x^5 + 15,2^4 * 3^2 * 5 * 7 * 13 * 131 * 491 * 169681 * 5144371
