p,r,n,poly,factorization
3203,1,2,x^2 + x + 7,2^3 * 3^2 * 89 * 1601
3203,1,3,x^3 + x^2 + 16,2 * 7^2 * 19 * 73 * 151 * 1601
3203,1,4,x^4 + x^3 + 19,2^4 * 3^2 * 5 * 13 * 53 * 89 * 1489 * 1601
3203,1,5,x^5 + x^4 + 29,2 * 1601 * 39901 * 44131 * 59791
3203,1,6,x^6 + x^5 + 13,2^3 * 3^3 * 7^2 * 19 * 73 * 89 * 151 * 1601 * 3418669
3203,1,7,x^7 + x^6 + 10,2 * 43 * 1601 * 585313 * 42916136449327
3203,1,8,x^8 + x^7 + 15,2^5 * 3^2 * 5 * 13 * 53 * 89 * 1489 * 1601 * 52625684652841
3203,1,9,x^9 + x^8 + 16,2 * 7^2 * 19 * 73 * 151 * 1601 * 299913787 * 3600353975311
3203,1,10,x^10 + x^9 + 112,2^3 * 3^2 * 11 * 89 * 431 * 761 * 1601 * 39901 * 44131 * 59791 * 29163361
3203,1,11,x^11 + x^10 + 4,2 * 23 * 463 * 1601 * 958177573 * 1330639927 * 8373164402087
3203,1,12,x^12 + x^11 + 23,2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 53 * 73 * 89 * 151 * 1489 * 1601 * 17449 * 3418669 * 6031942177
3203,1,13,x^13 + x^12 + 34,2 * 1601 * 563440390033 * 2070002638517293427231412614617
3203,1,14,x^14 + x^13 + 18,2^3 * 3^2 * 29 * 43 * 89 * 1601 * 585313 * 3783473 * 9838240305391 * 42916136449327
3203,1,15,x^15 + x^14 + 12,2 * 7^2 * 19 * 31 * 73 * 151 * 1601 * 39901 * 44131 * 59791 * 77101 * 473478361 * 9785838811171
3203,1,16,x^16 + x^15 + 52,2^6 * 3^2 * 5 * 13 * 17 * 53 * 89 * 1489 * 1601 * 323441 * 142549201 * 7066701286273 * 52625684652841
3203,1,17,x^17 + x^16 + 10,2 * 1601 * 6297617 * 19492627560229893944764831673790003626040182294993
3203,1,18,x^18 + x^17 + 61,2^3 * 3^4 * 7^2 * 19 * 37 * 73 * 89 * 127 * 151 * 199 * 1601 * 2971 * 11953 * 3418669 * 10838827 * 299913787 * 3600353975311
3203,1,19,x^19 + x^18 + 10,2 * 1597 * 1601 * 9377689406884651 * 84092980665937908881444625488084512595449939
3203,1,20,x^20 + x^19 + 17,2^4 * 3^2 * 5^2 * 11 * 13 * 41 * 53 * 89 * 431 * 761 * 1489 * 1601 * 2381 * 39901 * 44131 * 59791 * 374981 * 1886561 * 29163361 * 32082048821
3203,1,21,x^21 + x^20 + 10,2 * 7^3 * 19 * 43 * 73 * 151 * 1601 * 585313 * 5794227417049 * 42916136449327 * 28737836930730940997208932023
3203,1,22,x^22 + x^21 + 61,2^3 * 3^2 * 23 * 89 * 463 * 1601 * 958177573 * 1330639927 * 8373164402087 * 917375403718973 * 123847352215620499819
3203,2,2,x^4 + x^3 + 19,2^4 * 3^2 * 5 * 13 * 53 * 89 * 1489 * 1601
3203,2,3,x^6 + x^5 + 13,2^3 * 3^3 * 7^2 * 19 * 73 * 89 * 151 * 1601 * 3418669
3203,2,4,x^8 + x^7 + 15,2^5 * 3^2 * 5 * 13 * 53 * 89 * 1489 * 1601 * 52625684652841
3203,2,5,x^10 + x^9 + 112,2^3 * 3^2 * 11 * 89 * 431 * 761 * 1601 * 39901 * 44131 * 59791 * 29163361
3203,2,6,x^12 + x^11 + 23,2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 53 * 73 * 89 * 151 * 1489 * 1601 * 17449 * 3418669 * 6031942177
3203,2,7,x^14 + x^13 + 18,2^3 * 3^2 * 29 * 43 * 89 * 1601 * 585313 * 3783473 * 9838240305391 * 42916136449327
3203,2,8,x^16 + x^15 + 52,2^6 * 3^2 * 5 * 13 * 17 * 53 * 89 * 1489 * 1601 * 323441 * 142549201 * 7066701286273 * 52625684652841
3203,2,9,x^18 + x^17 + 61,2^3 * 3^4 * 7^2 * 19 * 37 * 73 * 89 * 127 * 151 * 199 * 1601 * 2971 * 11953 * 3418669 * 10838827 * 299913787 * 3600353975311
3203,2,10,x^20 + x^19 + 17,2^4 * 3^2 * 5^2 * 11 * 13 * 41 * 53 * 89 * 431 * 761 * 1489 * 1601 * 2381 * 39901 * 44131 * 59791 * 374981 * 1886561 * 29163361 * 32082048821
3203,2,11,x^22 + x^21 + 61,2^3 * 3^2 * 23 * 89 * 463 * 1601 * 958177573 * 1330639927 * 8373164402087 * 917375403718973 * 123847352215620499819
3203,3,2,x^6 + x^5 + 13,2^3 * 3^3 * 7^2 * 19 * 73 * 89 * 151 * 1601 * 3418669
3203,3,3,x^9 + x^8 + 16,2 * 7^2 * 19 * 73 * 151 * 1601 * 299913787 * 3600353975311
3203,3,4,x^12 + x^11 + 23,2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 53 * 73 * 89 * 151 * 1489 * 1601 * 17449 * 3418669 * 6031942177
3203,3,5,x^15 + x^14 + 12,2 * 7^2 * 19 * 31 * 73 * 151 * 1601 * 39901 * 44131 * 59791 * 77101 * 473478361 * 9785838811171
3203,3,6,x^18 + x^17 + 61,2^3 * 3^4 * 7^2 * 19 * 37 * 73 * 89 * 127 * 151 * 199 * 1601 * 2971 * 11953 * 3418669 * 10838827 * 299913787 * 3600353975311
3203,3,7,x^21 + x^20 + 10,2 * 7^3 * 19 * 43 * 73 * 151 * 1601 * 585313 * 5794227417049 * 42916136449327 * 28737836930730940997208932023
3203,4,2,x^8 + x^7 + 15,2^5 * 3^2 * 5 * 13 * 53 * 89 * 1489 * 1601 * 52625684652841
3203,4,3,x^12 + x^11 + 23,2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 53 * 73 * 89 * 151 * 1489 * 1601 * 17449 * 3418669 * 6031942177
3203,4,4,x^16 + x^15 + 52,2^6 * 3^2 * 5 * 13 * 17 * 53 * 89 * 1489 * 1601 * 323441 * 142549201 * 7066701286273 * 52625684652841
3203,4,5,x^20 + x^19 + 17,2^4 * 3^2 * 5^2 * 11 * 13 * 41 * 53 * 89 * 431 * 761 * 1489 * 1601 * 2381 * 39901 * 44131 * 59791 * 374981 * 1886561 * 29163361 * 32082048821
3203,5,2,x^10 + x^9 + 112,2^3 * 3^2 * 11 * 89 * 431 * 761 * 1601 * 39901 * 44131 * 59791 * 29163361
3203,5,3,x^15 + x^14 + 12,2 * 7^2 * 19 * 31 * 73 * 151 * 1601 * 39901 * 44131 * 59791 * 77101 * 473478361 * 9785838811171
3203,5,4,x^20 + x^19 + 17,2^4 * 3^2 * 5^2 * 11 * 13 * 41 * 53 * 89 * 431 * 761 * 1489 * 1601 * 2381 * 39901 * 44131 * 59791 * 374981 * 1886561 * 29163361 * 32082048821
3203,6,2,x^12 + x^11 + 23,2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 53 * 73 * 89 * 151 * 1489 * 1601 * 17449 * 3418669 * 6031942177
3203,6,3,x^18 + x^17 + 61,2^3 * 3^4 * 7^2 * 19 * 37 * 73 * 89 * 127 * 151 * 199 * 1601 * 2971 * 11953 * 3418669 * 10838827 * 299913787 * 3600353975311
3203,7,2,x^14 + x^13 + 18,2^3 * 3^2 * 29 * 43 * 89 * 1601 * 585313 * 3783473 * 9838240305391 * 42916136449327
3203,7,3,x^21 + x^20 + 10,2 * 7^3 * 19 * 43 * 73 * 151 * 1601 * 585313 * 5794227417049 * 42916136449327 * 28737836930730940997208932023
3203,8,2,x^16 + x^15 + 52,2^6 * 3^2 * 5 * 13 * 17 * 53 * 89 * 1489 * 1601 * 323441 * 142549201 * 7066701286273 * 52625684652841
3203,9,2,x^18 + x^17 + 61,2^3 * 3^4 * 7^2 * 19 * 37 * 73 * 89 * 127 * 151 * 199 * 1601 * 2971 * 11953 * 3418669 * 10838827 * 299913787 * 3600353975311
3203,10,2,x^20 + x^19 + 17,2^4 * 3^2 * 5^2 * 11 * 13 * 41 * 53 * 89 * 431 * 761 * 1489 * 1601 * 2381 * 39901 * 44131 * 59791 * 374981 * 1886561 * 29163361 * 32082048821
3203,11,2,x^22 + x^21 + 61,2^3 * 3^2 * 23 * 89 * 463 * 1601 * 958177573 * 1330639927 * 8373164402087 * 917375403718973 * 123847352215620499819
