p,e,n,poly,factorization
1489,1,2,x^2 + x + 26,2^5 * 3 * 5 * 31 * 149
1489,1,3,x^3 + x^2 + 14,2^4 * 3^2 * 19 * 31 * 38923
1489,1,4,x^4 + x^3 + 26,2^6 * 3 * 5 * 31 * 149 * 1108561
1489,1,5,x^5 + x^4 + 21,2^4 * 3 * 11 * 31 * 1621 * 275863891
1489,1,6,x^6 + x^5 + 43,2^5 * 3^2 * 5 * 7^2 * 19 * 31 * 103 * 149 * 439 * 38923
1489,1,7,x^7 + x^6 + 39,2^4 * 3 * 31 * 10905860873027249431
1489,1,8,x^8 + x^7 + 28,2^7 * 3 * 5 * 31 * 149 * 1721 * 1108561 * 1428130601
1489,1,9,x^9 + x^8 + 28,2^4 * 3^3 * 19 * 31 * 37 * 577 * 38923 * 170164669554973
1489,1,10,x^10 + x^9 + 43,2^5 * 3 * 5^2 * 11 * 31 * 149 * 191 * 601 * 1621 * 8558731 * 275863891
1489,1,11,x^11 + x^10 + 109,2^4 * 3 * 31 * 67 * 923749949 * 866182716926966485597
1489,1,12,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 31 * 103 * 149 * 439 * 34693 * 38923 * 1108561 * 10899169
1489,1,13,x^13 + x^12 + 42,2^4 * 3 * 31 * 79 * 1249 * 176501417 * 430979407 * 15835577070012389
1489,1,14,x^14 + x^13 + 223,2^5 * 3 * 5 * 31 * 43 * 149 * 211 * 290711 * 4129184039 * 10905860873027249431
1489,1,15,x^15 + x^14 + 46,2^4 * 3^2 * 11 * 19 * 31 * 61 * 331 * 1621 * 38923 * 971821 * 275863891 * 1230613591551931
1489,1,16,x^16 + x^15 + 109,2^8 * 3 * 5 * 17 * 31 * 149 * 1721 * 2017 * 206177 * 332641 * 1108561 * 1428130601 * 5137558417
1489,1,17,x^17 + x^16 + 34,2^4 * 3 * 31 * 137 * 409 * 4424206521822517 * 2356826777235811403012248094221
1489,1,18,x^18 + x^17 + 43,2^5 * 3^3 * 5 * 7^2 * 19 * 31 * 37 * 103 * 149 * 307 * 439 * 577 * 38923 * 170164669554973 * 35500119167377099
1489,1,19,x^19 + x^18 + 65,2^4 * 3 * 31 * 1787 * 724889440777955962151415385542073950023957086212957593
1489,1,20,x^20 + x^19 + 213,2^6 * 3 * 5^2 * 11 * 31 * 149 * 191 * 601 * 1621 * 6101 * 15161 * 1108561 * 5904901 * 8558731 * 275863891 * 44240078881
1489,1,21,x^21 + x^20 + 138,2^4 * 3^2 * 19 * 31 * 38923 * 4691821 * 810027541 * 10905860873027249431 * 31232258222307647593201
1489,1,22,x^22 + x^21 + 107,2^5 * 3 * 5 * 23 * 31 * 67 * 149 * 199 * 397 * 61403 * 160183 * 923749949 * 2995559665809481 * 866182716926966485597
1489,1,23,x^23 + x^22 + 14,2^4 * 3 * 31 * 47 * 859189 * 157684335013002194757639079843944059392304958683813440437638917
1489,1,24,x^24 + x^23 + 344,2^7 * 3^2 * 5 * 7^2 * 13 * 19 * 31 * 103 * 149 * 193 * 439 * 1721 * 34693 * 38923 * 1108561 * 10899169 * 1428130601 * 20638276513 * 6066341377249
1489,1,25,x^25 + x^24 + 52,2^4 * 3 * 11 * 31 * 1621 * 275863891 * 42368002155783851 * 89179550007365101 * 759610034070676981816029640651
1489,2,2,x^4 + x^3 + 26,2^6 * 3 * 5 * 31 * 149 * 1108561
1489,2,3,x^6 + x^5 + 43,2^5 * 3^2 * 5 * 7^2 * 19 * 31 * 103 * 149 * 439 * 38923
1489,2,4,x^8 + x^7 + 28,2^7 * 3 * 5 * 31 * 149 * 1721 * 1108561 * 1428130601
1489,2,5,x^10 + x^9 + 43,2^5 * 3 * 5^2 * 11 * 31 * 149 * 191 * 601 * 1621 * 8558731 * 275863891
1489,2,6,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 31 * 103 * 149 * 439 * 34693 * 38923 * 1108561 * 10899169
1489,2,7,x^14 + x^13 + 223,2^5 * 3 * 5 * 31 * 43 * 149 * 211 * 290711 * 4129184039 * 10905860873027249431
