p,r,n,poly,factorization
9551,1,2,x^2 + x + 11,2^5 * 3 * 5^2 * 191 * 199
9551,1,3,x^3 + x^2 + 2,2 * 5^2 * 13 * 67 * 191 * 104743
9551,1,4,x^4 + x^3 + 23,2^6 * 3 * 5^2 * 191 * 199 * 1613 * 28277
9551,1,5,x^5 + x^4 + 2,2 * 5^3 * 11 * 191 * 151313669777191
9551,1,6,x^6 + x^5 + 11,2^5 * 3^2 * 5^2 * 7 * 13 * 67 * 191 * 199 * 661 * 6571 * 104743
9551,1,7,x^7 + x^6 + 3,2 * 5^2 * 71 * 191 * 35603 * 300326462663312989
9551,1,8,x^8 + x^7 + 29,2^7 * 3 * 5^2 * 191 * 199 * 449 * 1613 * 28277 * 9266570700449
9551,1,9,x^9 + x^8 + 13,2 * 5^2 * 13 * 67 * 191 * 104743 * 405073 * 997219 * 1879183668619
9551,1,10,x^10 + x^9 + 74,2^5 * 3 * 5^3 * 11 * 181 * 191 * 199 * 45969664766321 * 151313669777191
9551,1,11,x^11 + x^10 + 26,2 * 5^2 * 23 * 191 * 23189 * 5705488616609 * 2076018523933734248507
9551,1,12,x^12 + x^11 + 183,2^6 * 3^2 * 5^2 * 7 * 13 * 67 * 109 * 191 * 199 * 661 * 1381 * 1613 * 6571 * 20641 * 28277 * 104743 * 2678209
9551,1,13,x^13 + x^12 + 2,2 * 5^2 * 191 * 4457061803279489 * 129295365458234466681024166592417
9551,1,14,x^14 + x^13 + 97,2^5 * 3 * 5^2 * 71 * 191 * 199 * 35603 * 68531 * 300326462663312989 * 11075428368949727021
9551,1,15,x^15 + x^14 + 21,2 * 5^3 * 11 * 13 * 67 * 151 * 191 * 601 * 104743 * 151313669777191 * 762946118253114922846069951
9551,1,16,x^16 + x^15 + 33,2^8 * 3 * 5^2 * 17 * 191 * 199 * 449 * 1613 * 2113 * 28277 * 9266570700449 * 963856424414174892108941681
9551,1,17,x^17 + x^16 + 14,2 * 5^2 * 191 * 443 * 1348478353 * 75542381628207829514711041 * 106264601130126668844756803
9551,1,18,x^18 + x^17 + 44,2^5 * 3^3 * 5^2 * 7 * 13 * 19 * 67 * 191 * 199 * 661 * 6571 * 104743 * 405073 * 997219 * 22432321 * 1879183668619 * 593668497059083
9551,1,19,x^19 + x^18 + 26,2 * 5^2 * 191 * 4593454521261443 * 1019199960463060544068541 * 93438501651580212403620965368663
9551,1,20,x^20 + x^19 + 17,2^6 * 3 * 5^3 * 11 * 41 * 101 * 181 * 191 * 199 * 1613 * 28277 * 45969664766321 * 151313669777191 * 16721896277148879541955106661
9551,2,2,x^4 + x^3 + 23,2^6 * 3 * 5^2 * 191 * 199 * 1613 * 28277
9551,2,3,x^6 + x^5 + 11,2^5 * 3^2 * 5^2 * 7 * 13 * 67 * 191 * 199 * 661 * 6571 * 104743
