p,e,n,poly,factorization
5641,1,2,x^2 + x + 28,2^4 * 3 * 5 * 7 * 13 * 31 * 47
5641,1,3,x^3 + x^2 + 61,2^3 * 3^2 * 5 * 47 * 10608841
5641,1,4,x^4 + x^3 + 61,2^5 * 3 * 5 * 7 * 13 * 31 * 47 * 53 * 89 * 3373
5641,1,5,x^5 + x^4 + 61,2^3 * 3 * 5^2 * 11 * 47 * 241 * 76404979331
5641,1,6,x^6 + x^5 + 73,2^4 * 3^2 * 5 * 7 * 13 * 31 * 47 * 10608841 * 31815241
5641,1,7,x^7 + x^6 + 73,2^3 * 3 * 5 * 47 * 71 * 491 * 34217 * 27016670336531
5641,1,8,x^8 + x^7 + 102,2^6 * 3 * 5 * 7 * 13 * 31 * 47 * 53 * 89 * 3373 * 506284233808081
5641,1,9,x^9 + x^8 + 14,2^3 * 3^3 * 5 * 19 * 47 * 13159 * 10608841 * 18308179 * 2346354919
5641,1,10,x^10 + x^9 + 28,2^4 * 3 * 5^2 * 7 * 11 * 13 * 31 * 47 * 241 * 4021 * 4201 * 59932261 * 76404979331
5641,1,11,x^11 + x^10 + 35,2^3 * 3 * 5 * 23 * 47 * 1223491699 * 1159602464876380851295370743
5641,1,12,x^12 + x^11 + 85,2^5 * 3^2 * 5 * 7 * 13 * 31 * 47 * 53 * 61 * 89 * 3229 * 3373 * 10608841 * 31815241 * 5140750249
5641,1,13,x^13 + x^12 + 166,2^3 * 3 * 5 * 47 * 3251 * 4993 * 63969308620798200284898435054911062031
5641,1,14,x^14 + x^13 + 194,2^4 * 3 * 5 * 7^2 * 13 * 31 * 43 * 47 * 71 * 491 * 34217 * 27016670336531 * 107026942943619229021
5641,1,15,x^15 + x^14 + 111,2^3 * 3^2 * 5^2 * 11 * 47 * 241 * 571 * 691 * 10608841 * 24420446191 * 76404979331 * 106390794395311
5641,1,16,x^16 + x^15 + 61,2^7 * 3 * 5 * 7 * 13 * 17 * 31 * 47 * 53 * 89 * 3373 * 55421119455761 * 506284233808081 * 544119871565953
