p,r,n,poly,factorization
1609,1,2,x^2 + x + 21,2^4 * 3 * 5 * 7 * 23 * 67
1609,1,3,x^3 + x^2 + 29,2^3 * 3^2 * 67 * 863497
1609,1,4,x^4 + x^3 + 34,2^5 * 3 * 5 * 7 * 23 * 67 * 349 * 3709
1609,1,5,x^5 + x^4 + 17,2^3 * 3 * 11 * 41 * 67 * 14870228231
1609,1,6,x^6 + x^5 + 46,2^4 * 3^2 * 5 * 7 * 13 * 23 * 67 * 199021 * 863497
1609,1,7,x^7 + x^6 + 43,2^3 * 3 * 67 * 17362260351137681071
1609,1,8,x^8 + x^7 + 29,2^6 * 3 * 5 * 7 * 23 * 67 * 349 * 3709 * 1817177 * 1844153
1609,1,9,x^9 + x^8 + 21,2^3 * 3^3 * 67 * 863497 * 5783823213451770457
1609,1,10,x^10 + x^9 + 21,2^4 * 3 * 5^2 * 7 * 11 * 23 * 41 * 67 * 14870228231 * 1339628381981
1609,1,11,x^11 + x^10 + 79,2^3 * 3 * 67 * 93523 * 19162727 * 64931389795252698631
1609,1,12,x^12 + x^11 + 63,2^5 * 3^2 * 5 * 7 * 13 * 23 * 67 * 73 * 349 * 3709 * 199021 * 863497 * 91812359497
1609,1,13,x^13 + x^12 + 17,2^3 * 3 * 67 * 157 * 313 * 1613 * 659117392420163 * 5766355319056879
1609,1,14,x^14 + x^13 + 76,2^4 * 3 * 5 * 7^2 * 23 * 67 * 197 * 421 * 29868957893783 * 17362260351137681071
1609,1,15,x^15 + x^14 + 7,2^3 * 3^2 * 11 * 31 * 41 * 67 * 6841 * 863497 * 14870228231 * 211688404163423435191
1609,1,16,x^16 + x^15 + 61,2^7 * 3 * 5 * 7 * 17 * 23 * 67 * 349 * 3709 * 1817177 * 1844153 * 1321202648917902658233233
1609,1,17,x^17 + x^16 + 92,2^3 * 3 * 67 * 103 * 903156451259 * 431267529726469 * 50329165665637380899617
1609,1,18,x^18 + x^17 + 53,2^4 * 3^3 * 5 * 7 * 13 * 19 * 23 * 67 * 199021 * 720253 * 863497 * 1267936744159 * 5783823213451770457
1609,1,19,x^19 + x^18 + 83,2^3 * 3 * 67 * 13757 * 379975028451206347262249383125634931965220382750903623
1609,1,20,x^20 + x^19 + 105,2^5 * 3 * 5^2 * 7 * 11 * 23 * 41 * 61 * 67 * 349 * 3709 * 609361 * 4641781 * 14870228231 * 260350878961 * 1339628381981
1609,1,21,x^21 + x^20 + 83,2^3 * 3^2 * 67 * 379 * 883 * 42337 * 863497 * 17362260351137681071 * 21236480118537225114213578449
1609,1,22,x^22 + x^21 + 43,2^4 * 3 * 5 * 7 * 23 * 67 * 20681 * 49633 * 54319 * 93523 * 19162727 * 2084475437754308303 * 64931389795252698631
1609,1,23,x^23 + x^22 + 56,2^3 * 3 * 67 * 139 * 9573506775829 * 109035193064047 * 241462906365653029705065940674500364252263
1609,1,24,x^24 + x^23 + 97,2^6 * 3^2 * 5 * 7 * 13 * 23 * 67 * 73 * 349 * 3709 * 199021 * 863497 * 1817177 * 1844153 * 616147513 * 91812359497 * 72906064076253097
1609,2,2,x^4 + x^3 + 34,2^5 * 3 * 5 * 7 * 23 * 67 * 349 * 3709
1609,2,3,x^6 + x^5 + 46,2^4 * 3^2 * 5 * 7 * 13 * 23 * 67 * 199021 * 863497
1609,2,4,x^8 + x^7 + 29,2^6 * 3 * 5 * 7 * 23 * 67 * 349 * 3709 * 1817177 * 1844153
1609,2,5,x^10 + x^9 + 21,2^4 * 3 * 5^2 * 7 * 11 * 23 * 41 * 67 * 14870228231 * 1339628381981
1609,2,6,x^12 + x^11 + 63,2^5 * 3^2 * 5 * 7 * 13 * 23 * 67 * 73 * 349 * 3709 * 199021 * 863497 * 91812359497
1609,2,7,x^14 + x^13 + 76,2^4 * 3 * 5 * 7^2 * 23 * 67 * 197 * 421 * 29868957893783 * 17362260351137681071
1609,2,8,x^16 + x^15 + 61,2^7 * 3 * 5 * 7 * 17 * 23 * 67 * 349 * 3709 * 1817177 * 1844153 * 1321202648917902658233233
1609,2,9,x^18 + x^17 + 53,2^4 * 3^3 * 5 * 7 * 13 * 19 * 23 * 67 * 199021 * 720253 * 863497 * 1267936744159 * 5783823213451770457
1609,2,10,x^20 + x^19 + 105,2^5 * 3 * 5^2 * 7 * 11 * 23 * 41 * 61 * 67 * 349 * 3709 * 609361 * 4641781 * 14870228231 * 260350878961 * 1339628381981
1609,2,11,x^22 + x^21 + 43,2^4 * 3 * 5 * 7 * 23 * 67 * 20681 * 49633 * 54319 * 93523 * 19162727 * 2084475437754308303 * 64931389795252698631
1609,2,12,x^24 + x^23 + 97,2^6 * 3^2 * 5 * 7 * 13 * 23 * 67 * 73 * 349 * 3709 * 199021 * 863497 * 1817177 * 1844153 * 616147513 * 91812359497 * 72906064076253097
1609,3,2,x^6 + x^5 + 46,2^4 * 3^2 * 5 * 7 * 13 * 23 * 67 * 199021 * 863497
1609,3,3,x^9 + x^8 + 21,2^3 * 3^3 * 67 * 863497 * 5783823213451770457
1609,3,4,x^12 + x^11 + 63,2^5 * 3^2 * 5 * 7 * 13 * 23 * 67 * 73 * 349 * 3709 * 199021 * 863497 * 91812359497
