p,n,poly,factorization
1213,2,x^2 + x + 6,2^3 * 3 * 101 * 607
1213,3,x^3 + x^2 + 6,2^2 * 3^2 * 7 * 101 * 70123
1213,4,x^4 + x^3 + 59,2^4 * 3 * 5 * 101 * 607 * 147137
1213,5,x^5 + x^4 + 51,2^2 * 3 * 11^2 * 31 * 101 * 577636091
1213,6,x^6 + x^5 + 2,2^3 * 3^2 * 7 * 13 * 101 * 607 * 70123 * 113089
1213,7,x^7 + x^6 + 5,2^2 * 3 * 29 * 101 * 24977 * 4401337929871
1213,8,x^8 + x^7 + 24,2^5 * 3 * 5 * 101 * 241 * 281 * 607 * 2081 * 7681 * 147137
1213,9,x^9 + x^8 + 55,2^2 * 3^3 * 7 * 19 * 101 * 70123 * 55884317292991351
1213,10,x^10 + x^9 + 24,2^3 * 3 * 11^2 * 31 * 101 * 607 * 2011 * 577636091 * 1075655611
1213,11,x^11 + x^10 + 65,2^2 * 3 * 101 * 6901860700121203154729787223103
1213,12,x^12 + x^11 + 89,2^4 * 3^2 * 5 * 7 * 13 * 37 * 101 * 607 * 2593 * 70123 * 113089 * 147137 * 22565173
1213,13,x^13 + x^12 + 26,2^2 * 3 * 53 * 101 * 238861481 * 802168864356950593499047897
1213,14,x^14 + x^13 + 62,2^3 * 3 * 29 * 101 * 113 * 607 * 24977 * 4401337929871 * 28166214079032149
1213,15,x^15 + x^14 + 23,2^2 * 3^2 * 7 * 11^2 * 31 * 101 * 70123 * 577636091 * 4683043869329116362682321
1213,16,x^16 + x^15 + 105,2^6 * 3 * 5 * 17 * 101 * 241 * 281 * 607 * 1009 * 2081 * 7681 * 147137 * 136620642578120829137
1213,17,x^17 + x^16 + 59,2^2 * 3 * 101 * 2341751 * 1871671237 * 5016036801850871600787867218967403
1213,18,x^18 + x^17 + 50,2^3 * 3^3 * 7 * 13 * 19 * 101 * 199 * 607 * 70123 * 113089 * 16007065739351587 * 55884317292991351
1213,19,x^19 + x^18 + 23,2^2 * 3 * 101 * 1559 * 667275509236837 * 31095768616404216952881504929330757581
1213,20,x^20 + x^19 + 60,2^4 * 3 * 5^2 * 11^2 * 31 * 101 * 607 * 2011 * 27901 * 147137 * 318301 * 577636091 * 1075655611 * 105550023731861
1213,21,x^21 + x^20 + 55,2^2 * 3^2 * 7^2 * 29 * 43 * 101 * 379 * 24977 * 70123 * 284011119001 * 4401337929871 * 312917881313442126751
1213,22,x^22 + x^21 + 69,2^3 * 3 * 23 * 101 * 331 * 607 * 727 * 383926093 * 3242740926454019 * 6901860700121203154729787223103
1213,23,x^23 + x^22 + 60,2^2 * 3 * 101 * 8971 * 2056339 * 29095139 * 103398341 * 1261903730089684062800135639285742045498893
1213,24,x^24 + x^23 + 67,2^5 * 3^2 * 5 * 7 * 13 * 37 * 101 * 193 * 241 * 281 * 607 * 2081 * 2593 * 7681 * 70123 * 113089 * 147137 * 22565173 * 8293111417 * 2928273233881
1213,25,x^25 + x^24 + 59,2^2 * 3 * 11^2 * 31 * 101 * 1901 * 577636091 * 4405406566151 * 28319127846879251 * 200524772170130172590920419901
