p,r,n,poly,factorization
6779,1,2,x^2 + x + 11,2^3 * 3 * 5 * 113 * 3389
6779,1,3,x^3 + x^2 + 9,2 * 1087 * 3389 * 42283
6779,1,4,x^4 + x^3 + 38,2^4 * 3 * 5 * 17 * 113 * 157 * 3389 * 8609
6779,1,5,x^5 + x^4 + 3,2 * 11^3 * 3389 * 1586896307411
6779,1,6,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 113 * 1021 * 1087 * 2143 * 3389 * 42283
6779,1,7,x^7 + x^6 + 5,2 * 3389 * 1069399031 * 90764932000331
6779,1,8,x^8 + x^7 + 11,2^5 * 3 * 5 * 17 * 41 * 73 * 113 * 157 * 3389 * 3697 * 8609 * 95428121
6779,1,9,x^9 + x^8 + 7,2 * 1087 * 3389 * 38557 * 42283 * 2517042612352775473
6779,1,10,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 11^3 * 113 * 3389 * 9804161 * 43074281 * 1586896307411
6779,1,11,x^11 + x^10 + 7,2 * 3389 * 4027 * 6029 * 19044537084827 * 443325869258564161
6779,1,12,x^12 + x^11 + 40,2^4 * 3^2 * 5 * 7 * 13^2 * 17 * 37 * 113 * 157 * 1021 * 1087 * 2143 * 3389 * 8609 * 42283 * 337733466397
6779,1,13,x^13 + x^12 + 5,2 * 79 * 3389 * 3823 * 40180271 * 1702565567 * 455935679567541276404809
6779,1,14,x^14 + x^13 + 13,2^3 * 3 * 5 * 29 * 71 * 113 * 3389 * 8317 * 1069399031 * 90764932000331 * 5666393040633109
6779,1,15,x^15 + x^14 + 3,2 * 11^3 * 181 * 1087 * 3389 * 42283 * 1586896307411 * 48828924413551 * 504551229835651
6779,1,16,x^16 + x^15 + 44,2^6 * 3 * 5 * 17 * 41 * 73 * 113 * 157 * 3361 * 3389 * 3697 * 8609 * 11969 * 93089 * 95428121 * 595484321181402481
6779,1,17,x^17 + x^16 + 4,2 * 3389 * 66210258497 * 333718654334977 * 900343937990309194217338394824415969
6779,1,18,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 19 * 113 * 1021 * 1087 * 2143 * 3389 * 38557 * 42283 * 2517042612352775473 * 1702624771997594880319
6779,1,19,x^19 + x^18 + 57,2 * 2129 * 2927 * 3389 * 120233 * 57609179 * 83104375066763 * 923727942481021 * 275907659528055982487
6779,1,20,x^20 + x^19 + 56,2^4 * 3 * 5^2 * 11^3 * 17 * 61 * 113 * 157 * 3389 * 8609 * 370421 * 9804161 * 43074281 * 267392993041 * 738158464961 * 1586896307411
6779,2,2,x^4 + x^3 + 38,2^4 * 3 * 5 * 17 * 113 * 157 * 3389 * 8609
6779,2,3,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 113 * 1021 * 1087 * 2143 * 3389 * 42283
6779,2,4,x^8 + x^7 + 11,2^5 * 3 * 5 * 17 * 41 * 73 * 113 * 157 * 3389 * 3697 * 8609 * 95428121
6779,2,5,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 11^3 * 113 * 3389 * 9804161 * 43074281 * 1586896307411
6779,2,6,x^12 + x^11 + 40,2^4 * 3^2 * 5 * 7 * 13^2 * 17 * 37 * 113 * 157 * 1021 * 1087 * 2143 * 3389 * 8609 * 42283 * 337733466397
6779,2,7,x^14 + x^13 + 13,2^3 * 3 * 5 * 29 * 71 * 113 * 3389 * 8317 * 1069399031 * 90764932000331 * 5666393040633109
6779,2,8,x^16 + x^15 + 44,2^6 * 3 * 5 * 17 * 41 * 73 * 113 * 157 * 3361 * 3389 * 3697 * 8609 * 11969 * 93089 * 95428121 * 595484321181402481
6779,2,9,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 19 * 113 * 1021 * 1087 * 2143 * 3389 * 38557 * 42283 * 2517042612352775473 * 1702624771997594880319
6779,2,10,x^20 + x^19 + 56,2^4 * 3 * 5^2 * 11^3 * 17 * 61 * 113 * 157 * 3389 * 8609 * 370421 * 9804161 * 43074281 * 267392993041 * 738158464961 * 1586896307411
6779,3,2,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 113 * 1021 * 1087 * 2143 * 3389 * 42283
6779,3,3,x^9 + x^8 + 7,2 * 1087 * 3389 * 38557 * 42283 * 2517042612352775473
6779,3,4,x^12 + x^11 + 40,2^4 * 3^2 * 5 * 7 * 13^2 * 17 * 37 * 113 * 157 * 1021 * 1087 * 2143 * 3389 * 8609 * 42283 * 337733466397
6779,3,5,x^15 + x^14 + 3,2 * 11^3 * 181 * 1087 * 3389 * 42283 * 1586896307411 * 48828924413551 * 504551229835651
