p,r,n,poly,factorization
1409,1,2,x^2 + x + 12,2^8 * 3 * 5 * 11 * 47
1409,1,3,x^3 + x^2 + 26,2^7 * 7 * 11 * 283813
1409,1,4,x^4 + x^3 + 3,2^9 * 3 * 5 * 11 * 13 * 29 * 47 * 2633
1409,1,5,x^5 + x^4 + 12,2^7 * 11 * 431 * 10151 * 901501
1409,1,6,x^6 + x^5 + 65,2^8 * 3^2 * 5 * 7 * 11 * 47 * 163 * 4057 * 283813
1409,1,7,x^7 + x^6 + 24,2^7 * 11 * 7830225998024225671
1409,1,8,x^8 + x^7 + 38,2^10 * 3 * 5 * 11 * 13 * 17 * 29 * 47 * 73 * 2633 * 1587969641
1409,1,9,x^9 + x^8 + 12,2^7 * 7 * 11 * 283813 * 7824668707707203971
1409,1,10,x^10 + x^9 + 6,2^8 * 3 * 5^2 * 11 * 47 * 431 * 7691 * 10151 * 901501 * 102419591
1409,1,11,x^11 + x^10 + 24,2^7 * 11^2 * 23 * 331 * 419 * 617 * 34871 * 40879555564217129
1409,1,12,x^12 + x^11 + 86,2^9 * 3^2 * 5 * 7 * 11 * 13 * 29 * 47 * 109 * 163 * 2633 * 3889 * 4057 * 283813 * 9297781
1409,1,13,x^13 + x^12 + 60,2^7 * 11 * 131 * 157 * 2978991798469022419315995603435323
1409,1,14,x^14 + x^13 + 89,2^8 * 3 * 5 * 11 * 47 * 16087 * 4787077 * 101534203 * 7830225998024225671
1409,1,15,x^15 + x^14 + 15,2^7 * 7 * 11 * 31^2 * 431 * 10151 * 283813 * 901501 * 103065443581 * 156726755221
1409,1,16,x^16 + x^15 + 19,2^11 * 3 * 5 * 11 * 13 * 17 * 29 * 47 * 73 * 2633 * 38833 * 767351521 * 1587969641 * 260652952177
1409,1,17,x^17 + x^16 + 13,2^7 * 11 * 54979 * 289422940757 * 15175899427978801629415792072661807
1409,1,18,x^18 + x^17 + 94,2^8 * 3^3 * 5 * 7 * 11 * 19 * 37 * 47 * 163 * 181 * 541 * 4057 * 283813 * 37889034517 * 7824668707707203971
1409,1,19,x^19 + x^18 + 27,2^7 * 11 * 2243 * 13340167 * 58503166198888429 * 273864855372040794950918942339
1409,1,20,x^20 + x^19 + 133,2^9 * 3 * 5^2 * 11 * 13 * 29 * 47 * 431 * 601 * 761 * 2633 * 7691 * 10151 * 901501 * 102419591 * 2090424901 * 16247779901
1409,1,21,x^21 + x^20 + 79,2^7 * 7^2 * 11 * 283813 * 23006551 * 249585337 * 7830225998024225671 * 1522141248801821047849
1409,1,22,x^22 + x^21 + 3,2^8 * 3 * 5 * 11^2 * 23 * 47 * 331 * 419 * 617 * 34871 * 267829 * 289213 * 114891767 * 3462880402279 * 40879555564217129
1409,1,23,x^23 + x^22 + 61,2^7 * 11 * 270244067 * 119990460973 * 18357867074883617 * 3174132675681463442084899811839153
1409,1,24,x^24 + x^23 + 254,2^10 * 3^2 * 5 * 7 * 11 * 13 * 17 * 29 * 47 * 73 * 109 * 163 * 2633 * 3889 * 4057 * 283813 * 9297781 * 1587969641 * 2641705926481 * 5880354037681
1409,1,25,x^25 + x^24 + 47,2^7 * 11 * 151 * 431 * 10151 * 901501 * 182596483301 * 12138050645701 * 2841852680171358688075092893949036251
1409,2,2,x^4 + x^3 + 3,2^9 * 3 * 5 * 11 * 13 * 29 * 47 * 2633
1409,2,3,x^6 + x^5 + 65,2^8 * 3^2 * 5 * 7 * 11 * 47 * 163 * 4057 * 283813
1409,2,4,x^8 + x^7 + 38,2^10 * 3 * 5 * 11 * 13 * 17 * 29 * 47 * 73 * 2633 * 1587969641
1409,2,5,x^10 + x^9 + 6,2^8 * 3 * 5^2 * 11 * 47 * 431 * 7691 * 10151 * 901501 * 102419591
1409,2,6,x^12 + x^11 + 86,2^9 * 3^2 * 5 * 7 * 11 * 13 * 29 * 47 * 109 * 163 * 2633 * 3889 * 4057 * 283813 * 9297781
1409,2,7,x^14 + x^13 + 89,2^8 * 3 * 5 * 11 * 47 * 16087 * 4787077 * 101534203 * 7830225998024225671
1409,2,8,x^16 + x^15 + 19,2^11 * 3 * 5 * 11 * 13 * 17 * 29 * 47 * 73 * 2633 * 38833 * 767351521 * 1587969641 * 260652952177
1409,2,9,x^18 + x^17 + 94,2^8 * 3^3 * 5 * 7 * 11 * 19 * 37 * 47 * 163 * 181 * 541 * 4057 * 283813 * 37889034517 * 7824668707707203971
1409,2,10,x^20 + x^19 + 133,2^9 * 3 * 5^2 * 11 * 13 * 29 * 47 * 431 * 601 * 761 * 2633 * 7691 * 10151 * 901501 * 102419591 * 2090424901 * 16247779901
