p,n,poly,factorization
2269,2,x^2 + x + 6,2^3 * 3^4 * 5 * 7 * 227
2269,3,x^3 + x^2 + 6,2^2 * 3^5 * 7 * 223 * 7699
2269,4,x^4 + x^3 + 10,2^4 * 3^4 * 5 * 7 * 227 * 2574181
2269,5,x^5 + x^4 + 10,2^2 * 3^4 * 7 * 11 * 31391 * 76794761
2269,6,x^6 + x^5 + 2,2^3 * 3^5 * 5 * 7 * 19 * 31 * 223 * 227 * 7699 * 8737
2269,7,x^7 + x^6 + 18,2^2 * 3^4 * 7^2 * 29 * 547 * 1229461848669251
2269,8,x^8 + x^7 + 39,2^5 * 3^4 * 5 * 7 * 17 * 41 * 227 * 2574181 * 19014075313
2269,9,x^9 + x^8 + 2,2^2 * 3^6 * 7 * 37 * 223 * 631 * 7699 * 1948294647112951
2269,10,x^10 + x^9 + 115,2^3 * 3^4 * 5^2 * 7 * 11 * 131 * 227 * 24121 * 31391 * 1676911 * 76794761
2269,11,x^11 + x^10 + 18,2^2 * 3^4 * 7 * 617 * 29246478889 * 200529214912283526127
2269,12,x^12 + x^11 + 90,2^4 * 3^5 * 5 * 7 * 13 * 19 * 31 * 223 * 227 * 7699 * 8737 * 296353 * 2574181 * 6879949
2269,13,x^13 + x^12 + 14,2^2 * 3^4 * 7 * 859 * 478229701 * 62867250415217 * 721358612257427
2269,14,x^14 + x^13 + 41,2^3 * 3^4 * 5 * 7^2 * 29 * 227 * 547 * 1229461848669251 * 136400390606683108837
2269,15,x^15 + x^14 + 18,2^2 * 3^5 * 7 * 11 * 61 * 151 * 223 * 241 * 7699 * 31391 * 6263281 * 76794761 * 50507840457091
2269,16,x^16 + x^15 + 43,2^6 * 3^4 * 5 * 7 * 17 * 41 * 227 * 123169 * 2574181 * 14323009 * 19014075313 * 199117894422001
2269,17,x^17 + x^16 + 239,2^2 * 3^4 * 7 * 613 * 1021 * 18701 * 99817433133080563801 * 422654926463585785540717
2269,18,x^18 + x^17 + 19,2^3 * 3^6 * 5 * 7 * 19 * 31 * 37 * 223 * 227 * 631 * 7699 * 8737 * 1948294647112951 * 136460505355074938773
2269,19,x^19 + x^18 + 235,2^2 * 3^4 * 7 * 2024911072437791 * 1255470222356958793277683517805485896590745481
2269,20,x^20 + x^19 + 131,2^4 * 3^4 * 5^2 * 7 * 11 * 131 * 227 * 24121 * 31391 * 1676911 * 2574181 * 76794761 * 702547807410021359728383121
2269,21,x^21 + x^20 + 67,2^2 * 3^5 * 7^2 * 29 * 223 * 547 * 7699 * 49765003 * 1229461848669251 * 374023138723156426337515549138027
2269,22,x^22 + x^21 + 31,2^3 * 3^4 * 5 * 7 * 23 * 67 * 89 * 227 * 617 * 29246478889 * 200529214912283526127 * 26360943614659105110693062689
2269,23,x^23 + x^22 + 32,2^2 * 3^4 * 7 * 139 * 708600129093803357 * 684123214623587069891950083323123746775817029915299597
