p,r,n,poly,factorization
5651,1,2,x^2 + x + 7,2^3 * 3^2 * 5^2 * 113 * 157
5651,1,3,x^3 + x^2 + 3,2 * 5^2 * 7 * 13 * 113 * 350983
5651,1,4,x^4 + x^3 + 6,2^4 * 3^2 * 5^2 * 113 * 157 * 15966901
5651,1,5,x^5 + x^4 + 12,2 * 5^3 * 113 * 151 * 2801 * 482300851
5651,1,6,x^6 + x^5 + 6,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983
5651,1,7,x^7 + x^6 + 49,2 * 5^2 * 29^2 * 113 * 1051 * 55063457 * 669216311
5651,1,8,x^8 + x^7 + 23,2^5 * 3^2 * 5^2 * 113 * 157 * 143401 * 15966901 * 3555650401
5651,1,9,x^9 + x^8 + 14,2 * 5^2 * 7 * 13 * 113 * 350983 * 76198035367 * 427373972659
5651,1,10,x^10 + x^9 + 6,2^3 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 72031 * 482300851 * 1286803561
5651,1,11,x^11 + x^10 + 3,2 * 5^2 * 23 * 113 * 1444116055481297431212642153001359707
5651,1,12,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983 * 10195177 * 15966901 * 100024513
5651,1,13,x^13 + x^12 + 16,2 * 5^2 * 113 * 32223673 * 7869163147 * 4182894932119260315772226323
5651,1,14,x^14 + x^13 + 8,2^3 * 3^2 * 5^2 * 29^2 * 113 * 127 * 157 * 1051 * 3852913 * 55063457 * 669216311 * 66539889349501
5651,1,15,x^15 + x^14 + 46,2 * 5^3 * 7 * 13 * 31^2 * 113 * 151 * 541 * 2801 * 350983 * 482300851 * 1999884645968997294437701
5651,1,16,x^16 + x^15 + 38,2^6 * 3^2 * 5^2 * 17 * 113 * 157 * 90529 * 143401 * 153281 * 15966901 * 44784241 * 3555650401 * 49217808817
5651,1,17,x^17 + x^16 + 33,2 * 5^2 * 113 * 137 * 1123 * 7030422948062133859911783053215106424511289609796720467
5651,1,18,x^18 + x^17 + 7,2^3 * 3^4 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 397 * 15139 * 350983 * 458407 * 76198035367 * 427373972659 * 59647032437023
5651,1,19,x^19 + x^18 + 20,2 * 5^2 * 113 * 34540799903886407642709502737908812288947046284849642962098955368669
5651,1,20,x^20 + x^19 + 6,2^4 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 6781 * 72031 * 15966901 * 482300851 * 1286803561 * 153358799570961266449109221
5651,1,21,x^21 + x^20 + 102,2 * 5^2 * 7^2 * 13 * 29^2 * 113 * 631 * 1051 * 1471 * 350983 * 55063457 * 669216311 * 6767018959488035389 * 24115116417055143187
5651,2,2,x^4 + x^3 + 6,2^4 * 3^2 * 5^2 * 113 * 157 * 15966901
5651,2,3,x^6 + x^5 + 6,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983
5651,2,4,x^8 + x^7 + 23,2^5 * 3^2 * 5^2 * 113 * 157 * 143401 * 15966901 * 3555650401
5651,2,5,x^10 + x^9 + 6,2^3 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 72031 * 482300851 * 1286803561
5651,2,6,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983 * 10195177 * 15966901 * 100024513
5651,2,7,x^14 + x^13 + 8,2^3 * 3^2 * 5^2 * 29^2 * 113 * 127 * 157 * 1051 * 3852913 * 55063457 * 669216311 * 66539889349501
5651,2,8,x^16 + x^15 + 38,2^6 * 3^2 * 5^2 * 17 * 113 * 157 * 90529 * 143401 * 153281 * 15966901 * 44784241 * 3555650401 * 49217808817
5651,2,9,x^18 + x^17 + 7,2^3 * 3^4 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 397 * 15139 * 350983 * 458407 * 76198035367 * 427373972659 * 59647032437023
5651,2,10,x^20 + x^19 + 6,2^4 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 6781 * 72031 * 15966901 * 482300851 * 1286803561 * 153358799570961266449109221
5651,3,2,x^6 + x^5 + 6,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983
5651,3,3,x^9 + x^8 + 14,2 * 5^2 * 7 * 13 * 113 * 350983 * 76198035367 * 427373972659
5651,3,4,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983 * 10195177 * 15966901 * 100024513
5651,3,5,x^15 + x^14 + 46,2 * 5^3 * 7 * 13 * 31^2 * 113 * 151 * 541 * 2801 * 350983 * 482300851 * 1999884645968997294437701
5651,3,6,x^18 + x^17 + 7,2^3 * 3^4 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 397 * 15139 * 350983 * 458407 * 76198035367 * 427373972659 * 59647032437023
5651,3,7,x^21 + x^20 + 102,2 * 5^2 * 7^2 * 13 * 29^2 * 113 * 631 * 1051 * 1471 * 350983 * 55063457 * 669216311 * 6767018959488035389 * 24115116417055143187
5651,4,2,x^8 + x^7 + 23,2^5 * 3^2 * 5^2 * 113 * 157 * 143401 * 15966901 * 3555650401
5651,4,3,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983 * 10195177 * 15966901 * 100024513
5651,4,4,x^16 + x^15 + 38,2^6 * 3^2 * 5^2 * 17 * 113 * 157 * 90529 * 143401 * 153281 * 15966901 * 44784241 * 3555650401 * 49217808817
5651,4,5,x^20 + x^19 + 6,2^4 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 6781 * 72031 * 15966901 * 482300851 * 1286803561 * 153358799570961266449109221
5651,5,2,x^10 + x^9 + 6,2^3 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 72031 * 482300851 * 1286803561
5651,5,3,x^15 + x^14 + 46,2 * 5^3 * 7 * 13 * 31^2 * 113 * 151 * 541 * 2801 * 350983 * 482300851 * 1999884645968997294437701
5651,5,4,x^20 + x^19 + 6,2^4 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 6781 * 72031 * 15966901 * 482300851 * 1286803561 * 153358799570961266449109221
5651,6,2,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 15139 * 350983 * 10195177 * 15966901 * 100024513
5651,6,3,x^18 + x^17 + 7,2^3 * 3^4 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 397 * 15139 * 350983 * 458407 * 76198035367 * 427373972659 * 59647032437023
5651,7,2,x^14 + x^13 + 8,2^3 * 3^2 * 5^2 * 29^2 * 113 * 127 * 157 * 1051 * 3852913 * 55063457 * 669216311 * 66539889349501
5651,7,3,x^21 + x^20 + 102,2 * 5^2 * 7^2 * 13 * 29^2 * 113 * 631 * 1051 * 1471 * 350983 * 55063457 * 669216311 * 6767018959488035389 * 24115116417055143187
5651,8,2,x^16 + x^15 + 38,2^6 * 3^2 * 5^2 * 17 * 113 * 157 * 90529 * 143401 * 153281 * 15966901 * 44784241 * 3555650401 * 49217808817
5651,9,2,x^18 + x^17 + 7,2^3 * 3^4 * 5^2 * 7 * 13 * 19 * 37 * 113 * 157 * 397 * 15139 * 350983 * 458407 * 76198035367 * 427373972659 * 59647032437023
5651,10,2,x^20 + x^19 + 6,2^4 * 3^2 * 5^3 * 11 * 113 * 151 * 157 * 2801 * 6781 * 72031 * 15966901 * 482300851 * 1286803561 * 153358799570961266449109221
