p,n,poly,factorization
4987,2,x^2 + x + 2,2^3 * 3^2 * 29 * 43 * 277
4987,3,x^3 + x^2 + 25,2 * 3^3 * 67 * 277 * 123757
4987,4,x^4 + x^3 + 37,2^4 * 3^2 * 5 * 13 * 29 * 43 * 113 * 277 * 1693
4987,5,x^5 + x^4 + 9,2 * 3^2 * 11 * 277 * 56240850772411
4987,6,x^6 + x^5 + 75,2^3 * 3^3 * 7 * 29 * 43 * 67 * 277 * 1321 * 2689 * 123757
4987,7,x^7 + x^6 + 10,2 * 3^2 * 277 * 19971985391 * 770374792307
4987,8,x^8 + x^7 + 12,2^5 * 3^2 * 5 * 13 * 29 * 43 * 113 * 277 * 1693 * 23041 * 27337 * 490993
4987,9,x^9 + x^8 + 7,2 * 3^4 * 19 * 67 * 277 * 1009 * 123757 * 6884173 * 38852450137
4987,10,x^10 + x^9 + 37,2^3 * 3^2 * 11 * 29 * 31 * 43 * 71 * 277 * 1201 * 233941541 * 56240850772411
4987,11,x^11 + x^10 + 55,2 * 3^2 * 277 * 3719 * 85009 * 3136079 * 9598485124029739576013
4987,12,x^12 + x^11 + 97,2^4 * 3^3 * 5 * 7 * 13 * 29 * 37 * 43 * 67 * 113 * 277 * 1321 * 1693 * 2689 * 123757 * 16716899492389
4987,13,x^13 + x^12 + 81,2 * 3^2 * 79 * 277 * 2995935239595881493475677391157140070769559
4987,14,x^14 + x^13 + 2,2^3 * 3^2 * 29 * 43 * 277 * 3123037 * 4895843 * 1005876173 * 19971985391 * 770374792307
4987,15,x^15 + x^14 + 109,2 * 3^3 * 11 * 67 * 151 * 211 * 277 * 123757 * 56240850772411 * 12005173726729909856636941
4987,16,x^16 + x^15 + 2,2^6 * 3^2 * 5 * 13 * 17 * 29 * 43 * 113 * 277 * 1693 * 23041 * 27337 * 490993 * 11252163360939649272269854433
4987,17,x^17 + x^16 + 42,2 * 3^2 * 277 * 15607 * 2203133 * 4257521399131255248758249398625737055266741288051
4987,18,x^18 + x^17 + 155,2^3 * 3^4 * 7 * 19 * 29 * 43 * 67 * 109 * 277 * 1009 * 1321 * 2689 * 123757 * 6884173 * 38852450137 * 141126870578671683523
4987,19,x^19 + x^18 + 104,2 * 3^2 * 277 * 1775171 * 13799056547 * 45057170153 * 3833799142333 * 17670623531779 * 48692378670851
4987,20,x^20 + x^19 + 200,2^4 * 3^2 * 5^2 * 11 * 13 * 29 * 31 * 43 * 71 * 113 * 277 * 1201 * 1693 * 117281 * 1054201 * 233941541 * 56240850772411 * 618862033130960581
4987,21,x^21 + x^20 + 207,2 * 3^3 * 67 * 277 * 123757 * 12290251 * 806823697 * 19971985391 * 26964203743 * 770374792307 * 884826919346053909
