p,e,n,poly,factorization
6121,1,2,x^2 + x + 21,2^4 * 3^2 * 5 * 17 * 3061
6121,1,3,x^3 + x^2 + 19,2^3 * 3^3 * 5 * 17 * 12490921
6121,1,4,x^4 + x^3 + 19,2^5 * 3^2 * 5 * 17 * 197 * 3061 * 95093
6121,1,5,x^5 + x^4 + 19,2^3 * 3^2 * 5^2 * 11 * 17 * 254491 * 100305641
6121,1,6,x^6 + x^5 + 19,2^4 * 3^3 * 5 * 7 * 17 * 3061 * 5351503 * 12490921
6121,1,7,x^7 + x^6 + 109,2^3 * 3^2 * 5 * 17 * 2251957 * 23358510232193011
6121,1,8,x^8 + x^7 + 7,2^6 * 3^2 * 5 * 17 * 197 * 673 * 3061 * 95093 * 1042904300017
6121,1,9,x^9 + x^8 + 7,2^3 * 3^4 * 5 * 17 * 37 * 937 * 12490921 * 505675261034649469
6121,1,10,x^10 + x^9 + 21,2^4 * 3^2 * 5^2 * 11 * 17 * 2521 * 3061 * 3581 * 254491 * 100305641 * 155468141
6121,1,11,x^11 + x^10 + 26,2^3 * 3^2 * 5 * 17 * 23 * 67 * 747407 * 64111354524348289168388486153
6121,1,12,x^12 + x^11 + 202,2^5 * 3^3 * 5 * 7 * 13 * 17 * 61 * 197 * 3061 * 95093 * 490969 * 3605473 * 5351503 * 12490921
6121,1,13,x^13 + x^12 + 56,2^3 * 3^2 * 5 * 17 * 79 * 7177 * 4879434289647023044173408506092755047131
6121,1,14,x^14 + x^13 + 29,2^4 * 3^2 * 5 * 17 * 967 * 3061 * 2251957 * 23358510232193011 * 54379706234687365183
6121,1,15,x^15 + x^14 + 106,2^3 * 3^3 * 5^2 * 11 * 17 * 31 * 254491 * 12490921 * 100305641 * 63554511479837161204239503551
6121,1,16,x^16 + x^15 + 21,2^7 * 3^2 * 5 * 17 * 197 * 673 * 1249 * 3061 * 95093 * 6430289 * 1042904300017 * 122675012204054855921
6121,1,17,x^17 + x^16 + 167,2^3 * 3^2 * 5 * 17^2 * 919 * 3673 * 3831150839 * 17665031532207094766540078801478270682973177
6121,1,18,x^18 + x^17 + 131,2^4 * 3^4 * 5 * 7 * 17 * 19 * 37 * 937 * 2557 * 3061 * 5351503 * 12490921 * 505675261034649469 * 1082554944609680767
6121,1,19,x^19 + x^18 + 35,2^3 * 3^2 * 5 * 17 * 6973937560893182679928093883 * 20863911583274602328533882341687358490033
6121,1,20,x^20 + x^19 + 308,2^5 * 3^2 * 5^2 * 11 * 17 * 197 * 2521 * 3061 * 3581 * 95093 * 254491 * 12382141 * 100305641 * 155468141 * 15073444721 * 10557735234821
