p,r,n,poly,factorization
9391,1,2,x^2 + x + 3,2^5 * 3 * 5 * 313 * 587
9391,1,3,x^3 + x^2 + 47,2 * 3^2 * 5 * 7 * 313 * 4200013
9391,1,4,x^4 + x^3 + 13,2^6 * 3 * 5 * 13 * 313 * 587 * 3391957
9391,1,5,x^5 + x^4 + 20,2 * 3 * 5^2 * 61 * 211 * 313 * 120867994411
9391,1,6,x^6 + x^5 + 48,2^5 * 3^2 * 5 * 7 * 313 * 439 * 587 * 200869 * 4200013
9391,1,7,x^7 + x^6 + 10,2 * 3 * 5 * 29 * 313 * 1289 * 398077 * 46099826465281
9391,1,8,x^8 + x^7 + 108,2^7 * 3 * 5 * 13 * 241 * 313 * 587 * 3391957 * 16136164920241
9391,1,9,x^9 + x^8 + 16,2 * 3^3 * 5 * 7 * 19 * 313 * 10891 * 12277 * 4200013 * 89998687042687
9391,1,10,x^10 + x^9 + 70,2^5 * 3 * 5^2 * 11 * 31 * 61 * 211 * 313 * 587 * 408131 * 55878811 * 120867994411
9391,1,11,x^11 + x^10 + 41,2 * 3 * 5 * 313 * 1607 * 1946869 * 215355757 * 50868802601 * 155669684831
9391,1,12,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7 * 13 * 313 * 439 * 587 * 200869 * 3391957 * 4200013 * 21800629 * 356761789
9391,1,13,x^13 + x^12 + 9,2 * 3 * 5 * 53 * 313 * 1249 * 16697669 * 425690716493524782966690892204978681
9391,1,14,x^14 + x^13 + 3,2^5 * 3 * 5 * 29 * 313 * 587 * 1289 * 194167 * 398077 * 46099826465281 * 3532233290791679713
9391,1,15,x^15 + x^14 + 55,2 * 3^2 * 5^2 * 7 * 61 * 211 * 313 * 541 * 571 * 4200013 * 8151675541 * 120867994411 * 24019735321454611
9391,1,16,x^16 + x^15 + 43,2^8 * 3 * 5 * 13 * 17 * 97 * 241 * 313 * 587 * 929 * 1028737 * 3391957 * 10507793 * 1826469776801 * 16136164920241
9391,1,17,x^17 + x^16 + 160,2 * 3 * 5 * 313 * 2322536900581013 * 1575698328157829341990760349583361413952386307389
9391,1,18,x^18 + x^17 + 117,2^5 * 3^3 * 5 * 7 * 19 * 37 * 313 * 379 * 439 * 587 * 10891 * 12277 * 200869 * 4200013 * 89998687042687 * 48913654234675440277
9391,1,19,x^19 + x^18 + 41,2 * 3 * 5 * 191 * 313 * 213029 * 5051531 * 47114666017 * 22478914203600329 * 1482630100902627421773245014657
9391,1,20,x^20 + x^19 + 419,2^6 * 3 * 5^2 * 11 * 13 * 31 * 41 * 61 * 211 * 313 * 587 * 3041 * 4261 * 408131 * 3391957 * 10078141 * 55878811 * 120867994411 * 11298023617437481
9391,2,2,x^4 + x^3 + 13,2^6 * 3 * 5 * 13 * 313 * 587 * 3391957
9391,2,3,x^6 + x^5 + 48,2^5 * 3^2 * 5 * 7 * 313 * 439 * 587 * 200869 * 4200013
9391,2,4,x^8 + x^7 + 108,2^7 * 3 * 5 * 13 * 241 * 313 * 587 * 3391957 * 16136164920241
9391,2,5,x^10 + x^9 + 70,2^5 * 3 * 5^2 * 11 * 31 * 61 * 211 * 313 * 587 * 408131 * 55878811 * 120867994411
9391,2,6,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7 * 13 * 313 * 439 * 587 * 200869 * 3391957 * 4200013 * 21800629 * 356761789
9391,2,7,x^14 + x^13 + 3,2^5 * 3 * 5 * 29 * 313 * 587 * 1289 * 194167 * 398077 * 46099826465281 * 3532233290791679713
9391,2,8,x^16 + x^15 + 43,2^8 * 3 * 5 * 13 * 17 * 97 * 241 * 313 * 587 * 929 * 1028737 * 3391957 * 10507793 * 1826469776801 * 16136164920241
9391,2,9,x^18 + x^17 + 117,2^5 * 3^3 * 5 * 7 * 19 * 37 * 313 * 379 * 439 * 587 * 10891 * 12277 * 200869 * 4200013 * 89998687042687 * 48913654234675440277
9391,2,10,x^20 + x^19 + 419,2^6 * 3 * 5^2 * 11 * 13 * 31 * 41 * 61 * 211 * 313 * 587 * 3041 * 4261 * 408131 * 3391957 * 10078141 * 55878811 * 120867994411 * 11298023617437481
9391,3,2,x^6 + x^5 + 48,2^5 * 3^2 * 5 * 7 * 313 * 439 * 587 * 200869 * 4200013
9391,3,3,x^9 + x^8 + 16,2 * 3^3 * 5 * 7 * 19 * 313 * 10891 * 12277 * 4200013 * 89998687042687
9391,3,4,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7 * 13 * 313 * 439 * 587 * 200869 * 3391957 * 4200013 * 21800629 * 356761789
9391,3,5,x^15 + x^14 + 55,2 * 3^2 * 5^2 * 7 * 61 * 211 * 313 * 541 * 571 * 4200013 * 8151675541 * 120867994411 * 24019735321454611
9391,3,6,x^18 + x^17 + 117,2^5 * 3^3 * 5 * 7 * 19 * 37 * 313 * 379 * 439 * 587 * 10891 * 12277 * 200869 * 4200013 * 89998687042687 * 48913654234675440277
9391,4,2,x^8 + x^7 + 108,2^7 * 3 * 5 * 13 * 241 * 313 * 587 * 3391957 * 16136164920241
9391,4,3,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7 * 13 * 313 * 439 * 587 * 200869 * 3391957 * 4200013 * 21800629 * 356761789
9391,4,4,x^16 + x^15 + 43,2^8 * 3 * 5 * 13 * 17 * 97 * 241 * 313 * 587 * 929 * 1028737 * 3391957 * 10507793 * 1826469776801 * 16136164920241
9391,4,5,x^20 + x^19 + 419,2^6 * 3 * 5^2 * 11 * 13 * 31 * 41 * 61 * 211 * 313 * 587 * 3041 * 4261 * 408131 * 3391957 * 10078141 * 55878811 * 120867994411 * 11298023617437481
9391,5,2,x^10 + x^9 + 70,2^5 * 3 * 5^2 * 11 * 31 * 61 * 211 * 313 * 587 * 408131 * 55878811 * 120867994411
9391,5,3,x^15 + x^14 + 55,2 * 3^2 * 5^2 * 7 * 61 * 211 * 313 * 541 * 571 * 4200013 * 8151675541 * 120867994411 * 24019735321454611
9391,5,4,x^20 + x^19 + 419,2^6 * 3 * 5^2 * 11 * 13 * 31 * 41 * 61 * 211 * 313 * 587 * 3041 * 4261 * 408131 * 3391957 * 10078141 * 55878811 * 120867994411 * 11298023617437481
9391,6,2,x^12 + x^11 + 43,2^6 * 3^2 * 5 * 7 * 13 * 313 * 439 * 587 * 200869 * 3391957 * 4200013 * 21800629 * 356761789
