p,r,n,poly,factorization
3803,1,2,x^2 + x + 5,2^3 * 3 * 317 * 1901
3803,1,3,x^3 + x^2 + 11,2 * 7^2 * 1901 * 295237
3803,1,4,x^4 + x^3 + 5,2^4 * 3 * 5 * 317 * 1901 * 1446281
3803,1,5,x^5 + x^4 + 3,2 * 1901 * 209227860699721
3803,1,6,x^6 + x^5 + 20,2^3 * 3^2 * 7^2 * 317 * 1901 * 295237 * 4819669
3803,1,7,x^7 + x^6 + 25,2 * 1901 * 3026022586778671180093
3803,1,8,x^8 + x^7 + 13,2^5 * 3 * 5 * 317 * 1901 * 2273 * 1446281 * 46012504217
3803,1,9,x^9 + x^8 + 26,2 * 7^2 * 1901 * 295237 * 16853163823 * 179504983459
3803,1,10,x^10 + x^9 + 39,2^3 * 3 * 11 * 41 * 317 * 1901 * 463675956911 * 209227860699721
3803,1,11,x^11 + x^10 + 11,2 * 23 * 1901 * 429683 * 10579141 * 1473880277 * 4107606634121
3803,1,12,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7^2 * 13 * 37 * 61 * 317 * 1901 * 295237 * 1446281 * 4819669 * 7129028653
3803,1,13,x^13 + x^12 + 31,2 * 1901 * 42104011 * 217423582494964505140179387165225451
3803,1,14,x^14 + x^13 + 20,2^3 * 3 * 29 * 317 * 1901 * 1769881 * 58925286755903 * 3026022586778671180093
3803,1,15,x^15 + x^14 + 35,2 * 7^2 * 271 * 1901 * 295237 * 359900026741 * 209227860699721 * 448482210118051
3803,1,16,x^16 + x^15 + 89,2^6 * 3 * 5 * 17 * 317 * 1901 * 2273 * 13553 * 32369 * 1446281 * 46012504217 * 2933370805274798849
3803,1,17,x^17 + x^16 + 30,2 * 1901 * 1339567 * 24691562552373559 * 57892513426534952957395394450776777
3803,1,18,x^18 + x^17 + 51,2^3 * 3^3 * 7^2 * 19 * 317 * 1901 * 295237 * 4819669 * 28207009 * 16853163823 * 179504983459 * 1881594607231
3803,1,19,x^19 + x^18 + 10,2 * 1103 * 1901 * 1362833 * 6896290403087 * 943758271589069 * 2830698431806346631691248889
3803,1,20,x^20 + x^19 + 134,2^4 * 3 * 5^2 * 11 * 41 * 317 * 1901 * 1446281 * 235781461 * 1087653701 * 34122455221 * 463675956911 * 209227860699721
3803,1,21,x^21 + x^20 + 43,2 * 7^3 * 1901 * 3697 * 295237 * 5709103 * 4165957216009 * 14865226047185362633 * 3026022586778671180093
3803,1,22,x^22 + x^21 + 61,2^3 * 3 * 23 * 317 * 397 * 1901 * 2663 * 429683 * 688139 * 10579141 * 1473880277 * 4107606634121 * 869583370771757118086303
3803,2,2,x^4 + x^3 + 5,2^4 * 3 * 5 * 317 * 1901 * 1446281
3803,2,3,x^6 + x^5 + 20,2^3 * 3^2 * 7^2 * 317 * 1901 * 295237 * 4819669
3803,2,4,x^8 + x^7 + 13,2^5 * 3 * 5 * 317 * 1901 * 2273 * 1446281 * 46012504217
3803,2,5,x^10 + x^9 + 39,2^3 * 3 * 11 * 41 * 317 * 1901 * 463675956911 * 209227860699721
3803,2,6,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7^2 * 13 * 37 * 61 * 317 * 1901 * 295237 * 1446281 * 4819669 * 7129028653
3803,2,7,x^14 + x^13 + 20,2^3 * 3 * 29 * 317 * 1901 * 1769881 * 58925286755903 * 3026022586778671180093
3803,2,8,x^16 + x^15 + 89,2^6 * 3 * 5 * 17 * 317 * 1901 * 2273 * 13553 * 32369 * 1446281 * 46012504217 * 2933370805274798849
3803,2,9,x^18 + x^17 + 51,2^3 * 3^3 * 7^2 * 19 * 317 * 1901 * 295237 * 4819669 * 28207009 * 16853163823 * 179504983459 * 1881594607231
3803,2,10,x^20 + x^19 + 134,2^4 * 3 * 5^2 * 11 * 41 * 317 * 1901 * 1446281 * 235781461 * 1087653701 * 34122455221 * 463675956911 * 209227860699721
3803,2,11,x^22 + x^21 + 61,2^3 * 3 * 23 * 317 * 397 * 1901 * 2663 * 429683 * 688139 * 10579141 * 1473880277 * 4107606634121 * 869583370771757118086303
3803,3,2,x^6 + x^5 + 20,2^3 * 3^2 * 7^2 * 317 * 1901 * 295237 * 4819669
3803,3,3,x^9 + x^8 + 26,2 * 7^2 * 1901 * 295237 * 16853163823 * 179504983459
3803,3,4,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7^2 * 13 * 37 * 61 * 317 * 1901 * 295237 * 1446281 * 4819669 * 7129028653
3803,3,5,x^15 + x^14 + 35,2 * 7^2 * 271 * 1901 * 295237 * 359900026741 * 209227860699721 * 448482210118051
3803,3,6,x^18 + x^17 + 51,2^3 * 3^3 * 7^2 * 19 * 317 * 1901 * 295237 * 4819669 * 28207009 * 16853163823 * 179504983459 * 1881594607231
3803,3,7,x^21 + x^20 + 43,2 * 7^3 * 1901 * 3697 * 295237 * 5709103 * 4165957216009 * 14865226047185362633 * 3026022586778671180093
3803,4,2,x^8 + x^7 + 13,2^5 * 3 * 5 * 317 * 1901 * 2273 * 1446281 * 46012504217
3803,4,3,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7^2 * 13 * 37 * 61 * 317 * 1901 * 295237 * 1446281 * 4819669 * 7129028653
3803,4,4,x^16 + x^15 + 89,2^6 * 3 * 5 * 17 * 317 * 1901 * 2273 * 13553 * 32369 * 1446281 * 46012504217 * 2933370805274798849
3803,4,5,x^20 + x^19 + 134,2^4 * 3 * 5^2 * 11 * 41 * 317 * 1901 * 1446281 * 235781461 * 1087653701 * 34122455221 * 463675956911 * 209227860699721
3803,5,2,x^10 + x^9 + 39,2^3 * 3 * 11 * 41 * 317 * 1901 * 463675956911 * 209227860699721
3803,5,3,x^15 + x^14 + 35,2 * 7^2 * 271 * 1901 * 295237 * 359900026741 * 209227860699721 * 448482210118051
3803,5,4,x^20 + x^19 + 134,2^4 * 3 * 5^2 * 11 * 41 * 317 * 1901 * 1446281 * 235781461 * 1087653701 * 34122455221 * 463675956911 * 209227860699721
3803,6,2,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7^2 * 13 * 37 * 61 * 317 * 1901 * 295237 * 1446281 * 4819669 * 7129028653
3803,6,3,x^18 + x^17 + 51,2^3 * 3^3 * 7^2 * 19 * 317 * 1901 * 295237 * 4819669 * 28207009 * 16853163823 * 179504983459 * 1881594607231
3803,7,2,x^14 + x^13 + 20,2^3 * 3 * 29 * 317 * 1901 * 1769881 * 58925286755903 * 3026022586778671180093
3803,7,3,x^21 + x^20 + 43,2 * 7^3 * 1901 * 3697 * 295237 * 5709103 * 4165957216009 * 14865226047185362633 * 3026022586778671180093
3803,8,2,x^16 + x^15 + 89,2^6 * 3 * 5 * 17 * 317 * 1901 * 2273 * 13553 * 32369 * 1446281 * 46012504217 * 2933370805274798849
3803,9,2,x^18 + x^17 + 51,2^3 * 3^3 * 7^2 * 19 * 317 * 1901 * 295237 * 4819669 * 28207009 * 16853163823 * 179504983459 * 1881594607231
3803,10,2,x^20 + x^19 + 134,2^4 * 3 * 5^2 * 11 * 41 * 317 * 1901 * 1446281 * 235781461 * 1087653701 * 34122455221 * 463675956911 * 209227860699721
3803,11,2,x^22 + x^21 + 61,2^3 * 3 * 23 * 317 * 397 * 1901 * 2663 * 429683 * 688139 * 10579141 * 1473880277 * 4107606634121 * 869583370771757118086303
