p,r,n,poly,factorization
4363,1,2,x^2 + x + 3,2^3 * 3 * 727 * 1091
4363,1,3,x^3 + x^2 + 9,2 * 3^2 * 7 * 727 * 906673
4363,1,4,x^4 + x^3 + 22,2^4 * 3 * 5 * 13 * 181 * 727 * 809 * 1091
4363,1,5,x^5 + x^4 + 34,2 * 3 * 727 * 3341881 * 108454961
4363,1,6,x^6 + x^5 + 17,2^3 * 3^2 * 7 * 19 * 727 * 937 * 1069 * 1091 * 906673
4363,1,7,x^7 + x^6 + 14,2 * 3 * 71 * 727 * 94823 * 1024799228019421
4363,1,8,x^8 + x^7 + 79,2^5 * 3 * 5 * 13 * 113 * 181 * 457 * 727 * 809 * 1033 * 1091 * 3396377
4363,1,9,x^9 + x^8 + 16,2 * 3^3 * 7 * 37 * 727 * 906673 * 62142439638416691187
4363,1,10,x^10 + x^9 + 61,2^3 * 3 * 11 * 31 * 271 * 727 * 1091 * 3341881 * 108454961 * 3920285111
4363,1,11,x^11 + x^10 + 54,2 * 3 * 23 * 89 * 397 * 727 * 3076403750833826424822666054167
4363,1,12,x^12 + x^11 + 28,2^4 * 3^2 * 5 * 7 * 13 * 19 * 61 * 181 * 727 * 809 * 853 * 937 * 1069 * 1091 * 21061 * 330661 * 906673
4363,1,13,x^13 + x^12 + 131,2 * 3 * 79 * 313 * 727 * 124021 * 15518704012942792345787638229266963
4363,1,14,x^14 + x^13 + 2,2^3 * 3 * 29 * 71 * 727 * 1091 * 1093 * 94823 * 13968389 * 15575689039 * 1024799228019421
4363,1,15,x^15 + x^14 + 59,2 * 3^2 * 7 * 727 * 4591 * 906673 * 3341881 * 108454961 * 28593996480810572537006431
4363,1,16,x^16 + x^15 + 28,2^6 * 3 * 5 * 13 * 17 * 113 * 181 * 457 * 727 * 809 * 1033 * 1091 * 2129 * 2674577 * 3396377 * 82151521 * 8255747681
4363,1,17,x^17 + x^16 + 67,2 * 3 * 727 * 78779 * 763870509002611239737 * 286571338681063401794984996457707
4363,1,18,x^18 + x^17 + 18,2^3 * 3^3 * 7 * 19 * 37 * 163 * 379 * 727 * 937 * 1069 * 1091 * 906673 * 111656616535250119 * 62142439638416691187
4363,1,19,x^19 + x^18 + 25,2 * 3 * 727 * 3059912104995901 * 17253956750942833 * 6217785399323650745956805650707481
4363,1,20,x^20 + x^19 + 30,2^4 * 3 * 5^2 * 11 * 13 * 31 * 181 * 241 * 271 * 727 * 809 * 1091 * 267521 * 3341881 * 108454961 * 112059721 * 3920285111 * 3634856065381
4363,1,21,x^21 + x^20 + 104,2 * 3^2 * 7^2 * 71 * 463 * 727 * 3739 * 94823 * 906673 * 9334081 * 39842681299 * 1024799228019421 * 10555246624001159809
4363,2,2,x^4 + x^3 + 22,2^4 * 3 * 5 * 13 * 181 * 727 * 809 * 1091
4363,2,3,x^6 + x^5 + 17,2^3 * 3^2 * 7 * 19 * 727 * 937 * 1069 * 1091 * 906673
4363,2,4,x^8 + x^7 + 79,2^5 * 3 * 5 * 13 * 113 * 181 * 457 * 727 * 809 * 1033 * 1091 * 3396377
