p,r,n,poly,factorization
7489,1,2,x^2 + x + 28,2^7 * 3^2 * 5 * 7 * 13 * 107
7489,1,3,x^3 + x^2 + 7,2^6 * 3^3 * 13 * 61 * 306517
7489,1,4,x^4 + x^3 + 46,2^8 * 3^2 * 5 * 7 * 13 * 107 * 28042561
7489,1,5,x^5 + x^4 + 42,2^6 * 3^2 * 11 * 13 * 285996443195311
7489,1,6,x^6 + x^5 + 38,2^7 * 3^3 * 5 * 7 * 13 * 43 * 61 * 107 * 306517 * 1304131
7489,1,7,x^7 + x^6 + 7,2^6 * 3^2 * 13 * 29 * 21567673 * 282097794109643
7489,1,8,x^8 + x^7 + 38,2^9 * 3^2 * 5 * 7 * 13 * 17 * 41 * 107 * 6961 * 28042561 * 324161113
7489,1,9,x^9 + x^8 + 57,2^6 * 3^4 * 13 * 61 * 306517 * 317593 * 332803 * 521317 * 1067239
7489,1,10,x^10 + x^9 + 42,2^7 * 3^2 * 5^2 * 7 * 11 * 13 * 107 * 211 * 331 * 9006517181 * 285996443195311
7489,1,11,x^11 + x^10 + 19,2^6 * 3^2 * 13 * 1321 * 25741 * 16321800624079224713844139821791
7489,1,12,x^12 + x^11 + 138,2^8 * 3^3 * 5 * 7 * 13 * 43 * 61 * 107 * 349 * 306517 * 1304131 * 28042561 * 9013010720629
7489,1,13,x^13 + x^12 + 70,2^6 * 3^2 * 13^2 * 53 * 161773 * 5187859 * 20437301 * 2633946778924022088226207
7489,1,14,x^14 + x^13 + 303,2^7 * 3^2 * 5 * 7^2 * 13 * 29 * 71 * 107 * 127 * 21567673 * 282097794109643 * 2794633667090080943
7489,1,15,x^15 + x^14 + 126,2^6 * 3^3 * 11 * 13 * 31 * 61 * 75571 * 306517 * 947010391 * 285996443195311 * 4459242007812451
7489,1,16,x^16 + x^15 + 57,2^10 * 3^2 * 5 * 7 * 13 * 17 * 41 * 107 * 6961 * 28042561 * 324161113 * 11948293873 * 414051872779435923217
7489,1,17,x^17 + x^16 + 163,2^6 * 3^2 * 13 * 647 * 1192109 * 3264851 * 19405739 * 69662533 * 28762472942973062140840599602231
