"(70, 23)","[(52291, 1), (12968551, 1), (6696671101, 1), (110350430401, 1)]"
"(70, 29)","[(281, 1), (141961, 1), (181767795581, 1), (17860058418250021, 1)]"
"(70, 31)","[(71, 1), (149269961, 1), (60427990638165876546967231L, 1)]"
"(70, 37)","[(44506479634069870581598388889425710801L, 1)]"
"(70, 41)","[(249337611184480141, 1), (2091655692545303848741L, 1)]"
"(70, 43)","[(281, 1), (2381, 1), (863801, 1), (2827142726137948385363617541L, 1)]"
"(70, 61)","[(71, 1), (17055361, 1), (4414344761, 1), (1339653183983270791408831L, 1)]"
"(70, 67)","[(71, 1), (911, 1), (53314871, 1), (1294533712781, 1), (15222673095930946171L, 1)]"
"(70, 71)","[(272460890210015046895601L, 1), (1002236800939124872241L, 1)]"
"(70, 73)","[(34400521393561, 1), (15455835160483906814050235711881L, 1)]"
"(70, 89)","[(211, 1), (292368249098271826360563771388968911082878011L, 1)]"
"(70, 97)","[(211, 1), (308701, 1), (146705693401, 1), (654652860401, 1), (77749469410538591, 1)]"
"(70, 101)","[(5741, 1), (8359737401681, 1), (26718470073461877745176708202981L, 1)]"
"(70, 113)","[(71, 1), (421, 1), (3571, 1), (254731, 1), (4080301, 1), (170845976095472418222593244071L, 1)]"
"(70, 127)","[(71, 1), (4399843234124522496433814540617694630160198688631L, 1)]"
"(70, 131)","[(421, 1), (1561462775922274947148532566247741123511159605341L, 1)]"
"(70, 151)","[(85672387984653349610016929262422776936901L, 1), (231991729901, 1)]"
"(70, 181)","[(1537016784055887777903737559570682021326797636654294161L, 1)]"
"(70, 197)","[(71, 1), (1019108581, 1), (113449156031, 1), (1429250376897240658807923253238821L, 1)]"
"(70, 241)","[(71, 1), (62791, 1), (1283521, 1), (840339991, 1), (307746828859857324980870109429761111L, 1)]"
"(71, 13)","[(201499, 1), (12923, 1), (56573583882629131201397586942443243853379490390398336588076200421L, 1), (6959, 1)]"
"(71, 17)","[(143798195172461138521036839345269251740737334259640879028155379795667047030720519999127L, 1)]"
"(71, 23)","[(2131, 1), (351156543156995844791L, 1), (12689965311931555366531418920750153L, 1), (23052022067431050825264764433875832941L, 1)]"
"(71, 41)","[(3873193, 1), (203455897, 1), (102106741157115021490605432232339822623968965231069038985586994234289889124027904586751718341046351L, 1)]"
"(72, 3)","[(282429005041, 1)]"
"(72, 5)","[(73, 1), (543097, 1), (1503418321, 1)]"
"(72, 11)","[(73, 1), (40177, 1), (3358335487319458201, 1)]"
"(72, 17)","[(28639368230833, 1), (11852519531110417, 1)]"
"(72, 23)","[(1153, 1), (2968201, 1), (20521396873, 1), (6838148542609, 1)]"
"(72, 29)","[(73, 1), (869689, 1), (1971810216061538373537448753L, 1)]"
"(72, 41)","[(2203849, 1), (231009971433940783670227692798169L, 1)]"
"(72, 47)","[(73, 1), (524136281689, 1), (352843000787667134725856353L, 1)]"
"(72, 53)","[(73, 1), (15543571313257084729L, 1), (212690063172400360273L, 1)]"
"(72, 89)","[(61004259453331056987939428488039894819864693921L, 1)]"
"(72, 113)","[(73, 1), (82863793, 1), (3732344290729, 1), (832172339489032286718703201L, 1)]"
"(72, 257)","[(54517753, 1), (126432001243096480521749179246029100467767851359817L, 1)]"
"(73, 5)","[(4853479, 1), (5729041, 1), (9519524151770349914726200576714027279L, 1)]"
"(73, 7)","[(439, 1), (3675989, 1), (359390389, 1), (1958423494433591, 1), (7222605228105536202757606969L, 1)]"
"(73, 13)","[(1194776740722409996051132396456283691052300333L, 1), (145009586102490829218552548223336637L, 1)]"
"(73, 17)","[(293, 1), (1621745371, 1), (3038535503, 1), (319344640907, 1), (596137412912777, 1), (151192644932534555018760925054337887684171L, 1)]"
"(73, 19)","[(893943109, 1), (109796425517837, 1), (391818505243975817655620850033223L, 1), (3226690707486553756833988409595477959L, 1)]"
"(73, 23)","[(632911, 1), (3467983074289, 1), (52758171521205474158839779336871134951896640145619046102732332285095531824880639L, 1)]"
"(73, 29)","[(6053603111, 1), (378491163256757, 1), (44615044785278167337L, 1), (1776134532576692154401L, 1), (11191001020961523818549928371589408039979L, 1)]"
"(73, 31)","[(30223, 1), (122840087453, 1), (197340338942587, 1), (833039147209543, 1), (404318326024801439191676313735836288644493580299053616879363447L, 1)]"
"(73, 41)","[(158373285033251, 1), (114039706082749105891L, 1), (7488994899295631962368579467317936615086276730289123527822134454436274264660559073L, 1)]"
"(74, 2)","[(1777, 1), (25781083, 1)]"
"(74, 3)","[(18427, 1), (107671, 1), (56737873, 1)]"
"(74, 5)","[(9103, 1), (29010221, 1), (45920153384867, 1)]"
"(74, 7)","[(149, 1), (15572244900182528777225808449L, 1)]"
"(74, 13)","[(223, 1), (21017, 1), (152219, 1), (1548921490187, 1), (10626791079749447, 1)]"
"(74, 17)","[(1481, 1), (2591, 1), (172683287783, 1), (281880352305551730895009697L, 1)]"
"(74, 19)","[(10300379826060720504760427912621791994517454717L, 1)]"
"(74, 23)","[(593, 1), (10445744467953088708693L, 1), (1628263171508931784019729L, 1)]"
"(74, 29)","[(1259, 1), (9769, 1), (19085335524481, 1), (182401761659414020505610936016307L, 1)]"
"(74, 31)","[(969963587051157584202299L, 1), (488064548082098022956156062559L, 1)]"
"(74, 41)","[(1259, 1), (8906922594974482624566205944454413657194714412015680819L, 1)]"
"(74, 43)","[(670811, 1), (9109553699, 1), (902262173255076222109L, 1), (11309675751385682184001L, 1)]"
"(74, 61)","[(149L, 1), (688867L, 1), (2025952207539438008204327L, 1), (88483310099281534490868158423041L, 1)]"
"(74, 67)","[(607097, 1), (116221985603, 1), (26485640651567, 1), (288869657925297336228900132462079193L, 1)]"
"(74, 73)","[(37, 1), (1777, 1), (12144289, 1), (14840647824290526973548855618162380642921634938022140461L, 1)]"
"(74, 89)","[(44478737, 1), (8090368571, 1), (41406353222000471441065548008594883520305186322397011L, 1)]"
"(74, 97)","[(2887, 1), (293017357, 1), (295315435769, 1), (59050431899402327248471L, 1), (22411903071927958016696141L, 1)]"
"(74, 149)","[(74963179895532321203423L, 1), (22748495084342240244026890945429781740825028302798593719L, 1)]"
"(74, 256)","[(80513, 1), (6152896135288560374679945371974689688835168151742564408104565373600581564260451457L, 1)]"
"(74, 625)","[(3257, 1), (3542233, 1), (10044059578457, 1), (386351092900612873139777599710627862374177787331266972225815987845011959800953L, 1)]"
"(75, 2)","[(100801, 1), (10567201, 1)]"
"(75, 3)","[(601, 1), (9601, 1), (2098303812601, 1)]"
"(75, 5)","[(151, 1), (3301, 1), (1989151, 1), (49892851, 1), (183794551, 1)]"
"(75, 512)","[(1605151, 1), (1094270085398478390395590841401L, 1), (2842496263188647640089794561760551L, 1), (470390038503476855180627941942761032401L, 1)]"
"(76, 2)","[(229, 1), (457, 1), (525313, 1)]"
"(76, 3)","[(5301533, 1), (25480398173, 1)]"
"(76, 5)","[(4885168129, 1), (2864226125209369, 1)]"
"(76, 7)","[(2598696228942460402343442913969L, 1)]"
"(76, 11)","[(1990415149, 1), (15403468930064931175264655869L, 1)]"
"(76, 23)","[(1072790797270456849349L, 1), (761, 1), (60848703597029, 1), (1901, 1), (111236869, 1)]"
"(76, 29)","[(44239664898013321738694658016521051099258908813897161L, 1)]"
"(76, 31)","[(1217, 1), (23126269, 1), (53489941, 1), (2491389137, 1), (130154580611883020628409201L, 1)]"
"(76, 37)","[(176549, 1), (50604949357520823437009L, 1), (31907052785924187476099287189L, 1)]"
"(76, 41)","[(4284121, 1), (6550669, 1), (409084646340923818338111026442518538742784029L, 1)]"
"(76, 43)","[(141570977, 1), (11386504829432450910885678301L, 1), (39560786737875358953197L, 1)]"
"(76, 61)","[(904933, 1), (78441901357, 1), (6470863150289, 1), (685311985635869, 1), (59393959867797685261L, 1)]"
"(76, 67)","[(387449, 1), (2249630249, 1), (5951618708110891465229L, 1), (105593059636537322379585868301L, 1)]"
"(76, 73)","[(113621, 1), (61605625431349, 1), (74941550849077098409L, 1), (22894956416373916480791920849L, 1)]"
"(76, 97)","[(1597L, 1), (1801144204970744113L, 1), (116113543117048221908029971453318981082462515940069L, 1)]"
"(76, 109)","[(229, 1), (97158743876460007429478996308574399795191423615874538152901023575776949L, 1)]"
"(76, 191)","[(24473, 1), (100972288013, 1), (31698781839677551589L, 1), (125770190261627112785737L, 1), (1329473294520376171749953L, 1)]"
"(77, 2)","[(581283643249112959, 1)]"
"(77, 5)","[(527093491, 1), (8090594434231, 1), (162715052426691233701L, 1)]"
"(77, 7)","[(724487149, 1), (6809710909, 1), (88262612316754526107621113329689L, 1)]"
"(77, 11)","[(593554036769L, 1), (466345922275629775763320748688970211803553256223529L, 1)]"
"(77, 23)","[(182688705194696220829L, 1), (26463867183247157673754064782288107237804201852702279113008741L, 1)]"
"(77, 31)","[(2927, 1), (23503054499, 1), (16169321243923, 1), (263768160996144192120004532942855021486760529559458116494001319L, 1)]"
"(77, 67)","[(20483, 1), (242435887, 1), (7277242085208899110127680559988063881341003635117081299598905494743199733696264051305720122976349L, 1)]"
"(77, 89)","[(19559, 1), (4424615581, 1), (14463254257139058764779L, 1), (189656304340858596084383L, 1), (3828578609648356249168779422550325645477290177511434063367L, 1)]"
"(77, 127)","[(57015888229732851920682171066077L, 1), (29430265978633016667268409535441054297963987669658635609728953952407025938932459937088252249717L, 1)]"
"(77, 199)","[(46663, 1), (189421, 1), (816047, 1), (1759275508828058779097L, 1), (66918606316543968372963316174626739362098868892920126220728962023686561832348185393985156949403047893L, 1)]"
"(78, 3)","[(79, 1), (157, 1), (2887, 1), (10141, 1)]"
"(78, 5)","[(3121, 1), (22735632934561, 1)]"
"(78, 7)","[(79, 1), (23850061, 1), (115868130379, 1)]"
"(78, 11)","[(313, 1), (63649, 1), (538953023961943033, 1)]"
"(78, 23)","[(13, 1), (859, 1), (1489531614247, 1), (30125172037951849, 1)]"
"(78, 31)","[(157, 1), (238213, 1), (17123370267331917425544180721L, 1)]"
"(78, 37)","[(79, 1), (29991391, 1), (18784125286734381415963525249L, 1)]"
"(78, 43)","[(13, 1), (79, 1), (487457023, 1), (3263735212224041547915039781L, 1)]"
"(78, 53)","[(79, 1), (5851, 1), (3578584810711, 1), (148650830486069640350779L, 1)]"
"(78, 61)","[(17863, 1), (4979131, 1), (80513374729609237261784083134757L, 1)]"
"(78, 67)","[(14431, 1), (4709030508916429596952544486364901132591L, 1)]"
"(78, 73)","[(298279659289, 1), (1782513171938998625879658147827209L, 1)]"
"(78, 97)","[(115729930447, 1), (4202713604498493995155192377213704623L, 1)]"
"(78, 109)","[(79, 1), (53266201, 1), (1897243124246500824180639066827091348439L, 1)]"
"(78, 127)","[(13, 1), (79, 1), (157, 1), (12798328272659376877L, 1), (151381219018379914975882147L, 1)]"
"(78, 131)","[(1093, 1), (35264869147, 1), (17054975483822204207001255392866157191L, 1)]"
"(78, 163)","[(11459137, 1), (366910420744531, 1), (29610564771957069735705524005483L, 1)]"
"(78, 181)","[(313, 1), (1171, 1), (3511, 1), (192193, 1), (6214538870651915214863274374089438998709L, 1)]"
"(78, 199)","[(13, 1), (157, 1), (56063437, 1), (75628177, 1), (196927693, 1), (8772786277598994325844989873L, 1)]"
"(79, 5)","[(205367807127911, 1), (58523123221688392679L, 1), (344120456368919234899L, 1)]"
"(79, 31)","[(317, 1), (279977, 1), (290879, 1), (32846285357, 1), (9885529552310437, 1), (26125966850815940841819460903165666556867136804500824658834737808083425862291L, 1)]"
"(80, 3)","[(14401, 1), (128653413121, 1)]"
"(80, 5)","[(25601, 1), (909456847814334401, 1)]"
"(80, 7)","[(881, 1), (542081, 1), (2312581841562813841, 1)]"
"(80, 11)","[(5281, 1), (399806412551699044818733915681L, 1)]"
"(80, 13)","[(442779263234039928595359287744639041L, 1)]"
"(80, 23)","[(241, 1), (7249841, 1), (147190628299441, 1), (146239626404410677041L, 1)]"
"(80, 29)","[(1056241, 1), (128971441, 1), (4966942978351201, 1), (92552932737272641, 1)]"
"(80, 37)","[(809300384771692001, 1), (188081215698850358644503634025441L, 1)]"
"(80, 41)","[(7841, 1), (2997352253616090431479694499566081L, 1), (172971350500321, 1)]"
"(80, 43)","[(241, 1), (378401, 1), (1678961, 1), (107649636323194321, 1), (1132317150580646183281L, 1)]"
"(80, 53)","[(15025461748906467524141849554772482267006846704879549121L, 1)]"
"(80, 59)","[(3286561, 1), (493884345761, 1), (1476019349681, 1), (194001623084025895787561041L, 1)]"
"(80, 67)","[(40801, 1), (49102604235553345201L, 1), (13571203186600372654588004829637681L, 1)]"
"(80, 71)","[(173887017684701909968640741952574027045004162997542561089921L, 1)]"
"(80, 73)","[(241, 1), (1755150981561446579442153976510283140890115470804167256721L, 1)]"
"(80, 79)","[(4721, 1), (96163951921, 1), (11668650129013236187738435505903597688952605281L, 1)]"
"(80, 89)","[(3121, 1), (342241, 1), (224830076251187634635098067043173360200784757287775601L, 1)]"
"(80, 97)","[(3773075507922571293856522440609883342093884320819132918983288321L, 1)]"
"(80, 101)","[(431814840473873688961L, 1), (241, 1), (10526257153605019549831201L, 1), (12551492734090801, 1)]"
"(80, 109)","[(582795887399521, 1), (270477694335009624933532372187189916308995002263521L, 1)]"
"(80, 113)","[(13133085615761, 1), (2248573592066401, 1), (16913609916890591793481277448568011281L, 1)]"
"(80, 131)","[(2801, 1), (692996649365878301003470144699287679921L, 1), (1917716375452321, 1), (15200323841, 1)]"
"(80, 193)","[(2595092881, 1), (24348236000401, 1), (217376944217968595734505124737841308973236910033121L, 1)]"
"(81, 2)","[(2593, 1), (71119, 1), (97685839, 1)]"
"(82, 2)","[(83, 1), (8831418697, 1)]"
"(82, 3)","[(33703, 1), (270547105429567, 1)]"
"(82, 5)","[(83, 1), (43543, 1), (221401, 1), (9472026608675509, 1)]"
"(82, 7)","[(4849399, 1), (8999993, 1), (1636258751, 1), (78009515593, 1)]"
"(82, 19)","[(83, 1), (3651133, 1), (4429573350928242996724590665849673929793119L, 1)]"
"(82, 23)","[(1134389, 1), (44127446381, 1), (56384434945908343003414576365690424889L, 1)]"
"(82, 31)","[(7066933486329661873L, 1), (61865491146216383674809135780235913078137L, 1)]"
"(82, 43)","[(83, 1), (24683, 1), (695771, 1), (1098328341544385311, 1), (136169377807009419968718455103068789L, 1)]"
"(82, 61)","[(254760179343040585394724919772965278539769280548173566545431025735121201L, 1)]"
"(82, 67)","[(83, 1), (214635434191, 1), (610630488139454345566457917195735346246915014306038838307117L, 1)]"
"(82, 73)","[(83, 1), (1231, 1), (3293588972505856461896307355366477516036023111377234746254279539690837L, 1)]"
"(82, 83)","[(36734690586655470901689034309130307234511303325105290638680616825358935439L, 1), (1559, 1)]"
"(84, 3)","[(2857, 1), (109688713, 1)]"
"(84, 5)","[(2521, 1), (24587411156281, 1)]"
"(84, 11)","[(19069, 1), (520799717831587692709L, 1)]"
"(84, 13)","[(673, 1), (2857, 1), (4621, 1), (61452748127532301, 1)]"
"(84, 17)","[(1093, 1), (311640640511791392291238477L, 1)]"
"(84, 19)","[(2141413, 1), (1301151937, 1), (1763028507911581, 1)]"
"(84, 23)","[(3250549, 1), (1707540478981, 1), (86688309528409, 1)]"
"(84, 29)","[(2989309, 1), (45517753174237, 1), (921120437522377, 1)]"
"(84, 31)","[(163598989, 1), (4038949965541, 1), (939903457569889, 1)]"
"(84, 37)","[(337, 1), (8264338657, 1), (15571142892929855158831009L, 1)]"
"(84, 41)","[(337, 1), (59473, 1), (114576514249, 1), (221832659824914541369L, 1)]"
"(84, 53)","[(241421226027686911357322160214972373412241L, 1)]"
"(84, 61)","[(7047461938243752725631197127427888804001521L, 1)]"
"(84, 67)","[(1090020541, 1), (61440864572531913601651918546442821L, 1)]"
"(84, 71)","[(269331105160298009556408685823991272850251041L, 1)]"
"(84, 73)","[(26541733, 1), (575491626807363841, 1), (34344867597343023757L, 1)]"
"(84, 89)","[(346669, 1), (33304243398973, 1), (5284457441922546359073915433L, 1)]"
"(84, 97)","[(32638787960077069, 1), (14751417488596435971171946539589L, 1)]"
"(84, 109)","[(932015823061, 1), (7185948651337, 1), (1181313338327809796371333L, 1)]"
"(84, 113)","[(13134577, 1), (1430541835428960045180581797328116500259153L, 1)]"
"(84, 163)","[(5209, 1), (348181, 1), (1808773, 1), (37720319184565164786947760384919508593L, 1)]"
"(84, 181)","[(1933, 1), (790800980429488712716262504927289352316415489162517L, 1)]"
"(84, 197)","[(4300943614160257, 1), (73145071429396429, 1), (37106654538708293310997L, 1)]"
"(84, 199)","[(41077, 1), (362147992775719488283105569992406296669609447986813L, 1)]"
"(85, 2)","[(9520972806333758431L, 1)]"
"(85, 3)","[(2663568851051, 1), (862970652262943171, 1)]"
"(85, 5)","[(1531, 1), (34563155350221618511L, 1), (8198241112969626815581L, 1)]"
"(85, 71)","[(29810825993277606516357506273888002365615338567707937442737604579250767477099435549144731984568314679086843840578947841L, 1)]"
"(85, 101)","[(760241L, 1), (91622521L, 1), (1471454969337235153306259932263673423498569241L, 1), (1826190366978675409043171529874403142483544856813805752196885723232001L, 1)]"
"(85, 103)","[(89932268419481L, 1), (5021545756322516916031L, 1), (33469905400708351L, 1), (43444806873055781995675502334629073733914518423952678883665773594613700163561L, 1)]"
"(85, 137)","[(91631, 1), (1182521, 1), (280719811, 1), (1835736268225943594062464644221948929789090674676130914351500881765956031608444306713281948964653105546017315711668461L, 1)]"
"(86, 2)","[(2932031007403, 1)]"
"(86, 3)","[(82064241848634269407L, 1)]"
"(86, 5)","[(1549, 1), (9547, 1), (7866608083, 1), (1628744948329, 1)]"
"(86, 7)","[(947, 1), (19867, 1), (20899, 1), (163573, 1), (235211, 1), (3799051, 1), (4749781, 1)]"
"(86, 17)","[(8171, 1), (279119267104661, 1), (1976815271971094795525780184146983L, 1)]"
"(86, 19)","[(2753, 1), (45597803, 1), (55578787747850091391L, 1), (69456939989229889776307L, 1)]"
"(86, 23)","[(22780364741027450075819291264641969166345360069L, 1), (65542806503, 1)]"
"(86, 31)","[(173, 1), (2428604265313757770804574128250982331185007279645995324037847L, 1)]"
"(86, 37)","[(173, 1), (1033, 1), (1055189557, 1), (633412840509556667989937L, 1), (5966597833179332152946555293L, 1)]"
"(86, 61)","[(71677392966274019818913422653495727171L, 1), (13225406060478424500404040631292115391L, 1)]"
"(86, 67)","[(282267905248112239896157402235167971303677958338823073344756974543779478651L, 1), (173, 1)]"
"(86, 73)","[(173, 1), (10365855782555514499348064112464908569443121576258719828497376789974942979309L, 1)]"
"(86, 173)","[(1257653572517230687642817L, 1), (500684192938133943143427241L, 1), (15714778966422801709278240819930419652866981L, 1)]"
"(87, 2)","[(4177, 1), (9857737155463, 1)]"
"(87, 3)","[(74821, 1), (32234893, 1), (150224123975857, 1)]"
"(87, 61)","[(162517, 1), (164953, 1), (18950341, 1), (3784060997131, 1), (4869225821434941096345267735970640469463221973303329604478871274207411L, 1)]"
"(87, 67)","[(1793327168785532991610345306773324557284648652550324950306969035986167709587824765498781851349192679601L, 1)]"
"(88, 2)","[(353, 1), (2931542417, 1)]"
"(88, 3)","[(89, 1), (2382953, 1), (56625998353, 1)]"
"(88, 5)","[(9080418348371887359375390001L, 1)]"
"(88, 7)","[(89, 1), (8713, 1), (8206973609150536446402438593L, 1)]"
"(88, 11)","[(353, 1), (1298256794387169996154165633L, 1), (13585441, 1), (72689, 1)]"
"(88, 17)","[(353, 1), (4578289, 1), (10220537742525964173135803376631640231153L, 1)]"
"(88, 19)","[(89, 1), (121434809, 1), (50766225049, 1), (18815582771569, 1), (136872109280136121, 1)]"
"(88, 23)","[(89, 1), (425965856603905306199831702308349603489L, 1), (77686774927081, 1)]"
"(88, 29)","[(89, 1), (353, 1), (617, 1), (1521741545017, 1), (1062009809976544695855821703343010606777L, 1)]"
"(88, 41)","[(89, 1), (86857, 1), (218404913, 1), (5464786215794929, 1), (3518225751306735179725354195790881L, 1)]"
"(88, 43)","[(89, 1), (2113, 1), (89849, 1), (267606343535521, 1), (489324727930193, 1), (98592022837426421278798769L, 1)]"
"(88, 53)","[(3195809, 1), (260569, 1), (307733625977009, 1), (13464266454409, 1), (9808793019589169, 1), (16220249, 1), (1704121, 1)]"
"(88, 61)","[(89, 1), (353, 1), (11969, 1), (125753, 1), (11576489, 1), (204084275737, 1), (21591656890687049, 1), (107344564223253404451097L, 1)]"
"(88, 73)","[(353, 1), (617, 1), (151605697, 1), (241754156843057, 1), (42733163887288641366061187822184789342181628969L, 1)]"
"(88, 89)","[(9857, 1), (17518611358249, 1), (8518828678927536372569L, 1), (617, 1), (6767785980567718129, 1), (153901963067539721, 1)]"
"(88, 109)","[(353, 1), (18217, 1), (68993, 1), (36286016273849, 1), (195103037201400513520898643502911696596482050932687779793L, 1)]"
"(88, 193)","[(89, 1), (1019129, 1), (23496353, 1), (12407170067062206519676851608583421302583028236978340337969890307268126184657L, 1)]"
"(88, 241)","[(89, 1), (1281193, 1), (1651409, 1), (288020941649849, 1), (3518831135060873534706323803183923358309572959508307119346902235193L, 1)]"
"(90, 3)","[(387631, 1), (755551, 1)]"
"(90, 5)","[(60081451169922001, 1)]"
"(90, 7)","[(541, 1), (154351, 1), (295831, 1), (7777981, 1)]"
"(90, 17)","[(2220161311, 1), (152924817473166888991L, 1)]"
"(90, 19)","[(6661, 1), (735546785834162565719034301L, 1)]"
"(90, 23)","[(189901, 1), (35799017131, 1), (70648899716680111, 1)]"
"(90, 29)","[(32491, 1), (3853068039070290541742315720851L, 1)]"
"(90, 37)","[(181, 1), (1531, 1), (51031, 1), (3064517509210214524067374561L, 1)]"
"(90, 41)","[(100697041, 1), (5055942819747986639554204337041L, 1)]"
"(90, 43)","[(33007141, 1), (13775424211, 1), (3511846347176763053551L, 1)]"
"(90, 53)","[(2933641, 1), (82265325597019395555649141848000841L, 1)]"
"(90, 67)","[(2251, 1), (31135277544121, 1), (955363120461915214025510731L, 1)]"
"(90, 71)","[(269278440007835840336390310259931690983460641L, 1)]"
"(90, 73)","[(631, 1), (42644288251, 1), (19492140348955797407872776726661L, 1)]"
"(90, 79)","[(181, 1), (97021, 1), (91552273872751, 1), (2171888946552969254150191L, 1)]"
"(90, 97)","[(4051, 1), (38611, 1), (105751, 1), (20647171, 1), (1409625566198634286497382021L, 1)]"
"(90, 101)","[(1269735880923854815189237525873915537785098821201L, 1)]"
"(90, 109)","[(94771, 1), (6285784806293465881, 1), (13280099037700815658385731L, 1)]"
"(90, 127)","[(309948482901956054023804566207392705201289556032001L, 1)]"
"(90, 163)","[(366187501, 1), (337908478963172316077066681725447264854375061L, 1)]"
"(90, 199)","[(271, 1), (433981, 1), (172940851, 1), (731368565332083444714604360577710565401L, 1)]"
"(91, 2)","[(911, 1), (112901153, 1), (23140471537, 1)]"
"(91, 5)","[(9680647790568589086355559L, 1), (17499733663152976533452519L, 1)]"
"(91, 7)","[(7304123737, 1), (231410451435538144122809L, 1), (3565837331172073232378945297L, 1)]"
"(91, 13)","[(10193L, 1), (34763L, 1), (1326781L, 1), (4360058677522333400302555160685378238981L, 1), (72019220497491955875703699L, 1)]"
"(91, 19)","[(111372552514164781899670710272036735926703976961131660860368530051797634505591051484642574481L, 1)]"
"(91, 29)","[(547, 1), (19753189, 1), (12038049479, 1), (14562475667481821232453230594294388275795091692751740849092507996181274251950547363753L, 1)]"
"(91, 31)","[(2549, 1), (1661479, 1), (473516688426601, 1), (1122399563430440797573237387545143L, 1), (102672478567468007638784142574112507144367962863477L, 1)]"
"(91, 37)","[(2549, 1), (26573, 1), (11041293238428365159659092985103273542237997771399L, 1), (105875272801990118879332954451054675864613464570305734647L, 1)]"
"(91, 43)","[(6553, 1), (260807, 1), (56581799, 1), (104490569, 1), (8881111833959, 1), (1043575088701711567, 1), (42462478204676779252079983403518638962617269889407330393631417L, 1)]"
"(91, 53)","[(2003, 1), (246247, 1), (2390207, 1), (39915814705313, 1), (63780200576184872630309021051253016960163L, 1), (4594854834268440755426699270951499959123453931601878817L, 1)]"
"(91, 71)","[(911, 1), (1636363, 1), (886835041, 1), (3882322774998252313, 1), (27887919387363206472757L, 1), (134490674659267629818343648021982996205047340920379138393572962476112977537L, 1)]"
"(91, 79)","[(19997251, 1), (25917889999, 1), (3641960770621836335756350196614777L, 1), (22269623809049566050691864299427960175105909799731999566147157669817880126565727180877L, 1)]"
"(91, 127)","[(3698969L, 1), (84408413505965278992183126413870860895706337620698498472594378529L, 1), (94616810440880562364651712505797418019661663037905809819204954666009222489133321L, 1)]"
"(91, 131)","[(547, 1), (55147, 1), (864137, 1), (2983163, 1), (7748901707, 1), (14766260757957509711L, 1), (1278493124296205481306846603936220146928287301481L, 1), (24222973771904412352044494444118949381427007678497795447L, 1)]"
"(91, 157)","[(1976818516526309, 1), (9633963866999837, 1), (6640917819141649305686670957001529893393314773918727982878553257464679119799910900873635413992246612518554795256645854881382497L, 1)]"
"(91, 211)","[(24322663, 1), (557029721951986561847928269L, 1), (16382649111135702821144590480707199474901199472663546201339345874270781851145319246534652344304006627729510297447817820120767634052963L, 1)]"
"(92, 2)","[(1657, 1), (30269, 1), (277, 1), (1013, 1)]"
"(92, 17)","[(1511845630837, 1), (909379032187982366535129290548012827355069L, 1)]"
"(92, 19)","[(183635682448662451179177971992641803019682323350468485561L, 1)]"
"(92, 29)","[(675608716093, 1), (11521850777266091521752887984895185981L, 1), (829, 1), (3429444597413, 1)]"
"(92, 37)","[(277, 1), (461, 1), (54316709, 1), (144359243297973228127010322663115931256068437734666786181L, 1)]"
"(92, 41)","[(19318316874022005768653L, 1), (4745283154682354674668738387982199729416165804277L, 1)]"
"(92, 43)","[(745379129239175934975670237259231481519242772048234808061272452265154473L, 1)]"
"(92, 47)","[(37334401304172991457270127911373166023860064516647789714473145546226016993L, 1)]"
"(92, 61)","[(277, 1), (132393716022377, 1), (97734726175901699071239029441957195947536553164223396466616749L, 1)]"
"(92, 67)","[(371602261, 1), (598571776588864011229671568610555245500855128126584265911538019565205173L, 1)]"
"(92, 89)","[(36341L, 1), (20149L, 1), (296394996449L, 1), (121982942977501484057291189891754869L, 1), (2240191382006977680425600834549L, 1)]"
"(92, 97)","[(111229, 1), (7635448921, 1), (13803694783226318706881L, 1), (223286361045086088914823798980192665208841575834717L, 1)]"
"(92, 109)","[(277, 1), (4249924453, 1), (19257547457, 1), (5748968597231307835888226321L, 1), (3401554744914323654742217777787170508833L, 1)]"
"(93, 2)","[(658812288653553079, 1)]"
"(93, 3)","[(1117, 1), (26273701844015319144827917L, 1)]"
"(93, 5)","[(31, 1), (148429, 1), (878851, 1), (172974812463239310024750410929L, 1)]"
"(93, 7)","[(5463751, 1), (2211164386353499, 1), (36148617745189465516342817701L, 1)]"
"(93, 13)","[(1303L, 1), (6953421404898804540031541059209313L, 1), (6377362657L, 1), (109711631401199502223L, 1)]"
"(93, 19)","[(37537033L, 1), (5313524497L, 1), (252322311240290935481740395615054925529652499675304653560001L, 1)]"
"(93, 27)","[(73359691843377278752103317712455408871941453709380600726770643232683599826872817565929L, 1)]"
"(93, 37)","[(54338807279130949, 1), (209701012315406761, 1), (569537188069443996973L, 1), (1853446606252163675253113829621552521377L, 1)]"
"(93, 61)","[(3861547L, 1), (2861180527L, 1), (4217348184098188407259043629L, 1), (2781425204632126789344402086875548559493549980838108154037548601L, 1)]"
"(93, 67)","[(31L, 1), (29608529646194461L, 1), (210869446573L, 1), (186709555858633494191988799450732446285398934075809504174497058230464002676041023L, 1)]"
"(93, 73)","[(373, 1), (921073, 1), (1421041, 1), (3284456294923, 1), (3875336160474811842710515096978646197700207731780319028705672213086451353895839025127L, 1)]"
"(93, 125)","[(247114592858611, 1), (2619475147786243221682441564765834085031894176855868169779152514905083781606453302669371739151283560390355875491L, 1)]"
"(94, 2)","[(165768537521, 1), (283, 1)]"
"(94, 13)","[(498851139881, 1), (3245178229485124818467952891417691434077L, 1)]"
"(94, 17)","[(376553596265540610859519781774238300113239103005482631793L, 1)]"
