p,	r,	result
5,	3,	x^204 + x^203 + 3*x^9 + 2	2^4 * 3^2 * 7 * 13 * 31 * 103 * 409 * 601 * 1973 * 3061 * 6733 * 8467 * 20129 * 45289 * 90271 * 317731 * 528667 * 4613053 * 19724557 * 34288117 * 41540861 * 466344409 * 12447002677 * 60119016343 * 654652168021 * 26837241260899651321
5,	4,	True	2^6 * 3 * 13 * 17^2 * 137 * 313 * 409 * 1973 * 3061 * 11489 * 20129 * 45289 * 623017 * 999329 * 41540861 * 466344409 * 12447002677 * 938894988049 * 1361753880209 * 4959636586609 * 17298244498006001776733260622470717119751907722059351560259725074404263356882341457
5,	5,	True	
5,	6,	True	
5,	7,	True	
7,	1,	x^68 + x^67 + 3*x^7 + 5	2^5 * 3 * 5^2 * 137 * 14009 * 59361349 * 2767631689 * 29078814248401 * 133088039373662309
7,	2,	x^136 + x^135 + x^8 + 3	2^6 * 3 * 5^2 * 137 * 1201 * 14009 * 20129 * 94793 * 59361349 * 2767631689 * 29078814248401 * 133088039373662309 * 638991748543082113037456009420293477766438233
7,	3,	True	2^5 * 3^2 * 5^2 * 13 * 19 * 43 * 103 * 137 * 181 * 2857 * 14009 * 365773 * 1135261 * 12192877 * 59361349 * 85647973 * 2316281689 * 2767631689 * 10879733611 * 29078814248401 * 90920746649833 * 133088039373662309 * 5086481441583177338046988872433147843691941
7,	4,	True	
7,	5,	True	
7,	6,	True	
11,	1,	x^68 + x^67 + 4*x^2 + 6	2^4 * 3 * 5 * 61 * 137 * 71707 * 264793 * 2218331 * 2481791513 * 9598959833 * 641625222857 * 50544702849929377
11,	2,	x^136 + x^135 + 5*x^3 + 2	2^5 * 3 * 5 * 61 * 137 * 409 * 7321 * 11969 * 71707 * 264793 * 2218331 * 2481791513 * 9598959833 * 641625222857 * 739755736441 * 14387579997041 * 50544702849929377 * 85554906358182623545481335980971521
11,	3,	True	
11,	4,	True	
13,	1,	x^68 + x^67 + 6*x^7 + 2	2^4 * 3 * 5 * 7 * 17^2 * 103 * 443 * 1021 * 897329 * 61165661 * 75094577 * 6152936617 * 15798461357509 * 617886851384381281
13,	2,	x^136 + x^135 + 6*x^4 + 2	2^5 * 3 * 5 * 7 * 17^2 * 103 * 137 * 409 * 443 * 1021 * 14281 * 897329 * 61165661 * 63104137 * 75094577 * 6152936617 * 15798461357509 * 617886851384381281 * 55444393239496164406865681531894115168657269299195964355161
13,	3,	True	
13,	4,	Regular
17,	1,	Regular
17,	2,	Regular
17,	3,	Regular
17,	4,	Regular
19,	1,	x^68 + 2*x^67 + 7*x^4 + 10	2^4 * 3^2 * 5 * 137^2 * 181 * 3044803 * 99995282631947 * 3084256577008769 * 274019342889240109297 * 1433250916087597060721
19,	2,	True	2^5 * 3^2 * 5 * 17^2 * 137^2 * 181 * 409 * 3833 * 3044803 * 29935777 * 99995282631947 * 3084256577008769 * 274019342889240109297 * 1433250916087597060721 * 2168875009642198021909889 * 15333095456657598053138817864448807737966993529
19,	3,	True	
19,	4,	True	
23,	1,	x^68 + x^67 + 5*x + 11	2^5 * 3 * 5 * 11 * 53 * 103 * 239 * 6121 * 117539 * 209209825938101 * 246160726106632349 * 62246266355102810647 * 24913194075042688582253
23,	2,	True	2^6 * 3 * 5 * 11 * 53 * 103 * 137 * 239 * 6121 * 117539 * 139921 * 209209825938101 * 246160726106632349 * 62246266355102810647 * 24913194075042688582253 * 283162745757740538620032064126776401913969 * 36460554659880941301048884106428122954528457
23,	3,	True	
29,	1,	x^68 + x^67 + 17*x + 26	2^4 * 3 * 5 * 7 * 421 * 1973 * 3911 * 354553 * 1977917 * 3877667 * 31618925959007 * 33505187587603 * 176416285087852792172419157313795755429257
29,	2,	True	
29,	3,	True	
31,	1,	x^68 + x^67 + 5*x + 11	2^7 * 3 * 5 * 13 * 37 * 103 * 1399577 * 224499664484159761 * 6841661642646463343047 * 751670559138758105956097 * 1682325489672499143634073
31,	2,	True	
31,	3,	True	
37,	1,	x^68 + x^67 + 32*x + 19	2^4 * 3^2 * 5 * 19 * 103 * 137 * 613 * 109172471 * 273625201 * 644883919741 * 189475557532747 * 116629519884015113797687 * 861986391745785870195282127717
37,	2,	True	
37,	3,	True	
41,	1,	x^68 + x^67 + 3*x + 30	2^5 * 3 * 5 * 7 * 29^2 * 2381 * 207401 * 201815909 * 9735618617 * 275514283249 * 323824851129646973 * 3067236223676378100917 * 62240958750018457814374721
41,	2,	True	
41,	3,	True	
43,	1,	x^68 + x^67 + x + 12	2^4 * 3 * 5^2 * 7 * 11 * 37 * 647 * 5849 * 178501 * 4917999089 * 56770350869 * 3807926835707 * 27147048848953409 * 17866253281093962936377503532515162262314133
43,	2,	True	
43,	3,	True	
47,	1,	x^68 + x^67 + x + 33	2^6 * 3 * 5 * 13 * 17^2 * 23 * 3571 * 10099 * 11048879 * 2127357527 * 7550870927 * 50246304977640328639 * 18901051905219282070588792254842207435298221168846321
47,	2,	True	
47,	3,	True	
53,	1,	x^68 + 2*x^67 + 8	2^4 * 3^3 * 5 * 13 * 281 * 647 * 4013 * 12479 * 25127 * 42994282039 * 3521637765697 * 121936356626073149 * 16305603973892817227630101 * 921162726234689018575229340157
53,	2,	True	
59,	1,	x^68 + x^67 + 6*x + 30	2^4 * 3 * 5 * 29 * 137 * 443 * 613 * 1429 * 1741 * 9521 * 144016657 * 29890414969 * 361353204962363828785531 * 12942545206532387676530442881 * 21199857783625129028395239857
59,	2,	True	
61,	1,	x^68 + x^67 + 4*x + 51	2^4 * 3 * 5 * 31 * 103 * 137 * 1861 * 251833139 * 41451969721 * 143582868976132833179 * 362759437743508955104646759 * 237778335277886314978539703117168585189379393
61,	2,	True	
67,	1,	x^68 + x^67 + 12	2^4 * 3 * 5 * 11 * 17^2 * 239 * 443 * 449 * 613 * 647 * 953 * 92821 * 4938229 * 11070911 * 294493366129 * 220718351121029 * 167960475074147217881 * 19613599748587997197568535254346984149
67,	2,	Regular
71,	1,	x^68 + x^67 + 33	2^5 * 3^2 * 5 * 7 * 239 * 953 * 2521 * 3652120847 * 484563667343825089 * 524830642686927741313 * 431485823150027282220549337 * 331254534010905614133145509445005474817
71,	2,	True	
73,	1,	x^68 + 2*x^67 + 11	2^5 * 3^2 * 5 * 13 * 37 * 41 * 103 * 137 * 239 * 443 * 810697 * 155072369 * 909139159 * 8947526293 * 34140570383 * 6575292350287 * 521664723159240185362364631357646675073518741865942521
73,	2,	True	
79,	1,	x^68 + x^67 + 11*x + 68	2^6 * 3 * 5 * 13 * 103 * 2789 * 3121 * 6786673 * 290194897 * 325859231 * 6860024417 * 11368765063 * 37054665192397 * 1027740834619199 * 51251423426203583074489711201087333105675937
79,	2,	True	
83,	1,	x^68 + x^67 + 2*x + 54	2^4 * 3 * 5 * 7 * 13 * 41 * 53 * 409 * 1259 * 8161 * 107509 * 35027957 * 17056050293 * 71637897967 * 143097971175115205784973 * 239326669199586064290851695480962057467097980595244817053
83,	2,	True	
89,	1,	x^68 + x^67 + 2*x + 23	2^5 * 3^2 * 5 * 11 * 17^2 * 103 * 233 * 409 * 1973 * 79561 * 1702753891507 * 2738039191709 * 13995372836850701 * 87377275181290637 * 89980654562212138538847396579989449413750314954831461
89,	2,	True	
97,	1,	x^68 + 2*x^67 + 23	2^7 * 3 * 5 * 7^2 * 941 * 109141 * 170851 * 280609141 * 11619465178051 * 3836693033885472349 * 2562620174251374581441 * 383714355458323260741173 * 62065212901958868055012327674641
97,	2,	True	
101,	1,	x^68 + x^67 + 8	2^4 * 3 * 5^2 * 17^2 * 137 * 239 * 613 * 1021 * 4217 * 5101 * 13397 * 33797 * 40162093 * 59167481 * 12338123580442797472571 * 509808067590118561775743949 * 19013837280920202304385736482307697718629
101,	2,	Regular
103,	1,	Regular
103,	2,	Regular
107,	1,	x^68 + x^67 + 5*x + 104	2^4 * 3^3 * 5^2 * 53 * 137 * 229 * 239 * 613 * 71741 * 3531989 * 37229117 * 1223777782025796446154678030559 * 298001434996696772340986314384801 * 109999930010319717178075801313483345305129
107,	2,	True	
109,	1,	x^68 + x^67 + x + 96	2^4 * 3^3 * 5 * 11 * 13 * 137 * 457 * 63659017 * 116480154499 * 1621391277161 * 333356060028833 * 3377581535801757530443 * 33437569335701355654834907433 * 400706797255068758036954693985521
109,	2,	True	
113,	1,	x^68 + x^67 + 2*x + 86	2^6 * 3 * 5 * 7 * 19 * 103 * 1259 * 1277 * 2857 * 21557 * 1556610373 * 363839516808129960023 * 315502744506640028320139611 * 174809866357174623802172877519644952636323491115053278922192921
113,	2,	True	
127,	1,	x^68 + 3*x^67 + 106	2^9 * 3^2 * 5 * 7 * 103 * 1613 * 2551 * 27847 * 527532101 * 75755912653 * 217818765181 * 724924173209 * 2851227668371 * 115512048133057 * 28933406133803580289316781954860019539473269792462721193
127,	2,	True	
131,	1,	x^68 + x^67 + x + 103	2^4 * 3 * 5 * 11 * 13 * 8581 * 183023 * 167517083 * 811487113 * 291092780479 * 1230013458281 * 155445494017421 * 40788001366633755926654180767 * 56684544878020402022286673088427167160810888977
131,	2,	True	
137,	1,	Regular
137,	2,	Regular
139,	1,	x^68 + 2*x^67 + 50	2^4 * 3 * 5 * 7 * 23 * 137 * 9661 * 20333 * 129866333 * 50368445538589 * 59679080132957 * 12833266828706939137 * 388341648605203039829 * 1361047182079565300053 * 19280734247020792831714817410268977
139,	2,	True	
149,	1,	x^68 + x^67 + x + 137	2^4 * 3 * 5^2 * 17^2 * 37 * 653 * 8501 * 11969 * 8374609 * 58623980602574814493658509657779617 * 59416196556663663338167408436938801 * 240436104860366455860415323643945713149416627434610493
149,	2,	True	
151,	1,	x^68 + x^67 + 4*x + 96	2^5 * 3 * 5^2 * 13 * 19 * 137 * 877 * 953 * 3673 * 148768021 * 1670484533 * 332742740653241618477 * 494318949331771700358346877 * 1452855220556867534640988390127067172127915056890737089498055890537
151,	2,	True	
157,	1,	x^68 + x^67 + 96	2^4 * 3 * 5^2 * 13 * 17^2 * 29 * 79 * 1021 * 4330717 * 29893753 * 80643501733 * 219109445957221 * 56167770380487349 * 137141688616858069571325203831551601 * 1127393922686813530264732394497718762175125333
157,	2,	True	
163,	1,	x^68 + x^67 + 107	2^4 * 3^4 * 5 * 41 * 239 * 2657 * 398311 * 409429 * 699996925241 * 6410257248152820342421 * 352573197630695360418041 * 9387744277787391265842161 * 6567888092632027104371817087234951267752036177
163,	2,	True	
167,	1,	x^68 + x^67 + 136	2^5 * 3 * 5 * 7 * 83 * 103 * 137 * 2687 * 2789 * 4217 * 17477 * 19687 * 42331 * 3172201 * 152747449 * 28586084393 * 220933952077 * 10450931351717 * 662129015625375368563794950964529 * 363806729195908908624615959519987921
167,	2,	True	
173,	1,	x^68 + x^67 + x + 129	2^4 * 3 * 5 * 29 * 41 * 43 * 73 * 137 * 443 * 1123 * 6053 * 72421 * 202777 * 3818484859141 * 7125446524701937937810595211 * 576601210794774030777521445754267 * 1807232209602754059131421443215804310113349537197
173,	2,	True	
179,	1,	x^68 + x^67 + 115	2^4 * 3^2 * 5 * 37 * 89 * 103 * 433 * 647 * 1259 * 3299 * 3877 * 658649 * 2112727 * 9316273 * 134819317 * 9842784577 * 24887487950651 * 13078698636668473040557357 * 253392237914951050657395225633685218746238809941176553
179,	2,	True	
181,	1,	x^68 + x^67 + 5*x + 54	2^4 * 3^2 * 5 * 7 * 13 * 137 * 16381 * 17851 * 167077 * 213589 * 18351277573 * 2071601819607009490747 * 1334330052880007782765169510725896497 * 700348605443069899261170153256404625385106924900145929578981
181,	2,	True	
191,	1,	x^68 + x^67 + 76	2^8 * 3 * 5 * 17^2 * 19 * 29 * 37 * 14723 * 1651313 * 5520363233096969 * 128363131225773541298688779 * 3153651086937051299292748168322873857 * 104867103176728659908504786325667126349555633073009627817
191,	2,	True	
193,	1,	x^68 + x^67 + 15	2^8 * 3 * 5^3 * 97 * 103 * 137 * 149 * 307 * 409 * 6359 * 17341 * 20707 * 51910351 * 8218849241 * 81968898621607 * 16020872865349477 * 863636173643499101 * 96368938821221041583444020476673997930413400401397833801757
193,	2,	True	
197,	1,	x^68 + x^67 + 124	2^4 * 3^2 * 5 * 7^2 * 11 * 103 * 137 * 613 * 3881 * 6359 * 185233 * 9685006281551157807362016979 * 268352143881777757718998568519 * 26479394305752407552596344343706402461102925262924764332376638356761969857
197,	2,	True	
199,	1,	x^68 + 2*x^67 + 179	2^5 * 3^2 * 5^2 * 11 * 239 * 19801 * 5485153 * 24354643 * 57083519 * 127184130617 * 4283257873297157 * 188496759441823018757 * 106494301832153013574471071679 * 67155305787854244779870155041883050981084181429
199,	2,	True	
211,	1,	x^68 + x^67 + 3*x + 75	2^4 * 3 * 5 * 7 * 53 * 113 * 137 * 197 * 239 * 1259 * 29173 * 198221 * 258809 * 1840995175757 * 227198995307334019 * 473657018821793557815477348357239 * 4644080908356458911263206023825539615803499972117252103325595949
211,	2,	True	
223,	1,	x^68 + x^67 + 2*x + 71	2^7 * 3 * 5 * 7 * 37 * 4973 * 538357 * 2475269 * 263912591 * 1962495871507 * 49438818584964793 * 71889554323696133 * 759909044035393075337 * 1049673219818293163690112003363452140787614963934844419928813689
223,	2,	True	
227,	1,	x^68 + x^67 + x + 13	2^4 * 3 * 5 * 19 * 113 * 409 * 613 * 1021 * 1531 * 5153 * 3711781 * 1124074001 * 8708576881065882403255690631 * 16017052497047767693190322423277 * 79770977991481783761684329576977 * 335519829221395957851183657118109
227,	2,	True	
229,	1,	x^68 + x^67 + 6	2^4 * 3 * 5 * 13 * 19 * 23 * 103 * 409 * 919 * 2017 * 6733 * 178501 * 81232699 * 3966871427 * 22385015473 * 556874741581 * 3077964827568247 * 30636296182851773 * 152991566765219311864699 * 3969028587821486503833517236349986121253
229,	2,	True	
233,	1,	x^68 + x^67 + x + 17	2^5 * 3^2 * 5 * 13 * 29 * 61 * 89 * 103 * 239 * 6359 * 165787221569 * 4543112268347 * 18791142929873 * 100613938618147 * 25542161907295519 * 5693528163037852911372728965559617717893403343080532661184639829650351464577
233,	2,	True	
239,	1,	Regular
239,	2,	Regular
241,	1,	x^68 + 5*x^67 + 171	2^6 * 3 * 5 * 11^2 * 113 * 257 * 429659 * 398995033 * 762172382317 * 3976638408841039 * 75480425825330621 * 130040455502022144850071352126349600657 * 55146402705999547336424509033908198010498211286039967981
241,	2,	True	
251,	1,	x^68 + x^67 + 230	2^4 * 3^2 * 5^3 * 7 * 17^3 * 109 * 1259 * 4679112798855277 * 196348231651790731576091655819453139 * 249180043038801367302733789834105034017 * 774354377509926746109397636582431253195534243100010105311189
251,	2,	True	
257,	1,	True	2^10 * 3 * 5^2 * 43 * 137 * 1321 * 3571 * 26317 * 115057 * 2080223 * 3700391 * 112275923 * 116898623315329 * 515476595606200667441 * 3160167375768073515250530771525793 * 70580945534433733225072722590583137771165295255853
257,	2,	True	
263,	1,	True	2^5 * 3 * 5 * 11 * 131 * 137 * 1327 * 1667 * 6917 * 203321 * 14758109 * 84004624433 * 13016527353881 * 481003352262457 * 1160526435698524109256194429 * 135777057372819371711587821311440708238863314522143729109939088490509
263,	2,	True	
269,	1,	True	2^4 * 3^3 * 5 * 67 * 97 * 307 * 373 * 613 * 16661 * 184859 * 671603 * 316002971 * 51295378286479698826633 * 3528752531047492846706369 * 13294591308832143571465273568657 * 1078517465604628004471686839037083939620288608049
269,	2,	True	
271,	1,	True	2^6 * 3^3 * 5 * 17^2 * 2687 * 36721 * 40189 * 850149193 * 314850970169 * 67127727457261655724157 * 18458331994855269261666170149967359 * 842395906132081340675203704376275231626277597841977925073346858197497
271,	2,	Regular
277,	1,	True	2^4 * 3 * 5 * 23 * 139 * 7673 * 12377 * 956941357 * 4397024909 * 251149560317 * 37713650292809 * 127296364355357 * 96715456766344663998786613694071433 * 343006776256814980958587188664458609049202553453153355880249
277,	2,	True	
281,	1,	x^68 + x^67 + x + 229	2^5 * 3 * 5 * 7 * 13 * 47 * 137 * 613 * 3037 * 3061 * 4421 * 20333 * 87041 * 123872473 * 780432839 * 795846262307 * 751195331953007 * 1943183757726936004330287853223 * 23083835925473976365753536944132117914527688899288253681439581
281,	2,	True	
283,	1,	True	2^4 * 3 * 5 * 47 * 71 * 137 * 307 * 2381 * 8009 * 1266263 * 1580797 * 357035368472767 * 1998249256566970064923 * 105286777754330794622801 * 4338991220136444445026876061421 * 125657961317661957241862014958477264826318270493
283,	2,	True	
293,	1,	True	2^4 * 3 * 5^2 * 7^2 * 17^2 * 73 * 101 * 137 * 647 * 26113 * 34171 * 509384669 * 3685854661 * 11868672877 * 16377903776501 * 26845368964417 * 6469070567029710594223 * 170448442282039310819399 * 5216637061042311120973201443928152404752709
293,	2,	True	
307,	1,	Regular
307,	2,	Regular
311,	1,	True	2^5 * 3 * 5 * 13 * 31 * 137 * 353 * 5101 * 11527 * 1134649 * 3918246517569193 * 1960979995560857679344089 * 129837577167416568301468550141603 * 51697128853977970110643025062454720590116809479484871589070058413676388489
311,	2,	True	
313,	1,	True	2^5 * 3 * 5 * 13 * 97 * 101 * 137 * 157 * 15233 * 10231349 * 43296893 * 439544453 * 51470690153 * 621027840481 * 642681586231 * 13246565380514038381666341431 * 164347877098780422437995725977 * 285367725857674769364309617639416822757
313,	2,	True	
317,	1,	True	2^4 * 3 * 5 * 13 * 53 * 79 * 103 * 409 * 773 * 1327 * 8501 * 14901283 * 30162481201 * 99915390233 * 3815826443477 * 6518518928777 * 13343458655629 * 51257353114986779 * 319537408167471961067273 * 100759116701497255625238525606167450565941
317,	2,	True	
331,	1,	True	2^4 * 3 * 5 * 11 * 29 * 83 * 103 * 307 * 647 * 1889 * 2143 * 20163701 * 49882829 * 3220318093 * 5594804041 * 7580566663 * 136219001651 * 125734672822009 * 65687724032159167 * 1152707391596508023 * 597502107864400480277 * 39805897354332221077312889
331,	2,	True	
337,	1,	True	2^6 * 3 * 5 * 7 * 13^2 * 41 * 137 * 277 * 1361 * 37164143 * 116927169907 * 46348052123437866253 * 60227864741094026321 * 460862711858233719361 * 65285195033209123101517 * 8619462266230433949280492523803615622709342392261185781
337,	2,	True	
347,	1,	True	2^4 * 3 * 5 * 29 * 137 * 173 * 647 * 9181 * 12041 * 52259 * 775949 * 660444221 * 6189325320042447946850775456662227 * 7416987710928274549714324936287283 * 3809520055971880299544779568463527755459621334002376944865213145833
347,	2,	True	
349,	1,	True	2^4 * 3 * 5^2 * 7 * 29 * 953 * 40189 * 60901 * 22239828979 * 24106349249 * 118040597827 * 3403513872222613 * 19306718734026833 * 95395472366403058589 * 7459610729089393413198726138613 * 48579497069650837158750489392148277337201
349,	2,	True	
353,	1,	True	2^7 * 3 * 5 * 11 * 17^2 * 59 * 733 * 5101 * 229127 * 34045493 * 131502821 * 388699561 * 1934710505331954435104425243 * 29234613455233019636833973981 * 5838194216602331724856571598516173865921773552499883943142381124348325197
353,	2,	True	
359,	1,	True	2^5 * 3^2 * 5 * 13 * 179 * 4957 * 9181 * 872237 * 15491474129 * 85001215236190499 * 898043687440549395595979 * 75910722518927234856037496146145195279057 * 46709126529452971648082964137079147294440454856477117573372057
359,	2,	True	
367,	1,	True	2^6 * 3 * 5 * 23 * 61 * 137 * 239 * 613 * 1429 * 3061 * 13469 * 21149 * 86837 * 564401 * 222140031664721 * 602876618459475469 * 4135911645175030482587489 * 5232862155687814650880639653541427 * 521681421702670968967877761980188798755661477
367,	2,	True	
373,	1,	True	2^4 * 3 * 5 * 11 * 17^2 * 31 * 103 * 137 * 409 * 13913 * 21557 * 3231803 * 320126816535212833 * 45482137022899981902659869187 * 1366689872360946805293677612956591150247 * 2856071784434540491005452698928158392188848850427315570850877
373,	2,	Regular
379,	1,	True	2^4 * 3^3 * 5 * 7 * 19 * 137 * 307 * 409 * 4421 * 17341 * 71821 * 3864781 * 372474374873630120411519433679 * 181708301810403180598098328526470160822561 * 3127061878818227647908443430322772220221597703367486520820440847350393353
379,	2,	True	
383,	1,	True	2^9 * 3 * 5 * 137 * 191 * 14669 * 491539 * 285421637 * 86379481457 * 160212909826237 * 698556419001437 * 12290733847328059 * 35392573061337296561 * 121574014548636640643370356313901 * 214939282377498767802608909887974530872321
389,	1,	True	2^4 * 3 * 5 * 13 * 29 * 97 * 103 * 137 * 2609 * 4013 * 34273 * 107855549 * 3191245563744871 * 2337419164423298359 * 24340474809778059473 * 860705006795357911007 * 429691827956397163345021 * 546017450653925975010001 * 744233306118693303950893
397,	1,	True	2^4 * 3^2 * 5 * 11 * 137 * 199 * 1429 * 8501 * 15761 * 55718734439 * 15081214058569189 * 50005942633125305344891535087 * 379800509407787467604266526930545344854881 * 791325046037867033778235784729757580140674582596643366247797
401,	1,	True	2^6 * 3 * 5^2 * 37 * 41 * 53 * 67 * 409 * 953 * 60793 * 1242803 * 1431667411 * 128994663461 * 184360851491 * 309584595283 * 1697788152564877597817 * 1158901823401867244421049 * 65369580085269772950800465478306692947858290669716685408248581
409,	1,	Regular
419,	1,	True	2^4 * 3 * 5 * 7 * 11 * 19 * 41 * 137 * 1429 * 2141 * 27031 * 1061141 * 4030237909367 * 5783144913237955578109 * 17118107126059525170489322804992797 * 327262963778521146444390389812733379938969 * 904611508702027525547740201335715879542241
421,	1,	True	2^4 * 3 * 5 * 7 * 13 * 17^2 * 103 * 211 * 307 * 401 * 2381 * 11720447 * 2109274563049508376684665959540121 * 82897036071433661978033997792970463 * 30872424600517269383579721139923943997 * 11109210203683145570457619285623783242193358013
431,	1,	True	2^6 * 3^3 * 5 * 43 * 293 * 317 * 2551 * 4217 * 14281 * 138041 * 663409 * 12677887 * 15214696279 * 47736107557471 * 113372534125337 * 26864763291226621966195841 * 7207588422437344041853399151226497 * 1421167074249264287526395538876617467130497
433,	1,	True	2^6 * 3^3 * 5 * 7 * 31 * 137 * 18749 * 21557 * 5263541 * 815027737 * 637135506367 * 3135617002117 * 108437582268843797 * 187193501074731629 * 766047452005451939 * 102542550525186299033749 * 134673106834771684642581209282517384164238030677
439,	1,	True	2^5 * 3 * 5 * 11 * 73 * 103 * 137 * 173 * 409 * 557 * 3622440683789806513 * 5088686079796700373943 * 4663365179725950653087872851160109016809 * 26432718269925027226332962030233479785026603070134594176218335606673668184998455353
443,	1,	Regular
449,	1,	True	2^8 * 3^2 * 5^2 * 7 * 103 * 137 * 409 * 5101 * 100801 * 180337 * 16738407163 * 38961875253093077 * 309576942841759856664383753 * 19961318116574214006951718281376893587273 * 2590793254814742177411068158953602400880903296209186136914261
457,	1,	True	2^5 * 3 * 5^2 * 19 * 229 * 409 * 4177 * 33457 * 821747 * 212793394262069 * 211028073899447333 * 617343184030149151 * 17189780197051181000036797 * 32032660788035138630676985022527178052460337879253476131086695070721372092443247913
461,	1,	True	2^4 * 3 * 5 * 7 * 11 * 23 * 137 * 443 * 613 * 6733 * 106261 * 50866177 * 32442926292899 * 6807852328274551913 * 938247277517581690336086979 * 4319079455720282327764102081 * 142678048185312500211718674408953 * 184264185455992530445285845869971
463,	1,	True	2^6 * 3 * 5 * 7 * 11 * 13 * 17^2 * 29 * 97 * 10847 * 88129 * 2488121 * 69432867826513 * 36222334262662398647 * 67335065332476908719 * 122852057059153065477623 * 470185539739521644939556365654870732489050596115597841011439853430151106470521
467,	1,	True	2^4 * 3^2 * 5 * 13 * 113 * 137 * 193 * 233 * 50287 * 808351 * 1174021 * 1507697 * 2491861 * 11531407 * 18027944771957777 * 41293199973948915847 * 547846429869065651639713368353 * 5937784582689205748380206041543010797648069877186496331484196518761
479,	1,	True	2^7 * 3 * 5 * 89 * 137 * 239 * 1021 * 1289 * 1667 * 2381 * 8297 * 13907 * 40551603939690272081 * 330592834542101256153510834131530073 * 908508509073940948748665146745104653 * 4459093073002866220368742043302438141126098101655535806864653
