p,	r,	result
7,	3,	True	2^4 * 3^2 * 11 * 19 * 29 * 31 * 43 * 71 * 113 * 191 * 211 * 421 * 911 * 2801 * 4733 * 51031 * 159871 * 309079 * 6568801 * 12128131 * 603926681 * 2127431041 * 11898664849 * 77192844961 * 338640865331157691 * 450798894542150330401 * 42693162668620904426304495389707999425601
7,	3,	True	2^4 * 3^2 * 11 * 19 * 29 * 31 * 43 * 71 * 113 * 191 * 211 * 421 * 911 * 2801 * 4733 * 51031 * 159871 * 309079 * 6568801 * 12128131 * 603926681 * 2127431041 * 11898664849 * 77192844961 * 338640865331157691 * 450798894542150330401 * 42693162668620904426304495389707999425601
7,	4,	Regular
7,	4,	Regular
7,	5,	True	
7,	6,	True	
11,	1,	Regular
11,	1,	Regular
11,	2,	Regular
11,	2,	Regular
11,	3,	Regular
11,	3,	Regular
11,	4,	Regular
11,	5,	Regular
13,	1,	x^70 + x^69 + 6*x + 2	2^3 * 3 * 7^2 * 11 * 29 * 71 * 211 * 2411 * 22079 * 30941 * 654221 * 759641 * 5229043 * 3357897971 * 16566575194331 * 707179356161321
13,	2,	x^140 + x^139 + 12*x^4 + 6	2^4 * 3 * 5^2 * 7^2 * 11 * 17 * 29 * 71 * 211 * 421 * 601 * 641 * 2411 * 22079 * 30941 * 654221 * 759641 * 5229043 * 3357897971 * 16566575194331 * 23161037562937 * 707179356161321 * 296376064934132422053161022580730249078367228427198561
13,	3,	True	
13,	3,	True	
13,	4,	Regular
17,	1,	x^70 + x^69 + x + 12	2^5 * 3^2 * 11 * 71 * 101 * 701 * 88741 * 966211 * 21998621 * 22796593 * 25646167 * 15030659834591591 * 512718953215732865581052501
17,	2,	True	2^6 * 3^2 * 5^2 * 11 * 29 * 71 * 101 * 281 * 701 * 21881 * 63541 * 88741 * 966211 * 5766433 * 21998621 * 22796593 * 25646167 * 100688449 * 15030659834591591 * 348838692130131428210021 * 512718953215732865581052501 * 1179552870542516698915727867308021
17,	2,	True	2^6 * 3^2 * 5^2 * 11 * 29 * 71 * 101 * 281 * 701 * 21881 * 63541 * 88741 * 966211 * 5766433 * 21998621 * 22796593 * 25646167 * 100688449 * 15030659834591591 * 348838692130131428210021 * 512718953215732865581052501 * 1179552870542516698915727867308021
17,	3,	True	
17,	3,	True	
17,	4,	Regular
19,	1,	x^70 + x^69 + 9*x^2 + 2	2^3 * 3^2 * 5^2 * 11 * 71 * 151 * 197 * 701 * 911 * 2251 * 70841 * 226871 * 65365284260571112024359304391 * 5156590470591163710974829741361
19,	2,	Regular
19,	2,	Regular
19,	3,	True	
19,	3,	True	
19,	4,	Regular
23,	1,	x^70 + x^69 + 3*x + 7	2^4 * 3 * 11 * 29 * 31 * 41 * 71 * 211 * 673 * 2969 * 52291 * 292561 * 5336717 * 12968551 * 6696671101 * 15716677201 * 110350430401 * 29228211639650804163601
23,	2,	True	2^5 * 3 * 5^2 * 11 * 29 * 31 * 41 * 53 * 61 * 71 * 211 * 673 * 701 * 941 * 2969 * 10781 * 52291 * 96601 * 272341 * 292561 * 598193 * 3391669 * 5336717 * 12968551 * 6696671101 * 15716677201 * 110350430401 * 1434849920564332861 * 29228211639650804163601 * 2378210040037186253815167278790037317281
23,	3,	True	
29,	1,	x^70 + x^69 + 24*x^2 + 21	2^3 * 3 * 5^2 * 7^2 * 11 * 31 * 71 * 281 * 401 * 141961 * 732541 * 88009573 * 574995877 * 181767795581 * 14222677166671 * 17860058418250021 * 119693978630517277001
29,	2,	Regular
29,	2,	Regular
29,	3,	True	
31,	1,	x^70 + x^69 + 21*x + 24	2^6 * 3 * 5^2 * 11 * 41 * 71 * 11971 * 17351 * 21821 * 71821 * 319061 * 149269961 * 203633641 * 917087137 * 9240957640390889951861 * 60427990638165876546967231
31,	2,	Regular
31,	2,	Regular
31,	3,	True	
37,	1,	x^70 + x^69 + 4*x + 13	2^3 * 3^2 * 11 * 19 * 41 * 71 * 4271 * 641761 * 1824841 * 37140797 * 2431478911 * 2498207293 * 27020808033199902818191 * 44506479634069870581598388889425710801
37,	2,	True	
37,	2,	True	
37,	3,	True	
41,	1,	x^70 + x^69 + 17*x + 11	2^4 * 3 * 5^2 * 7^2 * 11 * 43 * 61 * 71 * 491 * 4111 * 217771 * 579281 * 9329993 * 113229229 * 249337611184480141 * 2091655692545303848741 * 4645229357789267173030225822121
41,	2,	Regular
41,	2,	Regular
41,	3,	True	
43,	1,	x^70 + 3*x^69 + 20	2^3 * 3 * 7^2 * 11 * 71 * 281 * 2381 * 5839 * 158341 * 863801 * 3341101 * 3500201 * 6177695707 * 2024407053042571 * 10850945476122023815061 * 2827142726137948385363617541
43,	2,	True	
43,	2,	True	
43,	3,	True	
47,	1,	x^70 + x^69 + x + 31	2^5 * 3 * 11 * 23 * 31 * 43 * 71 * 5881 * 14621 * 1794703 * 4778021 * 256128979 * 5174758681 * 10174748124734411 * 1298628407998929067643171 * 37526971508612779523012438351
47,	2,	True	
47,	2,	True	
47,	3,	True	
53,	1,	x^70 + x^69 + 21	2^3 * 3^3 * 11 * 13 * 29 * 71 * 131 * 673 * 1051 * 2011 * 3851 * 5581 * 32323789 * 318941561 * 778986167 * 387035427740641 * 8948076541759719469996871 * 706373688542919398883047569691
53,	2,	True	
53,	2,	True	
53,	3,	True	
59,	1,	x^70 + x^69 + 10*x + 13	2^3 * 3 * 5^2 * 11 * 29 * 41 * 43 * 71 * 151 * 181 * 281 * 757 * 2927 * 4691 * 7351 * 2383081 * 14170661 * 393184541 * 87420215611 * 90534885045584708735231 * 6167977006925707715360091944146844561
59,	2,	Regular
59,	2,	Regular
61,	1,	x^70 + x^69 + 13*x + 55	2^3 * 3 * 5^2 * 11 * 31 * 71 * 131 * 21491 * 78541 * 1238411 * 17055361 * 4414344761 * 30206995211 * 50689400581 * 52379047267 * 1339653183983270791408831 * 2921013088219875751784081471
61,	2,	Regular
61,	2,	Regular
67,	1,	x^70 + x^69 + 4*x + 31	2^3 * 3 * 11 * 17 * 29 * 71 * 211 * 421 * 761 * 911 * 1429 * 10193 * 26881 * 47161 * 175897 * 522061 * 53314871 * 1294533712781 * 497350992396161 * 15222673095930946171 * 132617674805431928014349250161
67,	2,	True	
67,	2,	True	
71,	1,	Regular
71,	1,	Regular
71,	2,	Regular
71,	2,	Regular
73,	1,	x^70 + 2*x^69 + 44	2^4 * 3^2 * 11 * 37 * 71 * 131 * 911 * 19441 * 44171 * 28792661 * 497197541 * 149289169177 * 153436090543 * 34400521393561 * 364179378280330769080820911 * 15455835160483906814050235711881
73,	2,	True	
73,	2,	True	
79,	1,	x^70 + x^69 + 6*x + 43	2^5 * 3 * 5^2 * 11 * 13 * 71 * 211 * 281 * 337 * 641 * 1091 * 1289 * 2017 * 6343 * 37844689 * 39449441 * 87618581 * 228107316431 * 315925162561 * 176920295400583963537266931 * 728438146869351425335564890701
79,	2,	Regular
79,	2,	Regular
83,	1,	x^70 + x^69 + 43	2^3 * 3 * 7^2 * 11 * 29 * 41 * 71 * 113 * 197 * 401 * 631 * 3851 * 10631 * 68041 * 333131 * 2073121 * 48037081 * 11411291417 * 322401443981 * 34477800677668178951 * 3002630501617428334530324540642248552510771
83,	2,	True	
83,	2,	True	
89,	1,	x^70 + x^69 + x + 13	2^4 * 3^2 * 5^2 * 11 * 31 * 71 * 131 * 211 * 691 * 701 * 3221 * 329617 * 400291 * 1491001 * 3139991 * 502628805631 * 83999238361920629083112156644098941 * 292368249098271826360563771388968911082878011
89,	2,	Regular
97,	1,	x^70 + x^69 + 4*x + 59	2^6 * 3 * 7^3 * 11 * 31 * 43 * 71 * 113 * 211 * 967 * 3931 * 22291 * 39761 * 262321 * 308701 * 687121 * 14680513 * 20241187 * 504769301 * 146705693401 * 654652860401 * 77749469410538591 * 34549173843451574629911361501
97,	2,	True	
101,	1,	x^70 + x^69 + 2*x + 50	2^3 * 3 * 5^3 * 11 * 17 * 31 * 71 * 281 * 491 * 631 * 1381 * 2731 * 5741 * 9367291 * 15100497917 * 671890664201 * 1051113090301 * 8359737401681 * 3863986594817102189551312261 * 26718470073461877745176708202981
101,	2,	Regular
103,	1,	x^70 + x^69 + 3*x + 51	2^4 * 3 * 11 * 13 * 17 * 29 * 71 * 1171 * 3011 * 95191 * 278741 * 407191 * 2904217 * 4752091 * 10332211 * 52850561 * 98188301 * 585604027 * 24427835427662038460066424108251 * 8172504291151471249788583092010931
103,	2,	True	
107,	1,	x^70 + x^69 + 51	2^3 * 3^3 * 11 * 29 * 41 * 43 * 53 * 71 * 101 * 211 * 2851 * 7393 * 125441 * 627091 * 201113851 * 438202801 * 1214826131 * 101209715741 * 15640271959858771 * 44710332307207297921 * 93139946785794283396696909532203361
107,	2,	True	
109,	1,	x^70 + x^69 + x + 30	2^3 * 3^3 * 5^2 * 11 * 29 * 31 * 71 * 113 * 191 * 211 * 281 * 3011 * 4691 * 7001 * 16381 * 24061 * 27974981 * 53306107 * 66405431 * 57305301593 * 1679667702197080936565260916958281 * 23120163143256705877818789404090399791
109,	2,	Regular
113,	1,	x^70 + x^69 + x + 24	2^5 * 3 * 7^2 * 11 * 19 * 41 * 43 * 61 * 71 * 211 * 251 * 421 * 3571 * 44983 * 59581 * 64621 * 254731 * 4080301 * 6670903 * 8871241 * 47992767859 * 11693052047111 * 850800050669737206419187941 * 170845976095472418222593244071
113,	2,	True	
127,	1,	x^70 + x^69 + x + 45	2^8 * 3^2 * 7^2 * 11 * 41 * 43 * 71 * 673 * 757 * 86353 * 162709 * 572311 * 8171563 * 101838101 * 262209281 * 11025750352252231 * 273865723333095607017426011 * 4399843234124522496433814540617694630160198688631
127,	2,	True	
131,	1,	x^70 + x^69 + 2*x + 82	2^3 * 3 * 5^2 * 11 * 13 * 43 * 61 * 71 * 127 * 421 * 8821 * 16451 * 189967 * 201251 * 211093 * 579587 * 973001 * 6544651 * 292268861 * 9601259037634552018478079724676971 * 1561462775922274947148532566247741123511159605341
131,	2,	Regular
137,	1,	x^70 + x^69 + x + 125	2^4 * 3 * 11 * 17 * 23 * 43 * 71 * 101 * 881 * 911 * 5591 * 8933 * 319411 * 745603139 * 6146763281 * 152649866251 * 1133809805801 * 203992557892185301 * 9136486601185420891 * 308649419660059480970638544719401930339281
137,	2,	True	
139,	1,	x^70 + x^69 + 50	2^3 * 3 * 5^2 * 7^2 * 11 * 23 * 29 * 31 * 41 * 71 * 181 * 239 * 421 * 1201 * 2857 * 29863 * 143333 * 9170881 * 16708231 * 87683177 * 2039031921011 * 1706041303033225061 * 11035614646795653881 * 381950361526920310222661386422083083140571
139,	2,	Regular
149,	1,	x^70 + x^69 + 2*x + 21	2^3 * 3 * 5^3 * 11 * 29 * 37 * 61 * 71 * 251 * 691 * 2861 * 57191 * 145931 * 151537 * 1786261 * 2473409 * 11016462577051 * 19718431703041 * 7069698805947167868584978411 * 203290499898798862003676900811285227663688080941031
149,	2,	Regular
151,	1,	Regular
151,	1,	Regular
151,	2,	Regular
157,	1,	x^70 + x^69 + 84	2^3 * 3 * 11 * 13 * 31 * 71 * 79 * 3011 * 12503 * 13763 * 27581 * 163871 * 173531 * 359101 * 1793161 * 5949721 * 91846231 * 603727801 * 1205476469 * 149924466161 * 65183131818157361 * 8508489975291666128116285370651782288305190681
157,	2,	True	
163,	1,	x^70 + x^69 + x + 2	2^3 * 3^4 * 11 * 31 * 41 * 61 * 71 * 281 * 1301 * 1601 * 3011 * 5923 * 21379 * 147211 * 11501761 * 2319580593331 * 18871143464293 * 473915920765116956141 * 1228820212815126362799101441 * 188674900375589220745059195655555301891
163,	2,	True	
167,	1,	x^70 + x^69 + 105	2^4 * 3 * 7^2 * 11 * 29 * 71 * 83 * 571 * 631 * 701 * 19301 * 26951 * 39971 * 47251 * 4711001 * 70287871 * 31130721917 * 106220900381 * 1980976547761 * 23582747114390853704824034930940761 * 6934702859727091795083460390975225801
167,	2,	True	
173,	1,	x^70 + x^69 + 105	2^3 * 3 * 11 * 29 * 43 * 71 * 131 * 9431 * 95531 * 237791 * 618041 * 1089481 * 3144079 * 7993511 * 8576317 * 60487561 * 76725881 * 523860001421 * 26654680037077 * 4274940658078231 * 108856748528825641 * 1603905564225558216896670461
173,	2,	True	
179,	1,	x^70 + x^69 + 152	2^3 * 3^2 * 5^2 * 11 * 29 * 71 * 89 * 1571 * 2591 * 4523 * 6679 * 37339 * 129971 * 1574371 * 93853931 * 465900166691 * 288614218857050276361470297324944893055181381 * 1164232489900246464126715504042198537225494174409233841
179,	2,	Regular
181,	1,	x^70 + 2*x^69 + 134	2^3 * 3^2 * 5^2 * 7^2 * 11 * 13 * 29 * 71 * 281 * 331 * 491 * 99191 * 779521 * 3224731 * 19622651 * 4338835663 * 70359419453 * 12127534499921 * 3301608911940773058070061141 * 1537016784055887777903737559570682021326797636654294161
181,	2,	Regular
191,	1,	Regular
191,	1,	Regular
191,	2,	Regular
193,	1,	x^70 + x^69 + x + 10	2^7 * 3 * 11 * 43 * 71 * 97 * 211 * 8461 * 14831 * 1394714501 * 3388242691 * 16316683321 * 665982143681 * 724170925367 * 1208179545301 * 913624843944343627601 * 12616498917568364795971 * 568435224645677594655908671149931
193,	2,	True	
197,	1,	x^70 + x^69 + 186	2^3 * 3^2 * 7^3 * 11 * 29 * 71 * 491 * 617 * 661 * 991 * 2311 * 19441 * 77081 * 97847 * 2957767 * 1019108581 * 94256916629 * 113449156031 * 93076771056517532895031 * 254130313529652369678641698661 * 1429250376897240658807923253238821
197,	2,	True	
199,	1,	x^70 + x^69 + 2*x + 41	2^4 * 3^2 * 5^3 * 11 * 29 * 43 * 71 * 211 * 421 * 883 * 911 * 953 * 814241 * 11552213 * 22199431 * 37037141 * 312079601 * 1507926533 * 5975459771 * 91069012506494067628396414441 * 35156355860675143040887828233842818375614892397093581
199,	2,	Regular
211,	1,	Regular
211,	1,	Regular
211,	2,	Regular
223,	1,	x^70 + x^69 + 3*x + 145	2^6 * 3 * 7^2 * 11 * 29 * 37 * 41 * 43 * 71^2 * 181 * 211 * 281 * 491 * 1709 * 6553 * 30431 * 38851 * 294169 * 1314601 * 5076443 * 8693161 * 2461933381 * 3952541566556132058460024363198129905601 * 21045117108915854618087796297347592231075508959011
223,	2,	True	
227,	1,	True	2^3 * 3 * 11 * 19 * 29 * 71 * 113 * 181 * 3571 * 4999 * 18701 * 35911 * 6612313 * 20601211 * 947963087 * 2238215351 * 2666986681 * 4340840072210741646565313897707683805647281 * 98568855121709193011353391037621115620186079210853131
227,	1,	True	2^3 * 3 * 11 * 19 * 29 * 71 * 113 * 181 * 3571 * 4999 * 18701 * 35911 * 6612313 * 20601211 * 947963087 * 2238215351 * 2666986681 * 4340840072210741646565313897707683805647281 * 98568855121709193011353391037621115620186079210853131
227,	2,	True	
229,	1,	x^70 + x^69 + 10	2^3 * 3 * 5^2 * 11 * 19 * 23 * 71 * 211 * 239 * 673 * 5741 * 135647 * 4429069 * 251101831 * 547620341 * 215227848907 * 358652553862056054788957407329884179687693735843991 * 6065862926432310592738000423033410649142561360326399271
229,	2,	Regular
233,	1,	x^70 + x^69 + 3	2^4 * 3^2 * 11^2 * 13 * 29 * 31 * 71 * 113 * 197 * 463 * 24253721 * 95483851 * 3045202343 * 11488911589 * 36580350787499921293232251 * 17841292061219157453447245898451 * 658266935221282944119331825456268677449137828221858196321
233,	2,	True	
239,	1,	x^70 + x^69 + 158	2^5 * 3 * 5^2 * 7^2 * 11^2 * 17 * 29 * 71 * 211 * 971 * 5531 * 39341 * 39761 * 187111 * 200131 * 245561 * 370483 * 3754507 * 7055819 * 2935025801 * 3276517921 * 17474709211 * 841114687561827001 * 12240643238156032691118961 * 223054747102920439010153951921
239,	2,	Regular
241,	1,	x^70 + x^69 + 42	2^5 * 3 * 5^2 * 11^2 * 29 * 61 * 71 * 379 * 811 * 20707 * 30661 * 62791 * 63113 * 857333 * 1283521 * 4142371 * 11106421 * 840339991 * 3117376319 * 3164079871 * 307746828859857324980870109429761111 * 15127580334378121714646116708559916736240051
241,	2,	Regular
251,	1,	x^70 + x^69 + x + 239	2^3 * 3^2 * 5^4 * 7^2 * 11^2 * 71 * 211 * 491 * 6586781 * 84596261 * 343442093 * 3953375501 * 16568427591451 * 30065131487371 * 251059142817757 * 93153797656543072229621 * 54850078570117474468094739609704477988448304179467089831
251,	2,	Regular
257,	1,	True	2^9 * 3 * 11 * 29 * 43 * 71 * 491 * 883 * 1471 * 2381 * 2801 * 47881 * 62273 * 171571 * 382271 * 574631 * 865201 * 160174771 * 398137391 * 4345561601 * 45915325751 * 325050960571 * 3951821025962182324176358813051 * 490364337368640936871670522977841
257,	1,	True	2^9 * 3 * 11 * 29 * 43 * 71 * 491 * 883 * 1471 * 2381 * 2801 * 47881 * 62273 * 171571 * 382271 * 574631 * 865201 * 160174771 * 398137391 * 4345561601 * 45915325751 * 325050960571 * 3951821025962182324176358813051 * 490364337368640936871670522977841
257,	2,	True	
263,	1,	True	2^4 * 3 * 11 * 31 * 71 * 131 * 239 * 911 * 7211 * 107717 * 110251 * 335161 * 153749291 * 192750517 * 3060568211 * 4802611441 * 5361757194834881 * 67556253957084621961 * 66699811583016407922431866261 * 2490918959357480468559423356392277471
263,	1,	True	2^4 * 3 * 11 * 31 * 71 * 131 * 239 * 911 * 7211 * 107717 * 110251 * 335161 * 153749291 * 192750517 * 3060568211 * 4802611441 * 5361757194834881 * 67556253957084621961 * 66699811583016407922431866261 * 2490918959357480468559423356392277471
263,	2,	True	
269,	1,	x^70 + x^69 + 114	2^3 * 3^3 * 5^2 * 11^2 * 41 * 43 * 67 * 71 * 211 * 421 * 631 * 2633 * 25229 * 266351 * 779521 * 25447421 * 43435141 * 896644110097 * 45259961858861 * 6437150631144813364069526128461327784731331 * 98890616193414518406059055824609780089546202591
269,	2,	Regular
271,	1,	x^70 + x^69 + 172	2^5 * 3^3 * 5^2 * 11 * 17 * 31 * 41 * 61 * 71 * 211 * 251 * 2591 * 6301 * 9941 * 399953 * 4313591 * 9170197 * 43355341 * 71839601 * 986750087 * 19588657736411 * 54837609745734131 * 112565603202111641 * 6082627733447393591 * 29726084685912838303386422109001
271,	2,	Regular
277,	1,	True	2^3 * 3 * 11 * 23 * 29 * 31 * 41 * 71 * 139 * 239 * 241 * 281 * 1741 * 119981 * 130298323 * 1254610561 * 5908670381 * 169803563791 * 1883283435587 * 9772378255361 * 151555513363516542001 * 22707372325062934765855481 * 12130088147046546835129360821881401
277,	1,	True	2^3 * 3 * 11 * 23 * 29 * 31 * 41 * 71 * 139 * 239 * 241 * 281 * 1741 * 119981 * 130298323 * 1254610561 * 5908670381 * 169803563791 * 1883283435587 * 9772378255361 * 151555513363516542001 * 22707372325062934765855481 * 12130088147046546835129360821881401
277,	2,	True	
281,	1,	Regular
281,	1,	Regular
281,	2,	Regular
283,	1,	True	2^3 * 3 * 11 * 29 * 31 * 41 * 47 * 71 * 151 * 239 * 251 * 281 * 491 * 15331 * 1232603 * 5064511 * 14320741 * 2157039208787 * 18156591490871 * 16556688007523502940151 * 146065862226652041111901 * 230849712446543845798081 * 3467925973148131910008107661351
283,	1,	True	2^3 * 3 * 11 * 29 * 31 * 41 * 47 * 71 * 151 * 239 * 251 * 281 * 491 * 15331 * 1232603 * 5064511 * 14320741 * 2157039208787 * 18156591490871 * 16556688007523502940151 * 146065862226652041111901 * 230849712446543845798081 * 3467925973148131910008107661351
283,	2,	True	
293,	1,	True	2^3 * 3 * 7^3 * 11 * 43 * 71 * 73 * 211 * 379 * 2857 * 17911 * 412891 * 2197609 * 6718489 * 83191417 * 667725691 * 1776744971 * 66794029629649631 * 159609843104486267290277622636282417091 * 90506027599570892037652883748711905944718353011731
293,	1,	True	2^3 * 3 * 7^3 * 11 * 43 * 71 * 73 * 211 * 379 * 2857 * 17911 * 412891 * 2197609 * 6718489 * 83191417 * 667725691 * 1776744971 * 66794029629649631 * 159609843104486267290277622636282417091 * 90506027599570892037652883748711905944718353011731
293,	2,	True	
307,	1,	True	2^3 * 3^2 * 7^2 * 11 * 17 * 71 * 211 * 421 * 659 * 1051 * 1621 * 5231 * 577613 * 2378671 * 2906863 * 24788891 * 715879361 * 5044891741 * 8854033501 * 1274564409623 * 5505345278456224287366241051051711 * 2317422042480692749159347971135262660989701730401
307,	1,	True	2^3 * 3^2 * 7^2 * 11 * 17 * 71 * 211 * 421 * 659 * 1051 * 1621 * 5231 * 577613 * 2378671 * 2906863 * 24788891 * 715879361 * 5044891741 * 8854033501 * 1274564409623 * 5505345278456224287366241051051711 * 2317422042480692749159347971135262660989701730401
307,	2,	True	
311,	1,	True	2^4 * 3 * 5^2 * 11 * 13 * 31 * 71 * 113 * 197 * 701 * 811 * 11831 * 19853 * 55511 * 11498111 * 116058601 * 170638711 * 232096537 * 18247274011 * 130928561471 * 7981594973087 * 117825410034351708991 * 10988537274869015270081 * 38285008199598713515488201289498081
311,	1,	True	2^4 * 3 * 5^2 * 11 * 13 * 31 * 71 * 113 * 197 * 701 * 811 * 11831 * 19853 * 55511 * 11498111 * 116058601 * 170638711 * 232096537 * 18247274011 * 130928561471 * 7981594973087 * 117825410034351708991 * 10988537274869015270081 * 38285008199598713515488201289498081
311,	2,	Regular
313,	1,	True	2^4 * 3 * 11 * 13 * 29 * 71 * 157 * 211 * 281 * 541 * 1531 * 4481 * 4691 * 11551 * 153986141 * 568738241 * 875335231 * 2625451169951 * 3335603300177 * 32528030679467 * 26715081908197226766109918975734748561 * 315927962817373056064732873113582320462821
313,	1,	True	2^4 * 3 * 11 * 13 * 29 * 71 * 157 * 211 * 281 * 541 * 1531 * 4481 * 4691 * 11551 * 153986141 * 568738241 * 875335231 * 2625451169951 * 3335603300177 * 32528030679467 * 26715081908197226766109918975734748561 * 315927962817373056064732873113582320462821
313,	2,	True	
