p,	r,	result
23,	2,	x^180 + x^179 + 6*x^3 + 10	2^5 * 3^3 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 37 * 41 * 53 * 61 * 73 * 79 * 109 * 151 * 163 * 181 * 211 * 271 * 941 * 1117 * 4789 * 5689 * 7549 * 79561 * 101089 * 189901 * 272341 * 292561 * 7792003 * 229533481 * 336449041 * 541119751 * 1832613661 * 35799017131 * 74912328481 * 506704175038441 * 70648899716680111 * 480211292412647894626919619228001 * 1372246572023716593552256551311475966361
23,	3,	True	
23,	4,	Regular
29,	1,	x^90 + x^89 + 2*x + 15	2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 19 * 31 * 67 * 181 * 271 * 401 * 14437 * 22111 * 32491 * 41203 * 120691 * 732541 * 10435069 * 517475046481 * 3853068039070290541742315720851 * 125179767972033304003588319121811441
29,	2,	Regular
29,	3,	True	
31,	1,	Regular
31,	2,	Regular
31,	3,	Regular
37,	1,	x^90 + x^89 + x^2 + 17	2^3 * 3^4 * 7 * 11 * 19 * 31 * 41 * 43 * 67 * 73 * 127 * 181 * 199 * 601 * 1531 * 2671 * 4021 * 4271 * 51031 * 92251 * 318211 * 1824841 * 12892843 * 16133851 * 6002229721 * 108998178168331 * 24641975573363881 * 3064517509210214524067374561
37,	2,	True	
37,	3,	True	
41,	1,	x^90 + x^89 + 6*x + 22	2^4 * 3^3 * 5^2 * 7 * 11 * 19 * 31 * 37 * 61 * 73 * 271 * 487 * 547 * 811 * 1723 * 4111 * 22381 * 30853 * 579281 * 9753949 * 11228251 * 100697041 * 8179560752161 * 2355405711202441 * 983445711941526661 * 5055942819747986639554204337041
41,	2,	Regular
41,	3,	True	
43,	1,	x^90 + x^89 + 5*x + 18	2^3 * 3^3 * 7 * 11 * 13 * 19 * 31 * 109 * 139 * 181 * 199 * 631 * 3079 * 6211 * 6481 * 9001 * 3341101 * 3500201 * 33007141 * 57993427 * 59528191 * 13775424211 * 11416525335601 * 3511846347176763053551 * 28561774143707721918965383993891
43,	2,	True	
43,	3,	True	
47,	1,	x^90 + x^89 + 7*x + 29	2^5 * 3^3 * 7 * 11 * 19 * 23 * 31 * 37 * 61 * 103 * 271 * 631 * 3691 * 14621 * 50551 * 973459 * 2064241 * 4778021 * 5532661 * 461017351 * 567332587 * 2484583021 * 24317675453761 * 9713361896019518467771 * 3867060685222120032125215470091
47,	2,	True	
47,	3,	True	
53,	1,	x^90 + x^89 + 12*x + 21	2^3 * 3^5 * 7 * 11 * 13 * 19 * 31 * 37 * 131 * 163 * 307 * 409 * 919 * 2011 * 3851 * 5581 * 5791 * 11971 * 2933641 * 4905001 * 353351281 * 388845829 * 454956793651 * 61085389725361 * 108145561157103377315251 * 82265325597019395555649141848000841
53,	2,	True	
53,	3,	True	
59,	1,	x^90 + x^89 + 19*x + 56	2^3 * 3^3 * 5^2 * 7 * 11 * 19 * 29 * 31 * 41 * 127 * 151 * 163 * 181 * 811 * 991 * 1459 * 1531 * 2143 * 2719 * 2851 * 3541 * 193891 * 270121 * 2383081 * 28910719 * 3041286301 * 1133664804288721 * 149668344072680645431 * 3474297408197369200861 * 21150490344924119844151
59,	2,	Regular
59,	3,	True	
61,	1,	Regular
61,	2,	Regular
61,	3,	Regular
67,	1,	x^90 + x^89 + 18*x + 28	2^3 * 3^3 * 7^2 * 11 * 17 * 19 * 31 * 37 * 181 * 421 * 761 * 1021 * 1171 * 2251 * 4423 * 6571 * 9721 * 26881 * 47161 * 296731 * 7673431 * 128674369 * 334569511 * 5522229631 * 30152894311 * 31135277544121 * 189817805670811747207046101 * 955363120461915214025510731
67,	2,	True	
67,	3,	True	
71,	1,	x^90 + x^89 + 18*x + 62	2^4 * 3^4 * 5^2 * 7 * 11 * 19 * 31 * 37 * 73 * 109 * 211 * 571 * 991 * 1657 * 2221 * 5113 * 6661 * 282439 * 25058741 * 3462179509 * 20723940961 * 1146842069011 * 746691609426121 * 54140024877745322213776261 * 269278440007835840336390310259931690983460641
71,	2,	Regular
71,	3,	True	
73,	1,	x^90 + x^89 + 34	2^4 * 3^4 * 7 * 11 * 19 * 31 * 37 * 61 * 131 * 181 * 631 * 751 * 1801 * 19441 * 1683271 * 1740721 * 14668471 * 15149551 * 28792661 * 42644288251 * 151333837273 * 13039585876021 * 19492140348955797407872776726661 * 311597156039544980154065659690106676631
73,	2,	True	
73,	3,	True	
79,	1,	x^90 + x^89 + 74	2^5 * 3^3 * 5^2 * 7^2 * 11 * 13 * 19 * 31 * 43 * 181 * 271 * 397 * 631 * 641 * 1091 * 5581 * 6163 * 97021 * 201151 * 11801401 * 39449441 * 204104071 * 12794050657 * 49558374270751 * 91552273872751 * 9204679255391371 * 250818367580672983593121 * 2171888946552969254150191
79,	2,	Regular
83,	1,	x^90 + x^89 + 22	2^3 * 3^3 * 7 * 11 * 19 * 31 * 37 * 41 * 61 * 211 * 331 * 367 * 401 * 2269 * 2341 * 10631 * 41761 * 49339 * 64153 * 137737 * 1036831 * 2208799 * 48037081 * 70917841 * 236192311 * 522301141 * 31759001750521 * 1523148958494419546992591 * 116869491425200986927684308172972584701
83,	2,	True	
89,	1,	x^90 + x^89 + 7	2^4 * 3^4 * 5^2 * 7 * 11 * 19 * 31 * 73 * 131 * 373 * 691 * 701 * 8011 * 33151 * 400291 * 24703741 * 5869174411 * 6807972547 * 8718957649 * 120081279391 * 28650459490921 * 2675667780679681 * 3892362992828641 * 795787283527238521 * 420745812771180172831231619071
89,	2,	Regular
97,	1,	x^90 + x^89 + 21	2^6 * 3^3 * 7^2 * 11 * 19 * 31 * 61 * 67 * 139 * 1153 * 3169 * 3931 * 4051 * 22291 * 38611 * 105751 * 185221 * 244471 * 262321 * 20647171 * 79921351 * 240813217 * 31728277831 * 43840583803 * 129806937738901 * 27996893864560261 * 1161604415984302351 * 1409625566198634286497382021
97,	2,	True	
101,	1,	x^90 + x^89 + 7*x + 51	2^3 * 3^3 * 5^3 * 7 * 11 * 13 * 17 * 19 * 31 * 37 * 181 * 491 * 1381 * 2521 * 3511 * 7321 * 10303 * 7122331 * 9367291 * 43437151 * 417108271 * 1954915507 * 55869535837 * 100886538061 * 10935769976300401 * 16137007416623843641 * 1269735880923854815189237525873915537785098821201
101,	2,	Regular
103,	1,	x^90 + x^89 + 10*x + 43	2^4 * 3^3 * 7 * 11 * 13 * 17 * 19 * 31 * 61 * 79 * 127 * 571 * 1171 * 1201 * 1231 * 3511 * 3571 * 12421 * 14437 * 25147 * 36871 * 95191 * 217081 * 493531 * 810541 * 10332211 * 47482849 * 197105131 * 5523655771 * 137482457131 * 7451028602637686281 * 578979198733971629338306743743441436715623271
103,	2,	True	
107,	1,	x^90 + x^89 + 7*x + 60	2^3 * 3^5 * 7 * 11 * 13 * 19 * 31 * 37 * 41 * 53 * 61 * 101 * 127 * 199 * 211 * 421 * 2851 * 590251 * 627091 * 481662991 * 9679536001 * 40560312889 * 500243042269 * 1304214048451 * 3149126657731 * 3239993338291 * 1160153848275481 * 1388368004743303947091 * 161738109416958067540512811
107,	2,	True	
109,	1,	x^90 + x^89 + 72	2^3 * 3^5 * 5^2 * 7 * 11 * 19 * 31 * 61 * 73 * 191 * 193 * 571 * 5851 * 6301 * 8803 * 24061 * 94771 * 191899 * 1191781 * 27974981 * 63504919 * 3374267262211 * 4430939050891 * 20108414800290961 * 6285784806293465881 * 13280099037700815658385731 * 1498108891496984423514794768311
109,	2,	Regular
113,	1,	x^90 + x^89 + 10*x + 21	2^5 * 3^3 * 7 * 11 * 13 * 19 * 31 * 41 * 61 * 109 * 151 * 251 * 523 * 691 * 991 * 4219 * 17047 * 59581 * 64621 * 788941 * 12173653 * 122130181 * 5567217661 * 1230063939301 * 177613800584551 * 4277600453587306235384313247421161 * 18788077485006177059187404270829744210862854254401
113,	2,	True	
127,	1,	x^90 + x^89 + 7*x + 23	2^8 * 3^4 * 7 * 11 * 13 * 19^2 * 31 * 37 * 41 * 61 * 1231 * 1531 * 2179 * 3673 * 5419 * 10321 * 572311 * 3164419 * 12354871 * 17347717 * 76733011 * 262209281 * 3494801371 * 5434487431 * 330557521712355361 * 7981501804674173216641 * 309948482901956054023804566207392705201289556032001
127,	2,	True	
131,	1,	x^90 + x^89 + 4*x + 2	2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 19 * 31 * 61 * 811 * 2971 * 6451 * 7561 * 12421 * 17293 * 395533 * 672499 * 973001 * 99130951 * 292268861 * 3890370091 * 430381781941 * 515848811581 * 1684636965397 * 529840869318014706833935412530189281691 * 1264702765460894537892344450067260883781
131,	2,	Regular
137,	1,	x^90 + x^89 + x + 113	2^4 * 3^3 * 7 * 11 * 17 * 19 * 23 * 31 * 37 * 61 * 71 * 73 * 101 * 181 * 211 * 433 * 881 * 1291 * 1471 * 5591 * 6211 * 27847 * 319411 * 8408971 * 12496591 * 5089956643 * 6506659561 * 37450808371 * 3123452828701 * 51030784700150863232383788965548283726491 * 1255660842389058318695858736812143246848151
137,	2,	True	
139,	1,	x^90 + 2*x^89 + 104	2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 19 * 23 * 31 * 37 * 41 * 181 * 271 * 307 * 499 * 613 * 1201 * 1951 * 2341 * 12601 * 19183 * 261631 * 483643 * 1035829 * 4264651 * 4297681 * 9170881 * 602514631 * 32192052961 * 71940624969391 * 72313040078151211 * 97903929356570855071 * 50357812910486453212709306957056533395371
139,	2,	Regular
149,	1,	x^90 + x^89 + 70	2^3 * 3^3 * 5^3 * 7 * 11 * 19 * 31 * 37 * 61 * 103 * 127 * 151 * 251 * 691 * 811 * 2861 * 4483 * 7351 * 7741 * 27541 * 145931 * 557551 * 46741801 * 813630997 * 4534823827 * 5162502601 * 1619638379301751 * 82922606788188415803028881474658628997811 * 25714951616679051758286143855752309531806753151
149,	2,	Regular
151,	1,	Regular
151,	2,	Regular
157,	1,	x^90 + x^89 + 4*x + 95	2^3 * 3^3 * 7 * 11 * 13 * 19 * 31 * 37 * 79 * 2593 * 3499 * 8269 * 16561 * 433981 * 1793161 * 2738539 * 2826829 * 5297833 * 270367831 * 519427801 * 603727801 * 706150201 * 1374040471 * 2481066640518481 * 20274638349160343638909022098322409121 * 6998975877254898799717746633976889145106261
157,	2,	True	
163,	1,	x^90 + x^89 + x + 101	2^3 * 3^6 * 7 * 11 * 19 * 31 * 41 * 61 * 67 * 1301 * 1601 * 26407 * 1883611 * 1911961 * 9957133 * 11501761 * 366187501 * 6251791302919 * 186213981036614491 * 495254403438941521 * 501368423785477201 * 347545037060709345058561969051 * 337908478963172316077066681725447264854375061
163,	2,	True	
167,	1,	x^90 + x^89 + x + 145	2^4 * 3^3 * 7 * 11 * 19 * 31 * 61 * 71 * 83 * 151 * 181 * 271 * 571 * 601 * 1531 * 9241 * 19301 * 28057 * 209449 * 440551 * 2396731 * 70287871 * 103566817 * 134280721 * 16742005471 * 380560648051 * 6626314734751 * 134131350622141 * 44919052460043481 * 1062437935359521132641 * 13826091744026170974748987136461
167,	2,	True	
173,	1,	x^90 + x^89 + 28	2^3 * 3^3 * 7 * 11 * 13 * 19 * 29 * 31 * 37 * 43 * 109 * 131 * 271 * 541 * 2647 * 4519 * 9431 * 30103 * 95531 * 618041 * 2241199 * 341713591 * 2361617911 * 12711592297 * 2803300251931 * 25732948974934351 * 356291131097530621 * 517168140974944151752351 * 3523221949940457731896010665989960997611815294731
173,	2,	True	
179,	1,	x^90 + x^89 + 9*x + 71	2^3 * 3^4 * 5^2 * 7 * 11 * 13 * 19 * 31 * 43 * 61 * 89 * 127 * 541 * 1571 * 3691 * 4603 * 5851 * 129971 * 143137 * 154981 * 15875191 * 70173073 * 76602853 * 93853931 * 2936509172671 * 34188650012806351 * 8248281067096616090071 * 1692908526657951797926951 * 73748613543787299854032379980575571887522643351
179,	2,	Regular
181,	1,	Regular
181,	2,	Regular
191,	1,	x^90 + x^89 + x + 62	2^7 * 3^3 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 109 * 271 * 281 * 811 * 829 * 1171 * 1291 * 1871 * 2251 * 6841 * 12097 * 13001 * 152947 * 1771741 * 4711501 * 6447764881 * 122990298031 * 1682829581161 * 48551233240513 * 947668004986721671 * 1743762171037602691 * 1780470314337557761 * 3186496895658650745501269259938869291
191,	2,	Regular
193,	1,	x^90 + x^89 + 3*x + 159	2^7 * 3^3 * 7 * 11 * 19 * 31 * 97 * 163 * 181 * 571 * 577 * 1531 * 1783 * 1801 * 2521 * 8461 * 14831 * 37057 * 663541 * 28921897 * 1394714501 * 2916319284061 * 17227515912769 * 108194366928301 * 61600150904720668600051 * 115822671979056846716844279387451 * 5670680157521738582350749937474087504215271
193,	2,	True	
197,	1,	x^90 + x^89 + x + 73	2^3 * 3^4 * 7^2 * 11 * 19 * 31 * 37 * 61 * 151 * 181 * 211 * 661 * 691 * 739 * 991 * 2053 * 2311 * 4831 * 19441 * 77081 * 270841 * 1477621 * 355828861 * 2137722121 * 12059443171 * 40408175251 * 100821472951 * 19483906887919 * 1474995715828381 * 15052010085482353701381541 * 1596031862431620776111788376522097893145151
197,	2,	True	
199,	1,	x^90 + x^89 + 6*x + 142	2^4 * 3^4 * 5^3 * 7 * 11 * 13 * 19 * 31 * 61 * 71 * 271 * 379 * 433 * 601 * 829 * 13267 * 17011 * 17041 * 72931 * 281431 * 433981 * 582247 * 22199431 * 172940851 * 312079601 * 1314283717 * 7785208231 * 550040637511 * 3200324329621 * 273243563791490003802051287017653458671 * 731368565332083444714604360577710565401
199,	2,	Regular
211,	1,	Regular
211,	2,	Regular
223,	1,	x^90 + x^89 + 80	2^6 * 3^3 * 7 * 11 * 19 * 31 * 37 * 41 * 73 * 181 * 199 * 1549 * 1597 * 2503 * 8389 * 16651 * 30431 * 276319 * 1959361 * 2032237 * 3924901 * 8927521 * 2461933381 * 681955716961 * 942455399581 * 3135216680641 * 25171126529041 * 921354813545957160339421 * 63250076934919622285848081 * 9641692856802648167281912238821
223,	2,	True	
227,	1,	x^90 + x^89 + 114	2^3 * 3^3 * 7^2 * 11 * 19 * 31 * 71 * 73 * 113 * 151 * 181 * 271 * 349 * 709 * 1171 * 1831 * 18701 * 30781 * 44371 * 52543 * 26606011 * 2603996011 * 2666986681 * 9466930171 * 45607246337269 * 7081345924283334481 * 15109721523130405864711321 * 73086634445091418640596141 * 834280600659677153677256222722945411098001
227,	2,	True	
229,	1,	x^90 + x^89 + 9*x + 201	2^3 * 3^3 * 5^2 * 7 * 11 * 19 * 23 * 31^2 * 37 * 61 * 97 * 181 * 541 * 811 * 7459 * 13411 * 39241 * 139609 * 309403 * 760411 * 861571 * 4328461 * 9306289 * 170401951 * 251101831 * 547620341 * 4161708451 * 7529796853897684081 * 197505256609610540181055840399126511041 * 123224552396608928798352553721737520567207468671
229,	2,	Regular
233,	1,	x^90 + x^89 + 4*x + 21	2^4 * 3^4 * 7 * 11^2 * 13 * 19 * 29 * 31 * 37 * 181 * 487 * 1171 * 7789 * 20773 * 93151 * 1075771 * 7045849 * 7569739 * 14648941 * 24253721 * 95483851 * 405399061 * 16476355207621 * 8649270237608151841 * 8723831532710580001 * 29153263148216314465092685157791 * 2874662319494565794906147021909558000935254301
233,	2,	True	
239,	1,	x^90 + 2*x^89 + 207	2^5 * 3^3 * 5^2 * 7 * 11^2 * 17 * 19 * 31 * 61 * 67 * 283 * 971 * 1693 * 3019 * 3061 * 5531 * 6301 * 16411 * 38791 * 348553 * 534710377 * 3276517921 * 36695191717 * 10590035477071 * 54729986760811 * 629901802807655186881 * 1915476389867701140391810760564931841 * 10161440671816107275972442859985265537399052224571
239,	2,	Regular
241,	1,	Regular
241,	2,	Regular
251,	1,	x^90 + x^89 + 2*x + 184	2^3 * 3^4 * 5^4 * 7 * 11^2 * 13 * 19 * 31 * 43 * 73 * 181 * 241 * 1171 * 1471 * 1609 * 2593 * 24877 * 6586781 * 7742041 * 69528583 * 146523781 * 273452791 * 2376251641 * 3350603521 * 3953375501 * 6603339961 * 1607820443461 * 3411796022317351 * 36901382962966144597393172821 * 2431822075622163426960707211843012478917850141
251,	2,	Regular
257,	1,	x^90 + x^89 + 2*x + 76	2^9 * 3^3 * 7 * 11 * 13 * 19 * 31 * 43 * 61 * 199 * 241 * 1087 * 3457 * 5581 * 61363 * 163621 * 7018021 * 23596039 * 24587611 * 27421411 * 139226911 * 398137391 * 1462259593 * 4345561601 * 22300795861 * 982155656292829109242350363540847526023440347902381 * 42126549825522377460313510023091040665913015503659181
257,	2,	True	
263,	1,	x^90 + x^89 + 260	2^4 * 3^3 * 7^2 * 11 * 13 * 19 * 31 * 37 * 61 * 103 * 109 * 131 * 181 * 223 * 271 * 3181 * 19441 * 288991 * 153749291 * 705341521 * 4802611441 * 2981339871733 * 3645769657861 * 17417303270803 * 19375178271301 * 39604935527761 * 16138566120598476921420031198531 * 44255647245535928793117632201142835552345066850071907791
263,	2,	True	
269,	1,	x^90 + x^89 + 3*x + 193	2^3 * 3^5 * 5^2 * 7 * 11^2 * 13 * 19 * 31 * 37 * 41 * 61 * 67 * 151 * 331 * 991 * 3433 * 3411721 * 5651251 * 25447421 * 43435141 * 155625451 * 239385781 * 558746101 * 5704103341 * 6707568979 * 378890487846991 * 23697531199275031171 * 869664292273664421296857547556560306491 * 10811020315946185186555408806138427102955941
269,	2,	Regular
271,	1,	Regular
271,	2,	Regular
277,	1,	x^90 + x^89 + x + 260	2^3 * 3^3 * 7 * 11 * 13 * 19 * 23 * 31 * 41 * 139 * 193 * 241 * 421 * 541 * 601 * 1741 * 3637 * 5881 * 13267 * 285841 * 434521 * 8540731 * 5908670381 * 6387158521 * 11349707023 * 4043639613571 * 137482237343461 * 53319247073818437511 * 2187641149847177688431731 * 226008862249442344435288171 * 19034365045606077265783437670120171
277,	2,	True	
281,	1,	x^90 + x^89 + x + 122	2^4 * 3^3 * 5^2 * 7 * 11 * 19 * 31 * 47 * 109 * 181 * 271 * 631 * 727 * 1051 * 1171 * 1471 * 2953 * 5101 * 9901 * 26227 * 82171 * 148961 * 1551871 * 16838191 * 136314001 * 272301571 * 564793651 * 28422253801 * 5162193670651 * 8637002477713 * 72888190649780285251 * 15543419097457956934424091869911 * 6283506904496891483235163396006395241
281,	2,	Regular
283,	1,	x^90 + x^89 + 20	2^3 * 3^3 * 7 * 11 * 13 * 19 * 31 * 41 * 47 * 61 * 71 * 73 * 151 * 181 * 251 * 367 * 433 * 877 * 4231 * 15331 * 5064511 * 10452031 * 15305581 * 171747181 * 49874322691 * 1186398796951 * 9012468849301 * 5303756715342346981 * 40997198072299574641 * 1454572099532072416838782051 * 405494393899105348744816797075767325398189078583541
283,	2,	True	
