p,	r,	result
61,	3,	True	
67,	1,	x^84 + x^83 + 7*x + 63	2^4 * 3^2 * 5 * 7^3 * 11 * 13 * 17 * 29 * 31 * 43 * 211 * 449 * 1429 * 4201 * 4423 * 10193 * 37507 * 45823 * 175897 * 522061 * 624541 * 1549741 * 511067593 * 1090020541 * 52399044853 * 3118080052837 * 4832083731469 * 61440864572531913601651918546442821
67,	2,	True	
67,	3,	Regular
71,	1,	x^84 + x^83 + 2*x + 11	2^5 * 3^3 * 5 * 7^2 * 13 * 29 * 43 * 883 * 1657 * 2521 * 3529 * 5113 * 1954357 * 21020917 * 141392833 * 4355900459 * 9401987029 * 1720764515149 * 116034368889937 * 109661202782502043 * 269331105160298009556408685823991272850251041
71,	2,	Regular
73,	1,	x^84 + x^83 + 58	2^5 * 3^3 * 5 * 7^2 * 13 * 29 * 37 * 41 * 43 * 127 * 211 * 673 * 751 * 1801 * 3037 * 9349 * 984481 * 26541733 * 40226467 * 20954968231 * 116410771093 * 149289169177 * 153436090543 * 575491626807363841 * 34344867597343023757 * 789577628516184179813
73,	2,	True	
79,	1,	x^84 + x^83 + 11*x + 59	2^6 * 3^2 * 5 * 7^3 * 13 * 29 * 43 * 281 * 337 * 757 * 1289 * 1471 * 2017 * 3121 * 3169 * 6163 * 6343 * 12289 * 28393 * 59263 * 86689 * 236461 * 37844689 * 15934190161 * 387782571085603 * 686421384890977 * 2037311871464044411349 * 10692180011481597912868789
79,	2,	True	
83,	1,	x^84 + x^83 + 52	2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 29 * 41 * 43 * 53 * 113 * 197 * 367 * 1429 * 2269 * 5209 * 11383 * 15233 * 2073121 * 47451433 * 196574701 * 11411291417 * 471466473538254307 * 7015984635294377849 * 9503439336289080463 * 40679668167405855027681287562239809
83,	2,	Regular
89,	1,	x^84 + x^83 + 58	2^5 * 3^3 * 5 * 7^2 * 11 * 13^2 * 17 * 29 * 43 * 127 * 229 * 233 * 373 * 1621 * 4327 * 8011 * 8443 * 31333 * 329617 * 346669 * 1230013 * 1491001 * 6815459113 * 8281163311 * 24698067997 * 502628805631 * 33304243398973 * 6923370217853993 * 5284457441922546359073915433
89,	2,	True	
97,	1,	x^84 + x^83 + 9*x + 57	2^7 * 3^2 * 5 * 7^3 * 13 * 29 * 37 * 43 * 67 * 71 * 73 * 113 * 139 * 941 * 967 * 2521 * 3169 * 11299 * 14869 * 15541 * 14680513 * 20241187 * 1462536223 * 41554125397 * 103527550008317 * 32638787960077069 * 700994606958659438042689 * 14751417488596435971171946539589
97,	2,	Regular
101,	1,	x^84 + x^83 + 53	2^4 * 3^2 * 5^2 * 7^2 * 13 * 17 * 29 * 37 * 43 * 61 * 71 * 109 * 211 * 1093 * 1429 * 5101 * 10303 * 15649 * 7258861 * 15100497917 * 62246997793 * 1051113090301 * 22395890821002763 * 35546410661795571833 * 122965880031200661337 * 14275946232759901126453288511721133
101,	2,	True	
103,	1,	x^84 + x^83 + 6*x + 11	2^5 * 3^2 * 5 * 7^2 * 13 * 17 * 19 * 29 * 37 * 43 * 71 * 79 * 97 * 337 * 1061 * 3571 * 8429 * 31357 * 33811 * 261017 * 407191 * 2904217 * 585604027 * 173458531177 * 373924511101 * 1922786275117 * 971143862115612193 * 205657415444818956680167 * 31344022354915464948047533
103,	2,	True	
107,	1,	x^84 + x^83 + 10*x + 7	2^4 * 3^4 * 5^2 * 7^2 * 13 * 19 * 29 * 43 * 53 * 127 * 157 * 199 * 229 * 7393 * 36793 * 834829 * 1533673 * 8447041 * 13579273 * 53730433 * 201113851 * 1214826131 * 3086530273 * 37733329859307727 * 2273238252844248066243049 * 89898122836605615346409258033239263409
107,	2,	True	
109,	1,	x^84 + x^83 + 7*x + 51	2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 29 * 43 * 61 * 113 * 193 * 281 * 421 * 457 * 571 * 953 * 86017 * 96223 * 794473 * 977047 * 5044901 * 53306107 * 141146281 * 6800668141 * 57305301593 * 932015823061 * 7185948651337 * 22508757442543 * 37130072030479 * 1181313338327809796371333
109,	2,	True	
113,	1,	x^84 + x^83 + 10*x + 47	2^6 * 3^2 * 5 * 7^2 * 13 * 19 * 29 * 43 * 97 * 197 * 701 * 733 * 991 * 1277 * 2293 * 4219 * 6637 * 13567 * 22639 * 44983 * 520759 * 1323169 * 6670903 * 13134577 * 47992767859 * 55885814797 * 817917974021 * 316663040181701441887 * 1430541835428960045180581797328116500259153
113,	2,	Regular
127,	1,	Regular
127,	2,	Regular
131,	1,	x^84 + x^83 + 4*x + 88	2^4 * 3^2 * 5 * 7^2 * 11 * 13 * 29 * 43 * 127 * 337 * 811 * 2017 * 2633 * 3529 * 5881 * 8581 * 12097 * 17293 * 25033 * 47293 * 189967 * 201251 * 211093 * 319733 * 579587 * 8920913 * 15319459 * 117269377 * 294482761 * 18729225187 * 51681021626391319 * 52929939201055309 * 383444350788578234671657
131,	2,	True	
137,	1,	x^84 + x^83 + x + 95	2^5 * 3^2 * 5 * 7^2 * 13 * 17 * 23 * 29^2 * 37 * 43 * 73 * 127 * 421 * 1877 * 2017 * 2473 * 6211 * 8933 * 10957 * 30829 * 782209 * 3732499 * 41243413 * 745603139 * 118762389397 * 152649866251 * 1260297499721989 * 201098040210405813763 * 2250757759303062739614357978168795103287724333
137,	2,	True	
139,	1,	x^84 + x^83 + 15	2^4 * 3^2 * 5 * 7^2 * 13 * 23 * 29 * 43 * 239 * 499 * 1009 * 2857 * 9661 * 14197 * 19183 * 26293 * 29863 * 143333 * 314077 * 87683177 * 4900366577 * 10520476011977 * 246578077242766091089 * 1201084590970209259429627 * 34945164374919163243973557 * 52395100384166262733406761
139,	2,	Regular
149,	1,	x^84 + x^83 + 5*x + 90	2^4 * 3^2 * 5^2 * 7^2 * 13 * 17 * 29 * 31 * 37 * 43 * 73 * 103 * 421 * 653 * 7351 * 151537 * 519349 * 2473409 * 5783737 * 280583731 * 11016462577051 * 9991004138446297 * 40358095471400771426083 * 119733494940731759659626601 * 2479028199735722982372892570264577579817589273
149,	2,	True	
151,	1,	x^84 + 3*x^83 + 63	2^5 * 3^2 * 5^2 * 7^2 * 13 * 19 * 29 * 43 * 61 * 673 * 701 * 743 * 877 * 883 * 967 * 1093 * 1499 * 2437 * 3739 * 18131 * 22651 * 72577 * 597451 * 687499 * 2252461 * 8522341 * 25748269 * 304966789 * 7960598843 * 8022057219289 * 140509057537946366854628401 * 2514578494547674601329172233744700161
151,	2,	True	
157,	1,	x^84 + x^83 + 102	2^4 * 3^2 * 5^2 * 7^2 * 13 * 17 * 29 * 43 * 79 * 211 * 281 * 397 * 631 * 883 * 1009 * 3011 * 3499 * 8269 * 12503 * 13763 * 36457 * 103657 * 147799 * 359101 * 1530349 * 63938057 * 746949211 * 1205476469 * 12482812746686521 * 3407162854458756247 * 49856077915888259566488164141838307176882870012289
157,	2,	True	
163,	1,	x^84 + x^83 + 45	2^4 * 3^5 * 5 * 7^2 * 13 * 19 * 29 * 41 * 43 * 67 * 379 * 463 * 2657 * 5209 * 5923 * 21379 * 26407 * 32971 * 91771 * 147211 * 348181 * 1808773 * 54298861 * 18871143464293 * 35650214624809 * 21716994965163911229937 * 12129332719656246076923053 * 37720319184565164786947760384919508593
163,	2,	True	
167,	1,	x^84 + x^83 + 2*x + 143	2^5 * 3^2 * 5 * 7^2 * 13 * 29 * 43 * 83 * 127 * 701 * 2789 * 3571 * 9241 * 28057 * 30871 * 1408009 * 59828341 * 31130721917 * 106220900381 * 352346701811248671493 * 1043750748543840110677 * 9061402514835513175369 * 17354416898856218109722641 * 470524326575368031556132817
167,	2,	Regular
173,	1,	x^84 + x^83 + 39	2^4 * 3^2 * 5 * 7^2 * 13 * 29 * 41 * 43 * 73 * 109 * 113 * 211 * 337 * 373 * 631 * 1051 * 4621 * 25537 * 30103 * 2401381 * 3144079 * 8576317 * 26654680037077 * 126177122035370617 * 4084081631774950877 * 163654857226358276504377 * 516560252485964553731490805232290936728146802441622321
173,	2,	True	
179,	1,	x^84 + x^83 + 3*x + 114	2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 29 * 37 * 43 * 71 * 89 * 157 * 211 * 337 * 433 * 3109 * 4523 * 4603 * 6679 * 37339 * 1237363 * 6538813 * 8039221 * 499990093 * 1112427289 * 37264629781 * 393003760129 * 465900166691 * 933541251133 * 588743056264294471 * 134588777997226797301 * 159893710905516774460513
179,	2,	True	
181,	1,	x^84 + x^83 + 105	2^4 * 3^3 * 5 * 7^2 * 13 * 29 * 31 * 43 * 71 * 79 * 127 * 139 * 241 * 281 * 967 * 1051 * 1933 * 9661 * 16381 * 486949 * 661417 * 4453321 * 241968329 * 4338835663 * 70359419453 * 528870124543349 * 44706082900420453 * 20102424470618351947 * 790800980429488712716262504927289352316415489162517
181,	2,	Regular
191,	1,	x^84 + x^83 + 3*x + 123	2^8 * 3^2 * 5 * 7^2 * 13^2 * 17 * 19 * 29 * 31 * 37 * 43 * 127 * 197 * 1429 * 2017 * 2713 * 10627 * 12097 * 89867 * 183569 * 376097 * 463513 * 490537 * 728953 * 55106109458356516021321987 * 334982919271820531385681463 * 2357156959300156547318279041 * 8153524367086993731901921693059030192337
191,	2,	True	
193,	1,	x^84 + x^83 + 116	2^8 * 3^2 * 5^3 * 7^2 * 13 * 29 * 37 * 43 * 71 * 97 * 127 * 149 * 337 * 449 * 1051 * 1783 * 37057 * 2884513 * 10373371 * 19348981 * 49506871 * 703307977 * 724170925367 * 1208179545301 * 2132432530201 * 9914094371287 * 205131195042236780540917 * 1094205960592467754894907005990076055091897933
193,	2,	True	
197,	1,	x^84 + x^83 + x + 17	2^4 * 3^3 * 5 * 7^3 * 11 * 13 * 19 * 29 * 43 * 61 * 211 * 617 * 2053 * 3217 * 3881 * 36013 * 97847 * 2957767 * 38545594837 * 94256916629 * 2050885470106159 * 4300943614160257 * 73145071429396429 * 37106654538708293310997 * 3416516508195339882861023497 * 3433947263436177695046897289
197,	2,	Regular
199,	1,	x^84 + x^83 + x + 185	2^5 * 3^3 * 5^2 * 7^2 * 11 * 13 * 29 * 37 * 43 * 211 * 433 * 883 * 953 * 13267 * 19801 * 41077 * 43093 * 209707 * 11552213 * 42383773 * 1507926533 * 14848851902767 * 258437903981503 * 2640601183720338005749 * 89499213930411801092557 * 362147992775719488283105569992406296669609447986813
199,	2,	True	
211,	1,	Regular
211,	2,	Regular
223,	1,	x^84 + x^83 + 99	2^7 * 3^2 * 5 * 7^2 * 13 * 29 * 31 * 37 * 43 * 61 * 211 * 421 * 491 * 673 * 1597 * 1709 * 3361 * 4973 * 6553 * 16651 * 294169 * 3118441 * 5076443 * 248025653 * 5265616903 * 4248564186240151 * 144834133656531929 * 30716996005122403369 * 15191528499172535031248303809 * 2215532844025231450901300786158969
223,	2,	Regular
227,	1,	x^84 + x^83 + 91	2^4 * 3^2 * 5 * 7^3 * 13 * 19 * 29 * 43 * 73 * 113 * 127 * 337 * 349 * 709 * 1303 * 2311 * 4999 * 5153 * 33181 * 82657 * 104959 * 6612313 * 20601211 * 204245101 * 947963087 * 515306577997 * 1094830030561 * 18251687582656571401 * 48735432355411204999 * 595159073612620744291 * 689312945688063600892339822969
227,	2,	True	
229,	1,	x^84 + x^83 + 98	2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 43 * 97 * 127 * 181 * 239 * 421 * 673 * 757 * 2017 * 7459 * 135647 * 4429069 * 1453788841 * 2750006041 * 7767369289 * 215227848907 * 3996193522693 * 11826798428957233 * 1143864646646167123198207 * 717165697294328005364430749 * 25158881626029751444933195959097
229,	2,	True	
233,	1,	x^84 + x^83 + 2*x + 94	2^5 * 3^3 * 5 * 7^2 * 13 * 29 * 37 * 43 * 61 * 71 * 89 * 113 * 197 * 337 * 421 * 463 * 487 * 1471 * 7789 * 72661 * 1328167 * 3410317 * 7000573 * 3045202343 * 8156067473 * 11488911589 * 17085449473 * 16603605906553 * 43199714060189 * 908170184429467 * 1067850266922567651811 * 2310581432719622135189790240604969
233,	2,	True	
239,	1,	x^84 + x^83 + 2*x + 137	2^6 * 3^2 * 5 * 7^2 * 13^4 * 17 * 19 * 29 * 43 * 67 * 71 * 283 * 337 * 421 * 701 * 3019 * 3361 * 10501 * 245561 * 370483 * 3754507 * 7055819 * 3262751521 * 29562824341 * 46321319374779289 * 1179891839625253021 * 568505715718300013767 * 49550631120752634599462261 * 7360642847642247200534447848184197
239,	2,	Regular
241,	1,	x^84 + x^83 + 2*x + 99	2^6 * 3^2 * 5 * 7^2 * 11^2 * 13 * 29 * 43 * 113 * 257 * 379 * 757 * 1093 * 1597 * 5923 * 8263 * 19441 * 20707 * 60607 * 63113 * 128437 * 237409 * 857333 * 2594257 * 3117376319 * 1893096722707 * 13539095727377900611 * 185057007789137952470897497 * 10519984111626665828353954789 * 38388136780797099494125767841
241,	2,	True	
251,	1,	x^84 + x^83 + 2*x + 203	2^4 * 3^3 * 5^3 * 7^2 * 13 * 17^2 * 29 * 37 * 43 * 109 * 211 * 421^2 * 463 * 491 * 1471 * 1609 * 3557 * 9601 * 10333 * 11173 * 300973 * 1699111 * 190063063 * 343442093 * 939549157 * 251059142817757 * 707737581205610929 * 2014041263472963229 * 36947894774058977670991 * 2272302156634714940249156406802607164681
251,	2,	Regular
257,	1,	x^84 + x^83 + 20	2^10 * 3^2 * 5^2 * 7^2 * 13 * 29 * 43 * 61 * 241 * 883 * 1087 * 1093 * 1289 * 1321 * 21001 * 62273 * 86353 * 189253 * 359143 * 438733 * 1599571 * 160174771 * 4362404353 * 325050960571 * 16966105896589249 * 2666610049095813031 * 3066888679173199675313 * 5418112398195563083837 * 6150219140318281724772886237
257,	2,	True	
263,	1,	x^84 + x^83 + x + 118	2^5 * 3^2 * 5 * 7^3 * 11 * 13 * 29 * 43 * 103 * 109 * 131 * 223 * 239 * 337 * 463 * 4621 * 6917 * 7211 * 93283 * 107717 * 236069 * 5088973 * 141682171 * 192750517 * 2719077929 * 3060568211 * 4677730429 * 4784281393 * 5883071007353 * 59192295873894241087 * 35588881706899720562922874540389851604969562499290114513
263,	2,	True	
269,	1,	x^84 + x^83 + 2*x + 90	2^4 * 3^4 * 5 * 7^2 * 13 * 29 * 37 * 43 * 67 * 97 * 151 * 211 * 373 * 421 * 631 * 883 * 2633 * 2689 * 3433 * 5881 * 15877 * 16381 * 25229 * 108836281 * 5236041961 * 13544544469 * 896644110097 * 63001214070733 * 9008271182473301999874853 * 4950207004974141217206794189 * 19969693204226186209775654648090053232857
269,	2,	True	
271,	1,	x^84 + x^83 + x + 218	2^6 * 3^4 * 5 * 7^2 * 13 * 17 * 29 * 43 * 281 * 8353 * 10453 * 18313 * 24571 * 36721 * 49669 * 57331 * 399953 * 9170197 * 9455377 * 43355341 * 986750087 * 114843804727 * 552154277431 * 1305174058553 * 14752065295493 * 24046283760370906273 * 1228495433299709474294431 * 108278461715463807224222675967121
271,	2,	True	
277,	1,	x^84 + x^83 + 178	2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 43 * 139 * 193 * 239 * 1933 * 2437 * 5881 * 7673 * 10711 * 15877 * 119981 * 186649 * 315421 * 474307 * 3045661 * 130298323 * 304441201 * 1676092153 * 5235840121 * 1883283435587 * 652270907174041 * 985330459413679 * 141463728866714521 * 5717405152333323331 * 73137903300960470853553
277,	2,	True	
281,	1,	x^84 + x^83 + x + 207	2^5 * 3^2 * 5 * 7^2 * 13 * 29 * 43 * 47 * 109 * 127 * 197 * 463 * 727 * 967 * 3001 * 3037 * 8191 * 10837 * 15737 * 23633 * 26227 * 35617 * 1780633 * 2077561 * 80859521 * 122988181 * 152049577 * 154656517 * 200603173 * 16257498643 * 4106138475811 * 357255491970007 * 490563386242441 * 643804626590861 * 2802162623652147595986293113
