p,	e,	result
79,	1,	x^66 + x^65 + 53	2^5 * 3^2 * 5 * 7^2 * 13 * 23 * 43 * 67 * 331 * 727 * 5479 * 6163 * 10429 * 81973 * 10114501 * 222190387 * 906672889 * 6821422367 * 1750258119644519 * 11409584517192577 * 1494439741345655591831029027
79,	2,	Regular
83,	1,	x^66 + x^65 + x + 50	2^3 * 3^2 * 7 * 19 * 23 * 41 * 67 * 199 * 367 * 397 * 2269 * 13003 * 75527 * 6050749 * 19951801 * 263705707 * 15991874273 * 33409485649 * 23462266952039257 * 1932813863851021141 * 151305108917874402811
83,	2,	Regular
89,	1,	x^66 + x^65 + x + 23	2^4 * 3^3 * 5 * 7 * 11^2 * 23 * 67 * 331 * 373 * 1123 * 8011 * 12211 * 2530067 * 56086691 * 16912503169 * 23903412677 * 35708105929 * 1199756430973 * 5931542120551685683 * 819518823121194338503399237
89,	2,	Regular
97,	1,	Regular
97,	2,	Regular
101,	1,	x^66 + x^65 + 11*x + 53	2^3 * 3^2 * 5^2 * 7 * 13 * 17 * 23 * 37 * 67 * 199 * 463 * 3433 * 10303 * 146543 * 194569 * 1876403 * 65049337 * 60876405613 * 1612088465989 * 2585122674619 * 21270987299224160653 * 198452932767325821693227927677
101,	2,	Regular
103,	1,	Regular
103,	2,	Regular
107,	1,	x^66 + x^65 + x + 74	2^3 * 3^4 * 7 * 13 * 19 * 23 * 53 * 67 * 127 * 199 * 397 * 463 * 2531 * 6997 * 44221 * 715903 * 1635665747 * 6588500623 * 866900865297476058451997759974880269 * 39058465495022713853454152518118573649049
107,	2,	Regular
109,	1,	x^66 + x^65 + 2*x + 40	2^3 * 3^4 * 5 * 7 * 11^2 * 23 * 61 * 67 * 193 * 199 * 571 * 9967 * 36697 * 1359997 * 10175728663 * 23971944503021153 * 7744835046685617436784860004132167 * 55529984431635298564528081661674952795401
109,	2,	Regular
113,	1,	x^66 + x^65 + 92	2^5 * 3^2 * 7 * 13 * 19 * 23 * 67 * 617 * 991 * 4219 * 4357 * 32143 * 42967 * 555085255645420259 * 14629523839100351479 * 9268246632158859292623059892553 * 3553221993008446261199442968293093903
113,	2,	Regular
127,	1,	x^66 + x^65 + 5*x + 53	2^8 * 3^3 * 7 * 13 * 23 * 67 * 1231 * 5419 * 20681 * 383791 * 444181 * 136447203773 * 8311112557368919 * 47834644354838156839 * 2122792226459166188463373 * 2703463299737105203159882662986604349
127,	2,	Regular
131,	1,	x^66 + x^65 + x + 22	2^3 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 67 * 331 * 353 * 811 * 859 * 1123 * 1453 * 2179 * 4643 * 15401 * 17293 * 17359 * 3983453 * 123210869 * 7260378379 * 405884171023 * 36398820482140183 * 503608390572917323 * 54608630950877312985589
131,	2,	Regular
137,	1,	x^66 + x^65 + x + 53	2^4 * 3^2 * 7 * 17 * 23 * 37 * 67 * 73 * 199 * 397 * 727 * 6211 * 532951 * 755569 * 447607733 * 3186086377 * 111219472717 * 20114875307572189 * 2346320474383711003267 * 13765094165885868382473477377128096001557
137,	2,	Regular
139,	1,	x^66 + x^65 + 5*x + 92	2^3 * 3^2 * 5 * 7 * 13 * 23 * 67 * 89 * 199 * 499 * 2113 * 19183 * 11046421 * 71197026523459 * 372845848966273981 * 448301258215393397 * 1772793601319472601 * 13627953404099290499 * 47840873409222412375078003
139,	2,	Regular
149,	1,	x^66 + x^65 + 60	2^3 * 3^2 * 5^2 * 7 * 23 * 31 * 37 * 67 * 103 * 7351 * 23893 * 35509 * 6919177 * 86051197 * 2706904546831 * 81042426245204504653 * 119189320868935044596437724110957 * 1209289448253657952877282763501751368757
149,	2,	Regular
151,	1,	x^66 + x^65 + 48	2^4 * 3^2 * 5^2 * 7 * 19 * 23 * 67 * 331 * 397 * 1093 * 13003 * 14389 * 22651 * 14864609 * 159973507 * 98855460463 * 441805911559 * 18145704541823 * 95195173272949333 * 20068203023605025323 * 401597066378328085154313997
151,	2,	Regular
157,	1,	Regular
157,	2,	Regular
163,	1,	Regular
163,	2,	Regular
167,	1,	x^66 + x^65 + 2*x + 35	2^4 * 3^2 * 7 * 23 * 67 * 83 * 89 * 331 * 397 * 991 * 1013 * 1321 * 7591 * 9241 * 27259 * 28057 * 32099 * 1940599 * 3443683 * 497223893 * 33730277282791 * 63802752731983 * 21690712234775947314667 * 936799589175208771156957616959
167,	2,	Regular
173,	1,	x^66 + x^65 + x + 26	2^3 * 3^2 * 7 * 13 * 23 * 29 * 43 * 67 * 109 * 1013 * 30103 * 317197 * 6392783 * 29579527099 * 3686875547543 * 677892797538001 * 1050148826719336195721 * 39796015991195236756831 * 19608027051092608358650182237330571
173,	2,	Regular
179,	1,	x^66 + x^65 + 24	2^3 * 3^3 * 5 * 7 * 13 * 19 * 23 * 43 * 67 * 89 * 463 * 4603 * 228559 * 600601 * 1517297 * 3651334787 * 8827467331 * 1257604634749 * 973116649840171 * 220630946147191044433 * 391788359279171524429 * 2927038870388524639215469
179,	2,	Regular
181,	1,	Regular
181,	2,	Regular
191,	1,	x^66 + x^65 + 4*x + 47	2^7 * 3^2 * 5 * 7 * 13^2 * 19 * 23 * 31 * 67 * 199 * 397 * 12097 * 2651122189 * 3113032891 * 34179328063 * 1900421426047 * 126897066153700327 * 96073431814638016399 * 2794717889939944336237 * 32729250465477517493897157463
191,	2,	Regular
193,	1,	x^66 + x^65 + x + 19	2^7 * 3^2 * 7 * 23 * 67 * 97 * 1783 * 27259 * 37057 * 644557 * 553776763 * 2382866641 * 2662289521 * 71339271343004303365057 * 3876641980692156994260472003 * 5168809671671126141601416691686417628841957249
193,	2,	Regular
197,	1,	x^66 + x^65 + x + 31	2^3 * 3^3 * 7^2 * 11^2 * 19 * 23 * 61 * 67 * 211 * 727 * 2053 * 9109 * 17117 * 26731 * 502147141 * 37530780871 * 15857678840323 * 24674378796673 * 3097854581034066122481357684725077 * 396793736854579190303622865790510353357
197,	2,	Regular
199,	1,	Regular
199,	2,	Regular
211,	1,	x^66 + x^65 + x + 187	2^3 * 3^2 * 5 * 7 * 13 * 23 * 31 * 37 * 53 * 67 * 73 * 199 * 331 * 607 * 2069 * 1543279 * 2066329 * 2775499 * 5987666719 * 88395349153 * 91520511127 * 189496886335879 * 1040613970761997831 * 3693170746409441903 * 436738558870428895703837413
211,	2,	Regular
223,	1,	Regular
223,	2,	Regular
227,	1,	x^66 + x^65 + 3*x + 199	2^3 * 3^2 * 7^2 * 19 * 23 * 67 * 73 * 113 * 199 * 349 * 661 * 709 * 5897 * 91411 * 435733 * 513943 * 517243 * 1204369 * 29966893573 * 119632792496207 * 2044201780770618960679 * 98107198586165436520051 * 209777288985165847652081927790481
227,	2,	Regular
229,	1,	Regular
229,	2,	Regular
233,	1,	x^66 + x^65 + 192	2^4 * 3^3 * 7 * 13 * 23 * 29 * 37 * 67 * 487 * 661 * 7789 * 3148333 * 26670601 * 4494621011 * 3891196548493 * 4581484617271 * 469568844236369455179977 * 18075348903971940081205337161 * 189090303153820142226702241909478647
233,	2,	Regular
239,	1,	x^66 + x^65 + 3*x + 131	2^5 * 3^2 * 5 * 7 * 17 * 19 * 23 * 67 * 199 * 283 * 2729 * 3019 * 42571 * 186187 * 1581889 * 7499251 * 11376298231 * 221902468288402896259 * 2603341532570236167007 * 26550464126812634441687 * 246755101841767288495830581527068999949
239,	2,	Regular
241,	1,	x^66 + x^65 + 206	2^5 * 3^2 * 5 * 7 * 11^3 * 23 * 67 * 199 * 727 * 1321 * 8263 * 19441 * 167047 * 6432163 * 26813117 * 296133619 * 54244377154111 * 97029608242601 * 13625956967612438879 * 37821227379268640869 * 1112101816042432200361588743441500899
241,	2,	Regular
251,	1,	x^66 + x^65 + 54	2^3 * 3^3 * 5^3 * 7 * 13 * 23 * 43 * 67 * 89 * 199 * 331 * 1471 * 1607 * 1609 * 6469 * 26731 * 35993 * 37423 * 309277 * 4745137 * 25224968693 * 679007463289 * 20366289701375220521203838650235126077 * 552218831744081567133452195404544146689913
251,	2,	Regular
257,	1,	True	2^9 * 3^2 * 7 * 13 * 23 * 43 * 61 * 67 * 241 * 331 * 397 * 1087 * 139987 * 280897 * 2850013 * 5068537 * 1073029981 * 5331462137 * 54865148032607481054509 * 77935544508668015874303285442471 * 1401882698605516481104293519175184752009
257,	2,	Regular
263,	1,	x^66 + x^65 + x + 165	2^4 * 3^2 * 7^2 * 11^2 * 13 * 23^2 * 67 * 89 * 103 * 109 * 131 * 199 * 223 * 3169 * 7591 * 662773 * 17793799 * 54010727 * 3124914562747294549 * 3796630361509960977329557056432226863450253 * 12548952056948220533485074320008686735647566471
263,	2,	Regular
269,	1,	x^66 + x^65 + 8	2^3 * 3^4 * 5 * 7 * 13 * 23 * 37 * 67 * 89 * 151 * 463 * 859 * 2377 * 3301 * 3433 * 44683 * 65539 * 134443 * 1874180776579 * 1132476710598889987 * 1976565978667784190643661 * 101887819512781173949104722311 * 56717283880657803908222727490669
269,	2,	Regular
271,	1,	x^66 + x^65 + 209	2^5 * 3^4 * 5 * 7 * 17 * 23 * 67 * 89 * 397 * 2179 * 3037 * 10453 * 24571 * 2519089 * 40261783 * 33490674097 * 415850359536767 * 6065167607383501 * 80025424418018869549 * 22387913315824408796533 * 17194532917209499517059101782247889
271,	2,	Regular
277,	1,	True	2^3 * 3^2 * 7 * 13 * 19 * 23 * 67 * 139 * 193 * 199 * 397 * 991 * 5881 * 43627 * 120077 * 1028017 * 1796059 * 2154307 * 29875297 * 8323952869 * 19497271069 * 55077534139 * 317702462353 * 331767428008074433 * 8636272961332501651 * 13316177863770278349667
277,	2,	Regular
281,	1,	x^66 + x^65 + x + 131	2^4 * 3^2 * 5 * 7 * 23 * 47 * 67 * 109 * 199 * 727 * 26227 * 1177859 * 8667847 * 201637702531 * 15277058694481 * 112901385077573093 * 1083095851321485358839914437269214639776583 * 709155193552770787656718676988980033007463597
281,	2,	Regular
283,	1,	True	2^3 * 3^2 * 7 * 13 * 23 * 47 * 67 * 71 * 73 * 89 * 331 * 367 * 877 * 214237 * 13718321 * 31786327 * 39576241 * 188686763 * 3307720307 * 43159443395707 * 25982953721989645347894835953277 * 10895836955010544298438333756873486099733795864889
283,	2,	Regular
293,	1,	True	2^3 * 3^2 * 7^2 * 19^2 * 23 * 67 * 73 * 79 * 331 * 463 * 1871 * 2707 * 4357 * 13003 * 75967 * 86143 * 24914011 * 3024769243 * 460972489561 * 4334621872439 * 210988204328838971959 * 619149458200128125860657 * 101534037578654322535114365439764943
293,	2,	Regular
307,	1,	True	2^3 * 3^3 * 7 * 11^2 * 17 * 23 * 37 * 43 * 67 * 733 * 2539 * 7459 * 26731 * 191599 * 12135499643725165489 * 673874043799299188888813 * 575707553554724483884009467827130096367 * 55485542363127892181383905322763717249324507938249
307,	2,	Regular
311,	1,	x^66 + x^65 + 176	2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 31 * 67 * 89 * 1013 * 2333 * 4591 * 5107 * 138403 * 2398441 * 2992837 * 113278639 * 2886053413 * 4325887171 * 175641719419 * 25160836703377 * 500059052254736833 * 369211100186859029135807 * 989857156994789692869753901
311,	2,	Regular
313,	1,	Regular
313,	2,	Regular
317,	1,	True	2^3 * 3^2 * 7 * 23 * 53 * 67 * 79 * 89 * 419 * 13267 * 14401 * 33391 * 633337333201 * 705670360649 * 20646574407471629 * 1562205907233418561418491865420954487926602946467 * 105330243575235922550999090857769101441104942628009
317,	2,	Regular
331,	1,	Regular
331,	2,	Regular
337,	1,	True	2^5 * 3^2 * 7 * 13^2 * 23 * 43 * 67 * 199 * 353 * 463 * 883 * 2113 * 7151 * 113233 * 28155997 * 575832599 * 14748310831 * 119507771836418131 * 1434736260104701159 * 4115582357879838931889 * 355883133072969450590494566651362960349432674023969
337,	2,	Regular
347,	1,	True	2^3 * 3^2 * 7 * 13 * 23 * 29 * 31 * 67 * 173 * 1277 * 1291 * 1327 * 15511 * 27611 * 423457 * 619169 * 763423 * 17526829 * 67345477 * 40999826099 * 113618996833 * 2627822195740897 * 320761200508897672210198744851037 * 336237929080040568007245409564191703
347,	2,	Regular
349,	1,	True	2^3 * 3^2 * 5^2 * 7 * 19 * 23 * 29 * 67 * 2143 * 14389 * 121453 * 7639721 * 20614903 * 941727139 * 283622263123 * 2283601477403291 * 28384847544233599 * 22378912371670423207 * 8517460732897796993002559761 * 32204174455257965083538515407343
349,	2,	Regular
353,	1,	True	2^6 * 3^2 * 7 * 11^2 * 19 * 23 * 59 * 61 * 67 * 97 * 1783 * 2069 * 6577 * 65512966069 * 221019577417 * 264381009421 * 963823178077 * 4779647310824497 * 66789352236795654577 * 195374940332769745002181 * 51099611160479077810320936921787086487
353,	2,	Regular
359,	1,	True	2^4 * 3^3 * 5 * 7 * 23^2 * 37 * 67 * 179 * 499 * 2707 * 8933 * 14411 * 19163 * 42841 * 5650979712709 * 242729825559563 * 337520087167337647 * 59577705183437736791 * 664773412627534301587 * 465789080608918789342706366278987786251275952043
359,	2,	Regular
367,	1,	Regular
367,	2,	Regular
373,	1,	True	2^3 * 3^2 * 7^2 * 11^2 * 13 * 17 * 19 * 23 * 31 * 67 * 73 * 109 * 199 * 463 * 1115929 * 49457299 * 254821051 * 439778197 * 7734564311 * 4155034478088451 * 6758002609780753 * 64365460860712103401 * 81496754624349442509847 * 122184840082037359809988322062393
373,	2,	Regular
379,	1,	Regular
379,	2,	Regular
383,	1,	True	2^8 * 3^2 * 7 * 23 * 67 * 191 * 1321 * 6967 * 147073 * 176089 * 448999 * 1213829 * 51495687563 * 84783241159 * 180949136743 * 1322367873311651 * 1836822228878561 * 3793114429105997887 * 290577575649423822211 * 237558745564141669701203976697
383,	2,	Regular
389,	1,	True	2^3 * 3^2 * 5 * 7 * 13 * 23 * 67 * 97 * 727 * 6271 * 7129 * 21673 * 50311 * 14743741 * 271935863 * 381367537 * 1774835351741 * 166389334343629 * 1479649711400521 * 8232652238886571 * 79545183674814239059370551 * 11383074677184100886310046089099193
389,	2,	Regular
397,	1,	Regular
397,	2,	Regular
401,	1,	True	2^5 * 3^2 * 5^2 * 7 * 23 * 67 * 89 * 127 * 397 * 421 * 2377 * 3433 * 23029 * 38677 * 130087 * 26133889 * 49201789346293 * 84563541506599 * 9006208271785957 * 3421132538234097787 * 1210983151600255374678899 * 11406338485604875792727436883155279735517
401,	2,	Regular
409,	1,	True	2^4 * 3^2 * 5 * 7 * 17 * 23 * 31 * 41 * 67 * 199 * 769 * 2311 * 55897 * 307693 * 1168399 * 5809387 * 215666551 * 425243941566841 * 9557868736713067 * 106590099681017550841 * 656628086078359679363839 * 55626970105228156618922963211594365635720102357
419,	1,	True	2^3 * 3^2 * 5 * 7 * 11^2 * 13 * 19 * 23 * 67 * 79 * 331 * 739 * 3719 * 4621 * 11969 * 13537 * 10604891837 * 56991884269 * 293146630921 * 372055140733 * 3927530268356113 * 95397040614811123 * 74415135659572775299 * 2482628531205807706921 * 4086571551344147723089
421,	1,	Regular
431,	1,	True	2^5 * 3^4 * 5 * 7 * 23 * 43 * 67 * 163 * 379 * 397 * 661 * 727 * 2314093 * 87653303 * 1133740477 * 8786735233 * 1091970356315389 * 8337304834463617 * 2529375048869981687 * 3845421282367048914468256561 * 59222744695923077209515345914347662168019
433,	1,	Regular
439,	1,	True	2^4 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31^2 * 67 * 73 * 331 * 1321 * 2113 * 3917 * 4159 * 245566487 * 393052969 * 663036727 * 12044398253053 * 24113728178010153586901801 * 204837051549173606241607128602887 * 51459035484751039175999965274751343891564829869
443,	1,	True	2^3 * 3^2 * 7 * 13 * 17 * 23 * 37 * 67 * 89 * 331 * 2729 * 9901 * 28099 * 65269 * 313127 * 496079 * 14406173 * 45862763 * 73066753 * 204303727 * 5170935793 * 11228127755940349 * 11773786992474673 * 62902172785699824472633 * 7529839636503157350019040320082909101
449,	1,	True	2^7 * 3^3 * 5^2 * 7 * 19 * 23 * 67 * 89 * 97 * 727 * 1783 * 2083 * 3529 * 207241 * 1215853 * 1402699 * 8900123 * 224933017 * 3296236241 * 189245516928799 * 18319680100789871 * 100804264975188721 * 133464179202571999 * 70522250546514808495487950906510092339637
457,	1,	True	2^4 * 3^2 * 7 * 19 * 23 * 67 * 199 * 229 * 463 * 661 * 9967 * 38083 * 208393 * 332641 * 2899883180899 * 344318198393929 * 15819062644093424189 * 796305504852309381027781 * 17237921027914446174067391 * 15266556074756031864563593446372611381010709
461,	1,	True	2^3 * 3^2 * 5 * 7 * 11^2 * 23 * 67 * 89 * 199 * 373 * 397 * 571 * 859 * 1013 * 13267 * 68927 * 70687 * 115963 * 794179 * 1750871 * 3156121 * 3208151 * 17408711 * 14054361949 * 1393722116557 * 5311841226847189 * 541250999970378604831 * 1005753506600438641897605246103624479247
463,	1,	Regular
467,	1,	True	2^3 * 3^3 * 7 * 13 * 19 * 23 * 43 * 67 * 89 * 233 * 241 * 11503 * 385846759 * 815681723341 * 1277820938044226533 * 240503826471577407297329 * 494424256962371823779424877 * 775052268180956457490096211105611 * 2837016416849909264436275276174599
479,	1,	True	2^6 * 3^2 * 5 * 7 * 23 * 43 * 67 * 239 * 859 * 5347 * 10903 * 209353 * 1044451 * 1265145223 * 1594722691 * 21865735858363 * 126169480676119 * 586312572645493 * 73585247091346087223249047 * 81834625672890245667275149 * 11618945566403660903670188458897
487,	1,	Regular
491,	1,	True	2^3 * 3^2 * 5 * 7^2 * 13 * 23 * 31 * 37 * 41 * 67 * 199 * 6529 * 8317 * 17359 * 224401 * 27515599 * 109775395819 * 4823837650259 * 1143971632833481 * 812701966436624964654134951 * 149124397831326160158570231919 * 2892003145198533605693710513083851926445347
499,	1,	Regular
503,	1,	True	2^4 * 3^3 * 7 * 13 * 23 * 67 * 73 * 251 * 397 * 1153 * 7591 * 19501 * 1316239 * 789240501239334057607 * 4679735847859885470393781 * 44987251752208542957780469 * 577409054997905081823031777 * 2117622071978458885507759471467481474975175925997
509,	1,	True	2^3 * 3^2 * 5 * 7^2 * 17 * 23 * 43 * 67 * 89 * 127 * 199 * 1759 * 6037 * 28711 * 56827 * 607861 * 114999259 * 150066764334873937 * 244590267154989493 * 10130488494108643079 * 5581730525329143107978581608501861157 * 391557822058532691327276871266807660691669
521,	1,	True	2^4 * 3^3 * 5 * 7^2 * 13 * 19 * 23 * 29 * 31^2 * 67 * 97 * 199 * 283 * 353 * 397 * 419 * 2861 * 38501 * 66067 * 68113 * 148303 * 211927 * 291743 * 779131 * 2970133 * 3189253 * 783038280712139 * 1302932683846519507 * 3790874707099280916311857 * 4382960491567978416919077841044506712193
523,	1,	True	2^3 * 3^3 * 7 * 13 * 23 * 29 * 43 * 67 * 89 * 131 * 199 * 397 * 907 * 2003 * 7027 * 29437 * 190807 * 522061 * 78181819 * 15947495719 * 37630421540317 * 4351632888937687 * 108926496542584733 * 3786878885355620737 * 348229172820034159127 * 6904072628673128890252761920893
541,	1,	True	2^3 * 3^4 * 5 * 7 * 23 * 67 * 271 * 13963 * 217361 * 292141 * 5026479371 * 5515743047 * 9899654689 * 26687640409 * 18611630242381067 * 7264382159697109327 * 633786692873779752404297094276459463 * 466796159869407370911986070149128743977684809
547,	1,	True	2^3 * 3^2 * 7 * 13 * 23 * 67 * 97 * 137 * 163 * 613 * 661 * 3079 * 10847 * 13751 * 3963829 * 9630092768572369626677 * 174078745832675609971673 * 2190965179629738570735935723613842159848031761 * 85993366948093230626789657603441725049981877899584867
557,	1,	True	2^3 * 3^3 * 7^2 * 23^2 * 31 * 67 * 139 * 199 * 463 * 947 * 6343 * 14851 * 103231 * 258127 * 3223837 * 19512329 * 61201031 * 3982831579 * 27490678711 * 603725934307 * 66753765195980784793206402072702333003511 * 2800748617232635431991583061457059878999654528101
563,	1,	True	2^3 * 3^2 * 7 * 13 * 19 * 23 * 31 * 47 * 61 * 67 * 281 * 2113 * 2663 * 4951 * 10243 * 515456569 * 95012011639579 * 6218189443483112437 * 73065204388048587331 * 778286386909806133349 * 1471996249291438161721 * 980271057629762706685776334548959881030542546463
569,	1,	True	2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 67 * 71 * 199 * 397 * 991 * 6619 * 8287 * 12343 * 91081 * 428057653 * 9699985470979 * 52799088441397 * 61431721393153 * 367380000889969 * 360686570691511219 * 19818102684673678945429 * 422442467734985197998091804628684280535753
571,	1,	True	2^3 * 3^2 * 5 * 7 * 11^2 * 13 * 19 * 23^2 * 67 * 103 * 151 * 271 * 419 * 1201 * 70489 * 141241 * 70129621 * 1508058047 * 2277499309493 * 3867675755483 * 311605638585187 * 419116488063307 * 13301126836578677449 * 929602277766214569661 * 1022335986431319418850721908781340849
577,	1,	Regular
587,	1,	True	2^3 * 3^2 * 7^2 * 23 * 67 * 293 * 397 * 547 * 631 * 727 * 15313 * 114661 * 5805911 * 13607431003 * 52539038777439106597 * 835163322755182264273 * 1521965423697292074799 * 17031210545983904067271 * 101427149152452078636411391 * 211540565837657475360345779
